date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-04-24,182,112598522.1951215662196181,10103062.67,10103810.7481201126475323,3.47088735,11.251655462631517,0.00018410965264821684,1.00007404468769,,0.043081364495280244,112590185.49,112590185.49,112590182.5796012342146234,322,327,32438444.148190267,32440846.04265636925639871271,135677.47059828,135687.5167942170188000511732,9673.73,9674.4462883166473837,44366532.885637059868001397,44369817.991708464978586013,,0.0006288512118422692,0.0006067804272934578
2019-04-25,200,112070183.0544947464002373,578911.47,580086.6939311698539669,8.21366102,11.368977222944634,0.0001954161323101247,1.00203005812127,,0.265537516686885,111843134.99,111843134.99,111843132.0788012342146234,388,386,13616721.553246781,13644364.28942102187650553513,43155.34507737,43242.9529361205242849926599,4999.5,5009.649275577289365,16657963.19986527,16691779.83334297328753332129,,0.0007188713446053677,0.0006547381031066983
2019-04-26,286,128781806.39026504304508,18897481.13,18907754.136376650853704,1.13342782,11.748219727047745,0.00019427410261313064,1.0005436177608,,0.04940146662134657,128711836.35,128711836.35,128711833.4229762342146234,582,580,113559799.57364209,113621532.6976032101076664321,216846.07819046,216963.959569924159581121968,10147,10152.5160894188376,125770725.350468219880532139,125839096.5505574332094551559,,0.0007648101607378692,0.0006828151215620646
2019-04-27,185,131596982.569120403086924,2845936,2846784.21878760433024,5.48610269,11.78210849141778,0.0001930403618303709,1.00029804562984,,0.0562984656482262,131557772.35,131557772.35,131557769.4229762342146234,343,347,23980187.69923545,23987334.88938195005018170583,88511.23377102,88537.6141574371991342392368,9786.684,9789.60087839682505056,30713398.118542262978247094,30722552.11262903057799910457,,0.0007638848272108695,0.0006744856525788516
2019-04-28,133,133887262.88285589938901075,2448501,2446326.495474740045145,9.70122146,11.920563268790842,0.00019405244041460719,0.999111903762645,,-0.08652546485434308,134006273.35,134006273.35,134006270.4229762342146234,280,281,13813340.301392633,13801072.72584566202096618359,67968.35089092,67907.9884542345495859656834,9190.78,9182.6177028636424131,19099106.600347829999999998,19082144.75563921904644275881,,0.0007934403468990071,0.0006920622687549565
2019-04-29,222,152571621.9942641742973011,20683029.11,20692635.5614585258187439,3.5984254,13.17932099667292,0.00019431020135165302,1.00046446056849,,0.018977783616649882,152500791.39,152500791.39,152500788.4492923242146234,332,338,42379867.380620174,42399551.15791630765322480272,130044.71617357,130105.1168163730970197128093,5614.972575185,5617.58050853932618436692065,43955114.066666340749999499,43975529.48393378739438339182,,0.0008309189614188444,0.0007139477833035345
2019-04-30,387,160691121.22599141397404957,8250197.64,8247840.80326497146765916,3.23206147,13.443678790597605,0.00018982092326088313,0.999714329663619,,-0.05217357620339215,160737039.03,160737039.03,160737036.0892923242146234,545,547,49732048.87450549,49717841.90337459368421666877,105936.49949016,105906.236574715620357800489,999,998.714615333955381,57947265.221116159385814769,57930711.40636808411021874848,,0.0008423203594275038,0.0007130347746313353
2019-05-01,586,162581966.8651788319461363,5147618.3,5149698.447509180113791,7.52717806,13.48172397698028,0.00018821657557608292,1.00040409901977,,0.0786923747190627,162516294.19,162516294.19,162516291.2344693142146234,823,823,21590600.46653104,21599325.20701581089795627866,35356.38197411,35370.6694534083515485181547,45.90338663,45.9219361435413063236751,29098302.364695342206986867,29110060.9601578866678273951,,0.0008439831959141694,0.0007176678805566973
2019-05-02,411,167913945.54480531488483382,5472216.39,5471012.40993469612555731,7.14126031,13.770997148399628,0.00018538030767090697,0.999779983103829,,0.026009626767269263,167950897.58,167950897.58,167950894.6214709542146234,644,637,23518383.358735245,23513208.91702569637335495675,54047.04195097,54035.15068855272375223726413,51.93678014,51.92535317083648156515606,34427965.722767745692399998,34420390.9886079407543252455,,0.0008520813029613235,0.0007183591745298472
2019-05-03,566,176950769.78976452743755286,11808536.76,11805070.41211035122196588,2.79638707,13.767216649995406,0.00017667557705157238,0.999706454071313,,-0.03127508213019011,177002728.22,177002728.22,177002725.2313706242146234,916,925,63296934.25847746,63278353.7011275152483016431,95825.42097669,95797.29181449757480337069397,239.854,239.783591834820708302,88638514.403435559999951125,88612494.92840756748270757944,,0.0008471111431509997,0.0007170561412774475
