date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2020-12-22,135,31341248.83123661461852139302,115,2000.1178261010585,12.892731217562,7.12699171323367,0.0007320962392027377,17.3923289226179,,-36.1460320041358,1802015.645557324122870652,314,453,139769.89166598802,2430923.929333534020011928438,358.251749092957123661,6230.83225732788920411967903,100,1739.23289226179,162288.042339109577018561,2822567.012569533809468440819,,0.06079449748205002,0.05635222602172332
2020-12-23,114,28529015.2555431353426841852,100,1583.87033188888,7.443302683907,6.522791285330288,0.0006795606137506889,15.8387033188888,,-41.501984196036304,1801221.645557324122870652,231,313,241992.26096926347,3832843.626959277939854674832,818.280246510963159422,12960.49805619433759961193842,170.78784992920043,2705.058085499509156745100082,256121.717157931468899041,4056635.891588827668677823983,,0.062430029220861175,0.05737847060437925
2020-12-24,114,29278434.31827143579856592966,40,658.385547593536,37.477793912049,6.758716031258354,0.0006942759177705842,16.4596386898384,,-36.03400921210313,1778801.762905458416441792,204,284,47462.81937191615,781220.8580628025703653418502,205.607061404115765091,3384.217942791163471207869863,132.01987249181374,2172.9994010937897317829235,58392.40543876887728577,961117.8957526904258218170279,,0.06292942751362854,0.057689056291175586
2020-12-25,101,29695245.15860720163016659009,455,7602.774062277212,64.349210677678,7.0166335929952,0.0006773392614901826,16.7093935434664,,-27.7464066323139,1777158.762905458416441792,138,187,27617.4135500614,461470.231660637426093288837,182.553823905757055601,3050.363686505959088855686475,116.52,1946.978535684704928,34137.565070376569397376,570418.0093766143496158295675,,0.06068698850580264,0.05772556449603203
2020-12-26,117,29161943.84266049848289989634,2332,38223.487672357878,28.730219688738,6.99898850003602,0.0006190353789348598,16.3908609229665,,-19.345126145753962,1779158.762905458416441792,166,252,61926.3890837167,1015026.830932711299598209591,305.985314193467073356,5015.362729415326206532553721,94.97087665505293,1556.654430985178496465710117,77108.299176753702485618,1263871.407812662204044662797,,0.05646196184174373,0.0577260888128185
2020-12-27,131,30485985.04294953053813816514,1020,17468.439491019744,41.01531890162,7.45730717523883,0.0006479517985597547,17.1259210696272,,-13.995100778148506,1780107.762905458416441792,200,272,43401.04650107065,743282.8967165557122579963617,190.575693711223372665,3263.784288287860234784441478,120.45946464357363,2062.979283575390381694259851,51836.588689452757364769,887749.3264142979838594671048,,0.05715792371610783,0.05754326286119773
2020-12-28,213,31911286.25599601584869068234,40014,701758.6992472292496,8.178583459525,8.055255990392412,0.0006486039744515265,17.5378292409464,,-17.223986460250604,1819568.762905458416441792,515,714,222479.6961369106,3901810.920426780548369916192,380.91658165737301448,6680.449964152023567814825216,165.48896485042144,2902.317206807672113089344451,271974.439303364332338438,4769841.274404544827414839536,,0.056025603086988424,0.056991304762810634
2020-12-29,214,33814816.04879462353225254321,1550,28937.554375096815,13.524994047521,9.423057385867756,0.0006855881323816784,18.6693899194173,,-15.227258520658761,1811243.762905458416441792,507,726,133918.2669169075,2500172.342404348183939918,246.339940527869095509,4599.016402440856487429652547,167.71324026485897,3131.103877153569679637249078,178842.796823232963339352,3338885.90817206180987052992,,0.05684860065505535,0.0568008521704074
2020-12-30,261,39963402.18633201252091732629,1582.01,34894.996181827763216,7.254633296909,11.565771296542124,0.0007646966788767243,22.0573802832016,,-1.4693873157585775,1811792.772905458416441792,737,958,249742.84691652376,5508672.94744716668866339527,294.328029623127160944,6492.105277402741491379975703,182.76420681519448,4031.299611880450212056381047,281966.252378955820184061,6219436.855751826348735598026,,0.06490446913825974,0.06083820368347944
2020-12-31,205,40336198.630919331801518839,2889,65922.4300351374819,10.191154246688,11.859758015102035,0.0007862275925024463,22.8184250727371,,8.7488674777498,1767703.007650253747301208,590,769,173454.6416295037,3957961.743541295579341873577,278.89395837061524069,6363.920892318943812940991074,180.63967582802144,4121.912908045226291702378283,214469.453987003120090425,4893855.166193267792147400727,,0.06403006865422013,0.06086096655918107
