date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-07-15,1,1,401,401,,,,,0,0,,0,,1,,,,,,100000000,100000000,0,4,1,100000000,,100000000,,100000000,,100000000,,,,
2016-07-16,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-17,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-18,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-19,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-20,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-21,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-22,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-23,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-24,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-25,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-26,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-27,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-28,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-29,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-30,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-07-31,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-01,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-02,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-03,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-04,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-05,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-06,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-07,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-08,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-09,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-10,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-11,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-12,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-13,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
2016-08-14,0,0,0,,,,,,0,0,,0,,,,,,,,100000000,100000000,0,0,0,0,,,,,,0,,,,
