date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-11-12,7426,3763,9021583,2397.44432634,2670328346.8079,0.00007645351987047446,0,2.3135599648004264,0,0,0,0,0,2.56145612,0.9860524512984997,0.004581031963763876,26.703283468079,,-8.828943907932796,100000000,100000000,49999973,30261,13909,39040294,1042504037.359143775226,3051.81350205,81493.44103695204237606195,43,1148.241189127397,42447674,1133492271.382606798246,,0.0611687720470025,0.08571623247365055
2017-11-13,8778,4186,10150549,2424.88031534,2850236046.18935,0.00003387208030968848,0,1.0380099010904023,0,0,0,0,0,7.80574864,1.1053970891135865,0.004371899710695505,28.5023604618935,,3.282634121384446,100000000,100000000,49999973,30645,14095,12811071,365145763.5449104229385,1168.19318907,33296.263364002045975704045,43,1225.6014998614205,16465683,469310832.1172719507605,,0.0614379591534425,0.08051500086809268
2017-11-14,7608,4252,9006355,2118.14557855,2972525526.99279,0.6860125845260927,0,19887.504825411455,0,0,0,0,0,3.784936,1.16650264482489,0.004509036271186443,29.7252552699279,,7.405244137545881,100000000,100000000,49999973,28990,14034,26420526,785356879.7157671000754,2173.03363261,64593.979439470970629788819,40,1189.010210797116,30496354,906511907.4520867928766,,0.061891264730971444,0.07850932398025805
2017-11-15,7885,3856,8246087,2138.50803942,2947107629.42364,0.000029578515469931517,0,0.835267698355395,0,0,0,0,0,7.42214614,1.1852368137752445,0.004060846181214734,29.4710762942364,,3.830926567155986,100000000,100000000,49999973,28239,14351,13473192,397069469.3588955105888,1205.92627691,35539.945312039061543401524,38,1119.9008991809832,17306248,510033755.1749761090272,,0.061768240197405844,0.0774716866270575
2017-11-16,7626,3693,7317317,1981.40184132,2861712749.57054,0.00004510783076009795,0,1.1147498215742997,0,0,0,0,0,3.30066664,1.1809504024057609,0.0036530772559906412,28.6171274957054,,-9.292545619013664,100000000,100000000,49999973,24713,14350,30296910,867010536.195911890314,2387.12362369,68312.621087147009360700926,37,1058.8337173410998,34255224,980286112.6019475150096,,0.05874021389528543,0.07742823820707594
2017-11-17,12479,4224,10545999,2496.68536932,4014583472.59876,0.00002859565401457982,0,1.0442560933044247,0,0,0,0,0,2.66759969,1.6800811550574226,0.005194159906352239,40.1458347259876,,35.800999581775535,100000000,100000000,49999973,36518,23072,37486884,1504942249.4562689466384,1878.05968273,75396.273628419288541914148,45,1806.562562669442,43330593,1739542825.1570352186468,,0.08461245664076728,0.08831076184991694
2017-11-18,21554,4140,15495706,3742.92415459,4207150513.788,0.00004888830793524749,0,2.8876856848112618,0,0,0,0,0,1.35949426,1.7514911702088203,0.005396443404897751,42.07150513788,,46.397930578008214,100000000,100000000,49999973,59067,40500,73556765,3094643816.6233317582,2005.37244444,84369.0370996204348393872,35,1472.5026798258,81217584,3416946002.54220048192,,0.08454598363951055,0.08801772033029079
2017-11-19,14010,4246,11159180,2628.16297692,3937028459.22401,0.0000450857071140893,0,1.8243029669573936,0,0,0,0,0,2.46031372,1.6696115050976263,0.004910041157217999,39.3702845922401,,41.98976110400911,100000000,100000000,49999973,40463,25725,40645223,1600213996.8250629340423,1752.88870748,69011.727272011507726825948,30,1181.108537767203,45093062,1775326684.0755275481862,,0.08533127047013098,0.08852864496600692
2017-11-20,13097,4238,10846494,2559.34261444,3613524201.35101,0.00005220481816054048,0,2.0574962933432195,0,0,0,0,0,1.39968522,1.5591200729896497,0.004369503197820635,36.1352420135101,,33.20061983457439,100000000,100000000,49999973,39412,25282,71444635,2581669176.2918941633135,3027.734752,109407.9280162349832729952,32,1156.3277444323232,76547190,2766051236.104140191619,,0.0869786630032385,0.08762680350495106
2017-11-21,12743,4244,9895222,2331.57917059,3454090826.85561,0.00003752466789922178,0,1.2483706516713091,0,0,0,0,0,3.03078134,1.5130540181624004,0.0042685265013419505,34.5409082685561,,20.438277136310436,100000000,100000000,49999973,33268,21322,32994792,1139670083.8120886598312,1714.63347716,59224.997648778940835528676,28,967.1454315195708,36559415,1262795399.8670739106815,,0.08708410665837567,0.08750155328749139
2017-11-22,9906,4335,9239319,2131.33079585,3580434123.27278,0.000018810227352152873,0,0.5929736070492666,0,0,0,0,0,3.74198938,1.5855308809536752,0.0043401319845739975,35.8043412327278,,30.225753529863432,100000000,100000000,49999973,31524,19488,26723753,956826371.4311332434334,1603.48501642,57411.724689467819424390476,28,1002.5215545163784,31248716,1118839690.7486009275048,,0.08675422747436874,0.08724939557851791
2017-11-23,12872,4238,8995243,2122.52076451,3527508881.1316,0.00009386293003966383,0,2.684761387924503,0,0,0,0,0,2.51964733,1.5816258183053804,0.004370234361863623,35.275088811316,,16.96903182312758,100000000,100000000,49999973,28603,17194,39688094,1400001040.601857671704,2583.14161917,91120.55002842836285852772,30,1058.25266433948,44414537,1566726737.188480500692,,0.08538756322982728,0.0872579070182174
2017-11-24,8311,4525,8295192,1833.19160221,3483319923.28441,0.00010896214931497432,0,3.0183604981741023,0,0,0,0,0,4.86102878,1.5775923590805792,0.004231221118555561,34.8331992328441,,21.011669014274748,100000000,100000000,49999973,27701,16301,20571777,716580806.8146399009657,1480.58652843,51573.565526267185254407763,30,1044.995976985323,24135041,840700691.6458609001081,,0.08490062658615748,0.08045540941269533
2017-11-25,9673,4499,9313004,2070.0164481,3836645074.52027,0.00007881607911882582,0,2.551040032839035,0,0,0,0,0,4.07028221,1.7486335693961668,0.0043796491057860884,38.3664507452027,,35.917119844249086,100000000,100000000,49999973,32367,19096,24568321,942599277.5388291436667,1506.29702556,57791.270638793072449281012,31,1189.3599731012837,28764248,1103582104.1147952730696,,0.08631551113316725,0.08131940549051052
2017-11-26,9430,4242,8799531,2074.38260255,3849912386.04667,0.00011753083861365471,0,3.6150135340787903,0,0,0,0,0,2.5930723,1.7457330131959727,0.004130850134424312,38.4991238604667,,33.2453947435386,100000000,100000000,49999973,30758,17653,38564293,1484691492.7983289355431,2431.13312185,93596.495179386232168967395,30,1154.973715814001,42916793,1652258929.4010102472931,,0.08628790492825841,0.07708676828131997
2017-11-27,10845,4089,9627734,2354.5448765,4013795513.68567,0.0007122201171753,0,24.457638823799915,0,0,0,0,0,3.8191485,1.841691955883898,0.0041248663765502125,40.1379551368567,,46.64838612903251,100000000,100000000,49999973,34340,20277,26183847,1050966076.1963198937249,1510.37500616,60623.364237079741905537272,32,1284.4145643794144,30625874,1229259956.6390260502558,,0.08561883248471679,0.07654754624986504
2017-11-28,10774,4193,9260187,2208.48724064,3800754382.29037,0.00012965124599226843,0,4.207312583695103,0,0,0,0,0,2.41903309,1.7762549227658608,0.003826701646590136,38.0075438229037,,36.966901943190756,100000000,100000000,49999973,32451,19943,41338831,1571187430.8201099835747,2286.54495312,86905.957508747686298774544,30,1140.226314687111,45600566,1733165510.5942124834942,,0.08649491755258099,0.07671620116143785
2017-11-29,11494,4132,9503916,2300.07647628,3251427035.89813,0.00007160330086673987,0,2.4140336854212676,0,0,0,0,0,3.58784952,1.5399481149754695,0.003317773362102537,32.5142703589813,,13.44740024706862,100000000,100000000,49999973,33714,21398,27871849,906232833.7907025874237,1495.92952612,48639.057050248458394941556,30,975.428110769439,32009900,1040778542.76395551487,,0.0915486700293687,0.07587702894450238
2017-11-30,9161,4086,8427376,2062.50024474,3284504781.95916,0.000015838065955737846,0,0.45648473697627595,0,0,0,0,0,4.00076383,1.5759142782776414,0.003285584105555137,32.8450478195916,,14.825717371504233,100000000,100000000,49999973,28822,17812,24995227,820969426.0765470892932,1590.75853357,52248.540104530059532290012,30,985.351434587748,28334591,930650996.3435697730356,,0.09154720037477675,0.07568713944105998
2017-12-01,9297,4062,8571260,2110.10832102,3573362730.52838,0.0007015322026810107,0,20.813057389140315,0,0,0,0,0,5.60297792,1.7655067808808842,0.0033059270103449577,35.7336273052838,,32.42356687556635,100000000,100000000,49999973,29668,17581,17847652,637761344.8424030236376,1234.94221034,44128.964687852953932994492,30,1072.008819158514,21711519,775831328.1775880240922,,0.09186950164155315,0.0764034736403905
2017-12-02,8781,4087,8307816,2032.74186445,3513617211.97996,0.00002227574093273325,0,0.6335443478678658,0,0,0,0,0,6.8716177,1.77562079189542,0.003213225607443543,35.1361721197996,,42.91934952306206,100000000,100000000,49999973,28441,16185,14552614,511323150.2970053361544,1104.55650293,38809.887402992411188412828,29,1018.9489914741884,17877247,628138027.6201710397012,,0.08997091095801,0.07551751028741457
2017-12-03,11814,3898,9513315,2440.56310929,3710966847.03248,0.00006957315781864934,0,2.2198011733618257,0,0,0,0,0,7.37740324,1.9299963642459614,0.003309243645208147,37.1096684703248,,38.870039655720234,100000000,100000000,49999973,31906,18645,13554905,503018030.696747983144,936.20632877,34742.306480474602697484496,29,1076.1803856394192,17455567,647770304.3315420581616,,0.08933422805613388,0.07527525829202726
2017-12-04,12641,3904,10055206,2575.61629098,4211374281.78095,0.00007380211718259031,0,2.686618471797834,0,0,0,0,0,3.52626692,2.2256674366431697,0.0036423866569257855,42.1137428178095,,59.00971117633594,100000000,100000000,49999972,36403,22328,28358602,1194286871.300618122319,1473.64533321,62060.720567471124949803495,30,1263.412284534285,32903553,1385691768.8341642271535,,0.09168596278616006,0.07680299548643982
2017-12-05,10320,3914,8632293,2205.49131323,3894435750.91588,0.0007541283258034493,0,23.18190473519803,0,0,0,0,0,13.23059337,2.091869500408915,0.0033181540046028375,38.9443575091588,,47.93831725951805,100000000,100000000,49999972,30740,17693,7558240,294350800.700024408512,668.14734641,26020.569127386809491299908,27,1051.4976527472876,11821531,460381929.5696035381228,,0.09320457532544824,0.07746196363076606
2017-12-06,11590,3922,9093741,2318.64890362,3593794774.86005,0.000050669009032145446,0,1.6382304000273264,0,0,0,0,0,7.14030856,2.383810237457996,0.0025684396689829945,35.9379477486005,,35.97884676597138,100000000,100000000,49999972,32332,20473,14004997,503310850.4053067566985,860.15757339,30912.297928052819848540695,25,898.4486937150125,17610006,632867475.480541296603,,0.09474622156688349,0.07769256844543235
2017-12-07,17206,3854,9995667,2593.58251168,3451129493.10309,0.000051733255391243954,0,1.6509116460453765,0,0,0,0,0,6.72555201,2.500751962374643,0.002026227130333134,34.5112949310309,,31.390340013547092,100000000,100000000,49999972,31912,19373,14868668,513136986.5795813498412,951.68925825,32844.028674159782128829925,27,931.8049631378343,18437076,636287367.5018314616484,,0.09515780142277501,0.07641810144675298
2017-12-08,10264,3874,23434855,6049.26561693,3672477612.61669,0.00007966051531555818,0,5.324907146268483,0,0,0,0,0,2.43366984,2.823913046315694,0.002253262855810328,36.7247761261669,,18.10087528961176,100000000,100000000,50025086,66845,16845,41090208,1509028689.7776321637152,2674.02825764,98203.089116873144418840116,28,1028.2937315326732,45044006,1654231036.1757186006014,,0.09088236191273964,0.07588801492915057
2017-12-09,9569,3785,24420676,6451.96195509,3619950136.38381,0.000024985714086810234,0,1.8259809711781783,0,0,0,0,0,3.57527927,3.1428004609784916,0.0024052789739570707,36.1995013638381,,13.759046500208335,100000000,100000000,50038086,73081,17798,27969843,1012494369.8248375344183,1731.60141589,62683.107816134040004727409,25,904.9875340959525,30819042,1115633952.9111836851002,,0.0908908795546465,0.07591698149005857
2017-12-10,8345,3912,7673406,1961.50460123,3350848592.58877,0.0001273843958277949,0,3.302695230627237,0,0,0,0,0,14.28168277,3.0418830256971385,0.00216533033375788,33.5084859258877,,18.24341599717341,100000000,100000000,50038086,25927,15350,7001976,234625614.2494034540952,651.66065147,21836.161768237304720059919,24,804.2036622213048,10002991,335185083.1402813301107,,0.08938937710796492,0.07652035804770271
2017-12-11,9897,3924,8649173,2204.17252803,3581719713.96176,0.00007431288173712998,0,2.267880524853732,0,0,0,0,0,8.72114218,3.339364115024801,0.0021226895333832574,35.8171971396176,,25.655750248280647,100000000,100000000,50038086,30518,18326,11466388,410693879.4753455732288,825.01456946,29549.709477405557773038496,25,895.42992849044,15119217,541527975.8856577914192,,0.09008164841353915,0.07625338235949868
2017-12-12,11860,3823,9833735,2572.25608161,4137701261.92743,0.2664485822629882,0,9472.513548031518,0,0,0,0,0,15.57752748,3.9606436888745495,0.0023733610762084454,41.3770126192743,,54.95102940706232,100000000,100000000,50038086,35551,21917,6419504,265619898.0174818459472,478.01469179,19778.819934393345127967997,25,1034.4253154818575,10476648,433492396.5036948565464,,0.09233260664757416,0.0781598940845456
2017-12-13,15854,3781,11738750,3104.66807723,4543543061.29309,0.00010517707746158551,0,4.569628484473505,0,0,0,0,0,4.38911873,4.354750226983546,0.002751135989471118,45.4354306129309,,59.40936075689671,100000000,100000000,50038086,43447,28523,22783617,1035183449.3150928730653,948.13915086,43079.110600302752861855574,26,1181.3211959362034,27043773,1228745471.6533541242857,,0.09301142653366216,0.07849064041718054
2017-12-14,14974,3894,11773276,3023.44016436,5099087434.06873,0.00009916835089974058,0,4.423007618479329,0,0,0,0,0,3.08395554,4.943388170037848,0.003071204213909993,50.9908743406873,,71.54057678445962,100000000,100000000,50038086,44601,29203,32425889,1653424431.3840745735097,1270.11988494,64764.523450583751836519262,23,1172.7901098358079,37091311,1891318378.3323525980503,,0.09468005503285105,0.07969263968016668
2017-12-15,12818,3455,12281791,3554.78755427,4810609753.17064,0.00006897595150090242,0,2.9436177062525104,0,0,0,0,0,2.95941106,4.729794951436671,0.0027175512161820535,48.1060975317064,,63.23155982299301,100000000,100000000,50038086,42676,26687,33790507,1625529425.3878078311448,1399.92741784,67345.044899920938081002176,21,1010.2280481658344,37359863,1797237213.2491892602232,,0.09559018645632253,0.08015264711900244
2017-12-16,11947,3263,10420022,3193.38706712,4962488674.99297,0.00009792073944111275,0,3.725590373516015,0,0,0,0,0,3.60297584,4.937166076403488,0.0025266592841986916,49.6248867499297,,73.40974127251924,100000000,100000000,50038086,38047,24514,27754835,1377330543.6379850850995,1282.84294689,63660.935957362330848333633,20,992.497734998594,31447612,1560584184.0557302328764,,0.0952294406422252,0.07919633359443229
2017-12-17,35130,3437,21710754,6316.77451266,6800185240.06594,0.0001125045861711682,0,6.6700594003300475,0,0,0,0,0,4.67908124,6.860546074438661,0.0035324779446525433,68.0018524006594,,69.3870680851475,100000000,100000000,50038086,59287,38540,21371717,1453316344.9826633101898,682.71377789,46425.801555972344901140666,23,1564.0426052151662,26311789,1789250391.9752935936666,,0.09256763835655278,0.08800298679441526
2017-12-18,19956,3593,15923136,4431.71054829,7793682532.4642,0.00006169874306440233,0,3.807676229476525,0,0,0,0,0,8.53427934,7.973442997906384,0.004105822493914959,77.936825324642,,85.24848366898543,100000000,100000000,50038086,61714,41365,11717451,913220931.837051727542,417.20246585,32515.4357059613691684757,19,1480.799681168198,17257580,1345000997.98603528636,,0.09495591977481634,0.08922435687156305
2017-12-19,16909,3430,13679598,3988.22099125,7092649085.79581,0.00003187870974858834,0,1.6828452089182284,0,0,0,0,0,10.04561109,7.230114104233843,0.0040177409344100985,70.9264908579581,,80.15234482693515,100000000,100000000,50038095,52789,35384,9954596,706044562.1886662704276,402.31028148,28534.456501453769909045988,16,1134.8238537273296,14235347,1009663208.8553612649607,,0.0959675130044172,0.09012128697839576
2017-12-20,15043,3396,11694587,3443.63574794,7523848617.66855,0.00002530357163309972,0,1.1434684020997756,0,0,0,0,0,17.40098535,7.724548046596335,0.0045727598532565045,75.2384861766855,,108.21359422072123,100000000,100000000,50038095,45190,31086,5746801,432380607.5986624080855,302.1597182,22734.0397809418860900261,18,1354.292751180339,9392937,706710360.6329777703135,,0.09410838728886628,0.09015564846590915
2017-12-21,19279,3594,20829687,5795.6836394,7121689546.7854,0.21233977998542786,0,15128.78464440179,0,0,0,0,0,9.87402326,7.296447135233102,0.004555305951179219,71.216895467854,,106.18130511838753,100000000,100000000,50038095,71248,30719,10127584,721255091.069910684736,461.68329047,32879.65063665686482955138,18,1281.904118421372,14182449,1010029987.911170494446,,0.09437508510875615,0.09048231205970605
2017-12-22,14706,3594,15051534,4187.96160267,5956242523.8927,0.000012937933220937786,0,0.6451629779952833,0,0,0,0,0,5.91403827,6.113398784512923,0.004163539628566031,59.562425238927,,66.3553166689255,100000000,100000000,50038095,49866,33952,16908920,1007136283.37099752884,602.27544769,35872.98632627691414022863,15,893.436378583905,20448456,1217959631.751488246712,,0.10132841766213453,0.09361097165290272
2017-12-23,13317,3569,13238594,3709.32866349,6210595055.23965,0.00002449029647205311,0,1.136594659267984,0,0,0,0,0,15.22175432,6.411826176764152,0.004165149323763474,62.1059505523965,,76.06178367004803,100000000,100000000,50038095,46410,26250,6569545,408007836.9217436645925,394.0976381,24475.80842465485094470665,18,1117.907109943137,10345063,642489971.1394265934795,,0.10124254226951591,0.09310815343427149
2017-12-24,8985,3375,8881902,2631.67466667,6050371398.01319,0.000020976565549465288,0,0.6099565730473513,0,0,0,0,0,15.08908293,6.2984050927337005,0.004313576054938644,60.5037139801319,,73.69554135895493,100000000,100000000,50038095,29078,18280,6627308,400976747.6902399819252,498.84452954,30181.946735841618562646326,20,1210.074279602638,9118878,551725986.3317172200082,,0.10141752455965022,0.09292719289322224
2017-12-25,9776,3282,8501979,2590.48720293,6787138173.82348,0.000019878150661755805,0,0.6134198512711221,0,0,0,0,0,28.36077285,7.147146738597209,0.004820088065458804,67.8713817382348,,76.90294624587179,100000000,100000000,50038095,30859,19044,3525997,239314288.3948706900956,337.35628019,22896.836874566388424808612,19,1289.5562530264612,6424613,436047361.4434258931324,,0.10195765301290433,0.09376167764053787
2017-12-26,11192,3433,9804103,2855.84124672,6462361517.86918,0.000018160738685747718,0,0.6351173533179689,0,0,0,0,0,8.21116758,6.835976729732083,0.004109049239987432,64.6236151786918,,67.85736582709963,100000000,100000000,50038095,34972,23236,12178536,787021023.9038445192048,654.31864348,42284.436220495156376999464,23,1486.3431491099114,15203748,982521160.0258050968664,,0.10268165932537106,0.0941125719341979
2017-12-27,15441,3457,11625348,3362.84292739,6650724573.57504,0.00003425765589815757,0,1.3985002867304857,0,0,0,0,0,4.70588811,7.038865559367766,0.004321739115950353,66.5072457357504,,65.69664674989906,100000000,100000000,50038595,40823,26474,21249974,1413277242.6963068704896,939.51722445,62484.70291946631394597728,20,1330.144914715008,24872779,1654220025.0840120983616,,0.1026026165613346,0.09371134178727863
2017-12-28,12717,3669,11866488,3234.25674571,6548214049.73193,0.32513214291174775,0,13746.261870165805,0,0,0,0,0,15.20144499,6.9469790099582935,0.004582550789012274,65.4821404973193,,72.2872196173307,100000000,100000000,50038595,42279,25572,6578322,430762605.4406064922146,390.86927108,25594.956524945343485015844,17,1113.1963884544281,9995309,654514228.2521200751637,,0.1019118464819435,0.09379311120476702
2017-12-29,14988,3661,16432258,4488.46162251,7407442564.79122,0.0026560847233015076,0,150.16706200129724,0,0,0,0,0,11.02376006,7.8320247604781255,0.0050834282474099485,74.0744256479122,,127.82127610454246,100000000,100000000,50038595,56537,27436,9071315,671952448.496290658543,461.12137338,34157.300887099969993657236,20,1481.488512958244,12651326,937139707.1344984615772,,0.09813643943305324,0.09481897568889772
2017-12-30,12603,3686,10375850,2814.93488877,7321223966.33772,0.0000559367621726876,0,2.093041766977623,0,0,0,0,0,14.33945446,7.82769351545534,0.00565401545032968,73.2122396633772,,122.90191223197779,100000000,100000000,50038595,37418,24279,6973766,510565027.7483113625352,416.40376457,30485.852208431335639905804,19,1391.0325536041668,10109867,740166005.7688682628324,,0.09835002292816576,0.09485832728846379
2017-12-31,12146,3713,12070342,3250.8327498,7606712774.58859,0.3478707333408197,0,14727.803237450295,0,0,0,0,0,9.38581392,8.218668698598961,0.005464011314965256,76.0671277458859,,112.87267339534304,100000000,100000000,50038595,42337,22789,10654377,810447856.3118285775843,617.811488,46995.1453805718537572192,20,1521.342554917718,14079306,1070972368.0754178271854,,0.09777823201757194,0.0944002064056265
2018-01-01,12203,3513,9915021,2822.38001708,7913663233.18592,0.00006698329277553323,0,2.400011380147354,0,0,0,0,0,11.1526647,8.589754542968427,0.005877361172032081,79.1366323318592,,125.22838305219048,100000000,100000000,50038595,35830,22728,8966467,709576002.2947485654464,584.69236184,46270.584466178462326332928,20,1582.732646637184,13288888,1051637843.7552557405696,,0.09748379995609345,0.09331791226800178
2018-01-02,17883,3972,14031447,3532.58987915,9026228593.11081,0.000036962322051135484,0,1.9459184067040767,0,0,0,0,0,2.87499287,9.499920055019118,0.006117684342113066,90.2622859311081,,143.23118381746644,100000000,100000000,50038595,52646,32712,34782695,3139565561.5445240543295,1274.24520054,115016.284637483661508918374,20,1805.245718622162,41683109,3762412703.0555454230829,,0.09922938600289981,0.09408080735636334
2018-01-03,17274,3904,14296802,3662.09067623,10336068925.2383,0.000021842978600712507,0,1.0780383658595645,0,0,0,0,0,3.23952805,10.630070484351405,0.006885990590298097,103.360689252383,,145.43220890989707,100000000,100000000,50038595,49354,31698,30868694,3190609488.160899597802,1127.46189034,116535.23809133705852968022,19,1963.853095795277,35738287,3693933977.019479087921,,0.09954575608603133,0.09516218057150269
2018-01-04,18542,4032,14986243,3716.82614087,9969267307.18943,0.01069384984471366,0,582.889673485808,0,0,0,0,0,3.97692619,10.11082901630037,0.006615174733658032,99.6926730718943,,155.98746377687428,100000000,100000000,50038595,54507,33599,25145048,2506777049.6410896244264,988.72850382,98568.987488190454532186226,19,1894.1607883659917,33220289,3311819410.6308464234527,,0.09825650205961489,0.09539504936412876
2018-01-05,18776,3738,13641244,3649.34296415,9343036906.60026,0.00002509541546508386,0,1.2592879480379071,0,0,0,0,0,12.3715646,9.544724875023666,0.005496800555972483,93.4303690660026,,159.97691832483946,100000000,100000000,50038595,50180,35418,8083052,755202531.5396904479352,409.86650855,38293.97916162041016722223,14,1308.0251669240364,14516652,1356296153.9627247752952,,0.09768936751158916,0.09602984457096982
2018-01-06,17510,3904,13349792,3419.51639344,9993604419.58893,0.000028964272349539127,0,1.3973523552311646,0,0,0,0,0,13.38945658,10.258798813973005,0.005842986671501157,99.9360441958893,,189.5748895994963,100000000,100000000,50038595,48244,31225,7468563,746378642.0477835780759,445.86261009,44557.745507248798546703037,15,1499.0406629383395,13922060,1391315603.457822587958,,0.09691595141789305,0.0961453330544481
2018-01-07,17931,3990,13529310,3390.80451128,10155675240.8176,0.000045416266237703575,0,2.2497855806171203,0,0,0,0,0,17.09769091,10.515967628139553,0.006256694227672035,101.556752408176,,176.53470795650523,100000000,100000000,50038595,49537,31294,5848743,593979344.750052522768,351.29302742,35676.17900841152260018592,15,1523.35128612264,10993364,1116450345.880955344064,,0.09684292497993024,0.0942023411545325
2018-01-08,16746,3982,12972812,3257.86338523,10170467939.1257,0.00025410259840067767,0,11.968740589868709,0,0,0,0,0,5.02246448,10.498223261248448,0.0068087201689456785,101.704679391257,,180.95602303753287,100000000,100000000,50038729,47102,29547,19910544,2024995494.025515713808,846.65045521,86108.31310359484474409897,15,1525.570190868855,25015981,2544242327.262776678117,,0.09661309178935212,0.09423067195423707
2018-01-09,20232,4014,14905059,3713.26831091,12593978807.984,0.000052417118590829366,0,2.890751673165646,0,0,0,0,0,2.01898855,12.271379282800812,0.008758843614769987,125.93978807984,,275.844460291005,100000000,100000000,50038729,55149,37402,49529751,6237766344.58724331984,1723.88564783,217105.7931615878901627472,18,2266.91618543712,64476771,8120190875.81237339664,,0.0995751134922623,0.09580639868462092
2018-01-10,17811,3749,13490874,3598.52600694,12095388970.7859,0.000022954830264279438,0,1.157910503021047,0,0,0,0,0,5.15730476,11.597453478662791,0.008245494710889622,120.953889707859,,237.69780822428243,100000000,100000000,50038729,50443,32451,19389973,2345292655.680363897807,880.15364704,106458.00715004601900008736,14,1693.354455910026,28561866,3454668790.014647904894,,0.10065269939270985,0.09614725816891317
2018-01-11,16042,3877,13809436,3561.88702605,10708608619.0152,1.0261973185398872,0,46474.424162034426,0,0,0,0,0,3.35586731,10.001414996331263,0.00812073073741631,107.086086190152,,158.8057460201199,100000000,100000000,50038729,45288,30946,29798556,3191010736.158071020512,1157.12473341,123911.95893469991556737832,17,1820.463465232584,35808382,3834579481.181887454064,0.10663610940667663,0.10289483080582153,0.09730718883708035
2018-01-12,16647,3585,13134913,3663.85299861,12342629201.8185,0.0055248678469650625,0,266.72956991577905,0,0,0,0,0,9.21426379,11.411686638662694,0.008950781121138144,123.426292018185,,171.65207934236665,100000000,100000000,50038729,48278,30444,10852739,1339513333.011145058715,581.53485087,71776.69032223228530307095,12,1481.11550421822,17704247,2185169560.184075731695,0.10702452237873428,0.10427023168448743,0.09836928339835861
2018-01-13,22892,3753,16116021,4294.17026379,13974167164.4377,0.000006657276496303672,0,0.40938256086369806,0,0,0,0,0,12.91478746,12.805616089689726,0.00981937050466291,139.741671644377,,174.05231514705076,100000000,100000000,50038729,61494,43787,7743062,1082028427.526053062374,432.8868614,60492.3336449237364883478,11,1537.158388088147,18954817,2648777813.293255114009,0.1067585296119408,0.10452097682217582,0.09918632239570539
2018-01-14,39032,2971,24048649,8094.46280714,17443948685.5756,0.00008771565570468599,0,8.074401538927754,0,0,0,0,0,1.11445924,13.835325916543415,0.012750431415690308,174.439486855756,,262.6140880390144,100000000,100000000,50038729,92052,84643,89729616,15652388170.804033269696,1346.85119856,234944.03194786633443491136,10,1744.39486855756,114001526,19886367696.213125883656,0.10783681101527992,0.10846521046550489,0.10224441373636785
2018-01-15,47626,3540,27323373,7718.46694915,19039556418.4577,0.000019175427569111557,0,2.0859221863955226,0,0,0,0,0,2.16952203,14.08712659554209,0.01400822689306755,190.395564184577,,283.6695187719431,100000000,100000000,50038729,108781,82922,46093102,8775922160.307254487854,865.08983141,164709.26652164755105216357,10,1903.95564184577,71734979,13658021798.473783218883,0.10786861083190569,0.10874164387927014,0.10221437342580485
2018-01-16,27672,3462,17840217,5153.15337955,14370464285.0788,0.00001607551728012493,0,1.0899843736615906,0,0,0,0,0,4.93788438,10.428968135432237,0.01257144070253033,143.704642850788,,111.32460040073042,100000000,100000000,50038729,67804,48548,20251588,2910247220.701304051344,775.73039054,111476.05872105299418674552,10,1437.04642850788,37660159,5411939698.798889355292,0.1090581426848968,0.11209982573370951,0.10199157290868613
2018-01-17,21111,3452,16508530,4782.30880649,14400354006.2184,0.00001211879731969077,0,0.702126760310924,0,0,0,0,0,6.51844632,10.357023839209932,0.012903995592068231,144.003540062184,,84.76957389827511,100000000,100000000,50038729,57937,37884,15341079,2209169684.373629656536,681.6533101,98160.4897495056834352584,10,1440.03540062184,25823754,3718711993.694984318736,0.10905937294479948,0.1101615350581791,0.10196490226758313
2018-01-18,27434,3484,20088560,5765.94718714,14282554130.974,0.3509484702481764,0,27223.072837151067,0,0,0,0,0,6.40960107,10.124929189643389,0.012700074402658303,142.82554130974,,101.37122192577033,100000000,100000000,50038729,77570,55424,15601595,2228306251.1703330353,420.46283199,60052.8315795980141705826,10,1428.2554130974,23303732,3328368137.43710994968,0.10827233366963077,0.10817395810689805,0.10140005774469475
2018-01-19,18165,3642,14646251,4021.48572213,13929664872.0379,0.0021124954786797224,0,109.87722733256845,0,0,0,0,0,5.54005725,9.751378878956734,0.012176008478972237,139.296648720379,,85.14015339604681,100000000,100000000,50038729,52013,30806,18050355,2514353959.713136684545,743.34785431,103545.86493886753681998349,10,1392.96648720379,22899574,3189833915.324324218546,0.10831338525929024,0.108305989173119,0.10061174015598047
