date,index_value_usd,index_value_btc
2017-06-20,100,0.036169897
2017-06-21,103.1173728,0.03864491
2017-06-22,102.6161,0.037756074
2017-06-23,108.0892787,0.039247819
2017-06-24,99.49625386,0.037796927
2017-06-25,90.70197547,0.035543755
2017-06-26,80.93408377,0.033322389
2017-06-27,88.63619172,0.035593719
2017-06-28,95.26381265,0.037035352
2017-06-29,93.24574235,0.037022259
2017-06-30,90.56088388,0.036551711
2017-07-01,83.23200559,0.034369815
2017-07-02,87.09664425,0.034777172
2017-07-03,90.53355435,0.034575643
2017-07-04,89.08403787,0.034896872
2017-07-05,87.1744583,0.033573575
2017-07-06,82.97674286,0.032062111
2017-07-07,73.41315134,0.02909664
2017-07-08,76.61530778,0.029866372
2017-07-09,70.55159201,0.028001108
2017-07-10,55.10690068,0.023865926
2017-07-11,57.73851043,0.024409205
2017-07-12,62.97568272,0.026276765
2017-07-13,57.89422239,0.024648846
2017-07-14,52.22483295,0.024617402
2017-07-15,49.5909,0.0243
2017-07-16,46.9569528814796,0.024041529051117
2017-07-17,54.4800123440206,0.0244905720956879
2017-07-18,59.1334020779069,0.025668769974479
2017-07-19,54.1363262777722,0.0237119707928641
2017-07-20,62.7955235355207,0.0218040012276113
2017-07-21,63.4952750202118,0.0237810018802291
2017-07-22,75.7767810805792,0.0267493093812165
2017-07-23,74.4771917701513,0.0270922698889609
2017-07-24,77.055867887036,0.0279678377615224
2017-07-25,64.3211787442491,0.0251152573736642
2017-07-26,64.801574603655,0.0252803296520352
2017-07-27,64.6764625948789,0.024209158882185
2017-07-28,59.9945062729142,0.0216039936020807
2017-07-29,61.1266266520166,0.02282581765673
2017-07-30,59.3669942411635,0.0216647304420615
2017-07-31,60.3602264333761,0.0211540872632181
2017-08-01,66.4367955730008,0.0243416181775884
2017-08-02,63.9487269090894,0.0236322850081077
2017-08-03,67.2442036471594,0.0241016923345207
2017-08-04,67.9930676767773,0.0238487650610757
2017-08-05,72.3633652644235,0.0221734774106479
2017-08-06,72.4217278456128,0.0225137335613915
2017-08-07,77.6660847733015,0.0226368491212338
2017-08-08,79.0866453651837,0.0231516818777314
2017-08-09,75.5285450522995,0.0227112941767378
2017-08-10,77.3204890996203,0.02258551391625
2017-08-11,86.7011922986015,0.0237613231414301
2017-08-12,85.1491857799494,0.0220334804447063
2017-08-13,79.7559503268722,0.0196661489800996
2017-08-14,77.041997259444,0.0178245120108781
2017-08-15,75.9372522738395,0.0182776028478112
2017-08-16,78.6359412917447,0.0180991929606527
2017-08-17,76.1765362010465,0.0178366801780169
2017-08-18,69.5825186332541,0.0169808812532175
2017-08-19,72.8573960214457,0.017617750312512
2017-08-20,75.0479996056974,0.0182646089385065
2017-08-21,70.7608044113316,0.017682509211326
2017-08-22,69.5606525765181,0.0171522955663155
2017-08-23,68.9445148794324,0.0166133763089183
2017-08-24,72.2605983023096,0.0167169542437555
2017-08-25,71.7110867796261,0.016420455941735
2017-08-26,71.5770019508892,0.0165170962916641
2017-08-27,74.597066903388,0.0172150039013632
2017-08-28,74.66098661225,0.017038185161103
2017-08-29,77.4468965533667,0.0168900484465945
2017-08-30,80.9657190727847,0.01771883636086
2017-08-31,83.2590782774837,0.0176959473318662
2017-09-01,86.5710041555176,0.017625640285356
2017-09-02,76.3563910017489,0.0167144726246528
2017-09-03,76.8808500490017,0.0167753700771994
2017-09-04,63.26246615783,0.014971025012053
2017-09-05,70.9530314562272,0.0161805565647295
2017-09-06,75.7194950086735,0.0164777824866655
2017-09-07,78.1434077464751,0.0169765149795841
2017-09-08,69.3453118827149,0.0160770709579189
2017-09-09,70.3778795216089,0.0162749259018015
2017-09-10,67.9272914772332,0.0160358707585175
2017-09-11,66.7124678317656,0.015861322254053
2017-09-12,66.71454485833,0.0160558695879779
2017-09-13,61.4491455431716,0.0158354088125911
2017-09-14,47.4862796310358,0.0146594642528069
2017-09-15,57.774514551478,0.0158766991993509
2017-09-16,58.0485181813124,0.0160322249543774
2017-09-17,58.2865660438679,0.015883088894283
2017-09-18,64.0151849231485,0.0157824474059191
2017-09-19,59.1233947753999,0.015050248135475
2017-09-20,56.9256784963635,0.0145312353371854
2017-09-21,50.9277099418493,0.0141114253574532
2017-09-22,52.9330284329985,0.014732606550238
2017-09-23,55.7054748948953,0.0146730045608001
2017-09-24,53.4957947315861,0.0144986448072033
2017-09-25,58.6856272370264,0.0149588790677409
2017-09-26,58.1555815200632,0.0149318647300489
2017-09-27,63.3152933121308,0.0150495579345291
2017-09-28,63.8993204971763,0.0152539138786967
2017-09-29,60.3413583151506,0.0144895648942484
2017-09-30,62.5984530606697,0.0143622350709965
2017-10-01,62.0207303919335,0.0143878784177629
2017-10-02,58.6031752503383,0.0137304422674007
2017-10-03,58.1305613529917,0.013619711103013
2017-10-04,56.0876916978708,0.0131410765624844
2017-10-05,56.3635195056479,0.0132057016919974
2017-10-06,57.4881818780359,0.0134692046798206
2017-10-07,54.7335475782497,0.0128238071043574
2017-10-08,51.1214890561523,0.0119775191550735
2017-10-09,49.3293378221227,0.0115576267354533
2017-10-10,52.062988004546,0.0108873059133428
2017-10-11,55.2863412515109,0.0114547954723755
2017-10-12,52.1168799399607,0.00956815514483638
2017-10-13,52.2670285173685,0.00925537185926652
2017-10-14,51.750621387535,0.00887388287087412
2017-10-15,49.913766517176,0.00879043612791682
2017-10-16,52.2054102843622,0.00911790929569917
2017-10-17,51.859409298296,0.0092515059822025
2017-10-18,51.0700307798682,0.00913483501676327
2017-10-19,50.0281868741788,0.00876377535231178
