date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2020-09-24,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,
2020-09-25,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,
2020-09-26,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,
2020-09-27,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,
2020-09-28,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,
2020-09-29,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,
2020-09-30,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,
2020-10-01,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,
2020-10-02,864,,16000000,,31.986886742391,,,,,,16000000,1649,1815,500204.9786481968,,454.371865044531833069,,47.139863855399994,,824684.935055825277019549,,,,
2020-10-03,1819,,0,,13.210039267577,,,,,,16000000,3520,3703,1211200.0332407197,,483.088055548949787463,,30.262264868910513,,1788875.069697761062974145,,,,
2020-10-04,695,,0,,38.569219918662,,,,,,16000000,1253,1357,414838.5690387913,,351.18258271967446928,,19.136384792559493,,476554.764750598254813123,,,,
2020-10-05,576,,0,,3.992048111125,,,,,,16000000,947,1006,4007967.728497869,,4245.700785298456749259,,17.6625,,4271174.990010247489754235,,,,
2020-10-06,460,,0,,37.685108259127,,,,,,16000000,795,964,424570.8912385809,,501.906115457365573991,,30.566446182859245,,483837.495300900413327755,,,,
2020-10-07,453,,0,,48.718359521363,,,,,,16000000,722,853,328418.2833164598,,449.031421654017622155,,22.014195628008167,,383023.802670877031698514,,,,
2020-10-08,540,,0,,32.87066676627,,,,,,16000000,983,1220,486756.17424402665,,569.316062074544994096,,30.92815143301872,,694565.59573094489279735,,,,
2020-10-09,452,,0,,126.76841463899,,,,,,16000000,678,820,126214.40479132479,,214.941099076788521208,,16.212730676965407,,176251.701242966587390643,,,,
2020-10-10,458,1414665846.5429296,0,0,117.543102534267,,0.007822503340151958,88.4166154089331,,,16000000,791,985,136120.27975299995,12035294.42427737964643075385,246.029855522666657551,21753.1271148629931454598064,20.18312436310589,1784.523544563401293852767226,242339.407689826657688069,21426830.20814004824830744046,,,
2020-10-11,378,1049444527.11544048,0,0,363.627273005118,,0.005764525364100186,65.59028294471503,,,16000000,611,780,44001.09999387973,2886044.598477270265534948943,84.127111636830193732,5517.921055581320786797898,18.35262201550598,1203.753670774443458843752361,65619.147076727551111053,4303978.423353430213708460337,,,
2020-10-12,453,822886639.392168256,0,0,44.159573125549,,0.004453466110399318,51.430414962010516,,,16000000,724,867,362322.34298350033,18634388.44964932127292275195,576.72758425654198673,29661.33897835183750797583925,30,1542.91244886031548,500022.815550421902495271,25716380.89423104311943361901,,,
2020-10-13,538,825599999.999999904,0,0,2.361312333464,,0.004512474058350133,51.599999999999994,,,16000000,840,949,6775893.122334017,349636085.112435236544641266,10664.179080959570016432,550271.6405775137488628167142,20.15068186,1039.77518397599987909590884,10120305.94783063194559394,522207786.908060547670811617,,,
2020-10-14,710,841440000.00000032,0,0,42.867551674249,,0.004606245248385374,52.59000000000002,,,16000000,1269,1547,373242.68298745586,19628832.69831031114225365975,402.066725900395722072,21144.68911510181906510099801,32.25327498596191,1696.199731511737491965499719,621997.224967912182045215,32710834.06106251409370235621,,,
2020-10-15,926,709656504.89369664,0,0,37.275787782446,,0.0038559633384994884,44.35353155585604,,,16000000,1702,2017,429233.04782668775,19038001.53159725994901850903,247.47656037275241073,10976.45942982758644625686656,36.417664861895965,1615.252047642692378583052997,499160.222271841612441529,22139518.66996224186206102439,,,
2020-10-16,791,629946251.259662176,0,0,36.974651962385,,0.00347223610809846,39.371640703728886,,,16000000,1246,1495,432728.8872462423,17037246.27078346095018970147,386.243122673454765149,15207.02545018554101388263801,30.18902628743275,1188.591496184228595889764957,577433.468396814873898178,22734503.04802738381577119803,,,
2020-10-17,670,659192731.163628,0,0,99.991351350792,,0.0036258261746892643,41.19954569772675,,,16000000,1230,1429,160013.83903562182,6592497.473616793641419446698,145.296922535791571695,5986.167199752408514568490771,24.948600399031232,1027.871002234211072654204652,207629.302303646155952151,8554232.928446191767318208514,,,
2020-10-18,658,645313327.87843376,0,0,173.511216754627,,0.003510305300636106,40.33208299240211,,,16000000,1078,1299,92213.05860949961,3719144.732821578183109099008,97.885141341671404903,3947.911644315301924725931198,30.772718,1241.12781627778627363498,127152.798602831154968745,5128337.225965577200208820942,,,
2020-10-19,739,577487716.323172896,0,0,39.714137724043,,0.003072838418482477,36.092982270198306,,,16000000,1269,1546,402879.19911990454,14541111.79086640752877317759,308.914450045694323603,11149.64376850730550057348298,37.06865216567361,1337.918205395805644473260771,477581.739770643424289995,17237349.26611229430387783409,,,
2020-10-20,865,516237575.71086184,0,0,4.21575510676,,0.002704636749501152,32.264848481928865,,,16000000,1792,2218,3795286.86909386,122454355.7767675838050875283,1781.485634603866970007,57479.3640732266578979427474,56.242250999999996,1814.647706797612060415721072,3951335.137551376939474895,127489229.5144167272176166546,,,
2020-10-21,831,562095269.03311584,0,0,16.612045036281,,0.002734247575041173,35.13095431456974,,,16000000,1499,1813,963156.5508674924,33836608.78630444138543345872,582.148247648984244017,20451.42349246329652768258712,44.0867259355255,1548.808754719903221316513298,1055434.772987608434402451,37078430.791835956604675532,,,
2020-10-22,860,609954297.732792,0,0,68.664001636893,,0.002933036779292806,38.1221436082995,,,16000000,1623,1950,233018.75245504698,8883174.344518092652306990411,154.730668342570657146,5898.664759163639766775343335,52.04184717878063,1983.946771790651360418757839,301724.803268012781434213,11502396.28036909754519335402,,,
2020-10-23,811,671129292.88459224,0,0,72.45130675926,,0.0032381833835967285,41.945580805287015,,,16000000,1538,1877,220837.9767830088,9263177.200027793383332459271,165.057167307825584223,6923.4187488021762347470352,42.70926,1791.4647164640124982589,309812.303036788621586562,12995256.99150168479261980756,,,
2020-10-24,665,629753644.44733408,0,0,82.720520909555,,0.0030013727460123547,39.35960277795838,,,16000000,1201,1479,193422.37964741603,7613028.031289756395468805885,176.272153798143160391,6938.001954310102339926224448,34.88,1372.8629448951882944,260706.515467453734218235,10261304.89042464136074876054,,,
2020-10-25,626,607178297.43573008,0,0,86.299841272399,,0.002909805865743559,37.94864358973313,,,16000000,1056,1235,185400.10924813998,7035682.667355249244294677084,188.151369133658366143,7140.089248173516453701730565,37.8555,1436.564877411142502715,232366.940880068082186383,8818010.221494292820313212649,,,
2020-10-26,628,576745272.36127488,0,0,24.35287022191,,0.0027557164605920945,36.04657952257968,,,16000000,972,1093,657006.7451681758,23682845.88657589190841505575,747.957530977020860151,26961.31061987553681164262188,30.60748783,1103.2952440504847658052944,817517.581357883800144557,29468712.50752396173510786708,,,
2020-10-27,584,557035165.73844896,0,0,110.900934327951,,0.002545767024587175,34.81469785865306,,,16000000,982,1176,144272.90533626694,5022817.608472188269293117008,160.815128926509015935,5598.730124676749204586678345,46.94891700762038,1634.512360411281473004142605,189118.591617574602739762,6584106.626619857064600966303,,,
2020-10-28,599,519730116.40309776,0,0,52.286518882202,,0.002444118023136318,32.48313227519361,,,16000000,971,1150,306006.2199980647,9940040.521229131758362017807,508.312672539871310324,16511.58777926981440126250959,43.83927395147953,1424.036934614359226774576702,584559.573420852006872205,18988325.94616028656143905519,,,
2020-10-29,593,466012694.330746912,0,0,93.909024045972,,0.002161434041895248,29.125793395671682,,,16000000,1061,1369,170377.6624509213,4962384.595783022720275173221,188.695937695872224173,5495.918895932510410405361585,59.01818421565867,1718.951440052965998270826697,258324.738705649074893014,7523912.968531606751850095275,,,
