date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2020-03-01,77,68252846.862415808387466,0,0,8.51611995,4.120877364830843,0.00011703083723190679,0.9996509502513,,-0.028267428076789832,68276678.82,68276678.82,68276678.81738567,152,165,8017345.839925032,8014547.387374365177153560542,54061.81353184,54042.943269412444988551392,800,799.72076020104,8920199.232753642830890968,8917085.639453096239051835951,,0.0005182594361523421,0.0005043331933240258
2020-03-02,131,73483868.509157899042528,9104570.67,9104948.769293264455581,1.57794759,4.309767378575115,0.00011228580893910454,1.0000415285143,,-0.0007336107851231019,73480816.96,73480816.96,73480816.95745911,292,295,46567336.72522949,46569270.59753859660804624671,180982.49397708,180990.009911169176830652244,9411.19,9411.580832738495017,53389835.723239498590532387,53392052.92379580579289192875,,0.000522961338637019,0.0005055046361842006
2020-03-03,111,78113961.09986161939479,4678015.93,4675330.23292248109623,2.44794564,4.498095370677082,0.00011397507982351686,0.999425889711,,-0.006826552801715775,78158832.89,78158832.89,78158832.88784416,239,254,31928336.857497614,31910006.47079706669300964955,143572.68026779,143490.25371482895448570869,7115.82175465,7111.73648816596540140615,36467460.788017480826428227,36446524.44356537594277391433,,0.0005253027340978809,0.000510003220208881
2020-03-04,92,86121265.3269982891949304,7945851.53,7947381.6375211947673836,2.99355658,4.8866412724103325,0.00011422457202101729,1.00019256684012,,0.02367490274420255,86104684.42,86104684.42,86104684.41578447,194,200,28763339.53049355,28768878.39589823582730754123,148963.11762466,148991.8029815154046563893592,3800,3800.731753992456,29792623.52493154560926792,29798360.59630262645304520438,,0.0005374062994247015,0.0005190362622103135
2020-03-05,100,83891784.6452122439033187,594527.01,594438.26205856397979366,4.69037065,4.715508754287474,0.00011032694609299289,0.999850725131166,,0.023819242589496192,83904309.45,83904309.45,83904309.44946156,205,210,17888630.914753616,17885960.5917201963165361728,92136.41359988,92122.65994882504273924186008,15351.045,15348.75347477116016847,19348646.855974266879188022,19345758.5892527259340103519,,0.0005373738470067971,0.0005209092086781997
2020-03-06,113,90721756.3936174827511065,10871574.79,10873676.8572885968707095,0.98828168,4.83218025508586,0.00010934558364711733,1.00019335444305,,-0.03309111264328306,90704218.33,90704218.33,90704218.32283653,239,254,91779722.49882248,91797468.51594952337490121976,445194.27879053,445280.3590823545893557643165,11957.23,11959.5419835470707515,113079346.812794061391579474,113101211.2069175069799341904,,0.0005138994544734214,0.0005174424647248215
2020-03-07,90,90724388.4810626252502811,0,0,9.83363214,4.809071802726252,0.00011240591920038008,1.00022237280067,,0.01514299453339697,90704218.33,90704218.33,90704218.32283653,182,211,9223877.505322844,9225928.644796739653652809505,54746.92120786,54759.0954340570516474172662,6129.55,6130.9130452003467985,11551600.374859078648136789,11554169.13658665668331235098,,0.0005070832538581664,0.0005133512328263637
2020-03-08,130,90552691.314416451689657,0,0,9.54243779,4.795006191158796,0.00012310442536913476,0.9983294380529,,-0.16821144996408174,90704218.33,90704218.33,90704218.32283653,276,303,9505350.767585158,9489471.490298992458886458858,40559.3977841,40491.64079756459047857889,5040.96,5032.538764047146784,12289497.528583066894964916,12268967.16166283652882877386,,0.0006144252519499382,0.0005534060255241302
2020-03-09,200,97578127.51228380914965419,10275929.43,10265360.58109612769633811,1.64023843,5.025767491179644,0.00012650997312486058,0.998971494600477,,-0.14308364202959006,97678590.47,97678590.47,97678590.46762355,525,553,59551458.277756505,59490209.28136836378032086285,136247.25413977,136107.1231032170641404666703,10000,9989.71494600477,75344731.539291643432211329,75267239.07607787110171066723,,0.000622410216417464,0.0005591371314027496
2020-03-10,126,114274361.41644925968454746,16611691.35,16609377.37521805959280905,2.37193658,5.8028296966549044,0.00012640579254066177,0.999860702036103,,-0.05320836726026286,114290281.82,114290281.82,114290281.81962355,255,266,48184375.155557536,48177663.17020671764259136572,240929.36301961,240895.8020498983671593169798,11778.625,11776.984261519993698375,64087210.56321693771817805,64078283.34527364328815160434,,0.0006455378552726828,0.0005692775495058482
2020-03-11,113,113372789.44488810231069552,640896.33,640612.32532416258944481,4.59014356,5.683513420723434,0.00012589921772675436,0.999556863313857,,-0.05926302308143033,113423051.36,113423051.36,113423051.35249005,227,235,24710131.56411334,24699181.59829786126917034055,119251.04759494,119198.2030808896971182250836,4961.12,4958.92154572364223984,28023996.1848101481513,28011577.72400832730725463604,,0.000646362151893581,0.0005695172349984526
2020-03-12,246,106812876.29263153078031856,0,0,1.54780255,5.1643977890703185,0.00020088500987689863,0.996251724229872,,-0.4699225285780701,107214746.73,107214746.73,107214746.72321197,520,521,69269007.7865778,69009368.44307056266804341204,140583.30737575,140056.362371029019326078404,3000,2988.755172689616,73243903.142767464753641092,72969364.79530782739515841584,,0.0008652106172788504,0.000705031353410343
2020-03-13,307,126261957.387063715293762,18815079.15,18849734.2219094954235225,1.37564255,5.824404350242122,0.00017802001396196302,1.00184187755115,,0.11603223773872673,126029825.88,126029825.88,126029825.87510719,711,729,91615242.47218491,91783986.53063759141402078315,135029.6957346,135278.40389991217464832479,2804.83502651,2810.0011891800079841309865,98436648.190525832709500551,98617956.44303841250888234044,,0.0013599967824010903,0.001016332766628007
2020-03-14,138,132925317.65194001849800956,7095238.89,7084592.85934699570546092,3.40728917,6.016900619031593,0.00019406532077344033,0.998499552894828,,-0.15773624007835907,133125064.77,133125064.77,133125064.76812362,306,327,39070668.2695605,39012044.79845830243321028309,127776.39913549,127584.6774072978519860922457,4068.49098357,4062.38642805128401048597596,41782882.517306735890452395,41720189.51218790123039558935,,0.0014902329762865772,0.001103005988935203
2020-03-15,114,126003587.82484184255332476,0,0,3.80652847,5.627430853595468,0.0001864030491117428,0.998861366652026,,-0.16826519867049608,126147223.26,126147223.26,126147223.25459922,274,282,33139703.116379052,33101969.14526878491866519976,121298.33055371,121160.2162294879722454733165,5830.54205724,5823.90320761686160525396824,34206129.216147426252,34167180.97671681305174472198,,0.0014890870615623152,0.0011041170837964667
2020-03-16,212,136947263.7087394324006412,13196521.55,13214754.7585686518077585,1.58479427,5.880637331820346,0.00019975985892298234,1.00138166777507,,0.11788537272717917,136758309.16,136758309.16,136758309.15830975,594,643,86294045.58343104,86413275.28539408832509357617,156586.98810965,156803.3393051163726606964255,3972.696591079497,3978.18553793952198222948474,100685433.354502480711012097,100824547.1731873549201028767,,0.0015601232673154249,0.0011519416528026202
2020-03-17,161,156900976.999754302014609,20151453.89,20150325.5237150736260482,1.9634647,6.518528763017471,0.0001846020466348548,0.99994400571338,,-0.03191891952055235,156909763.05,156909763.05,156909763.04904238,417,435,79914735.92683704,79910261.1582083910754322076,193697.28776851,193686.4418270611734308496638,29975,29973.3215712585655,84258320.179300410803658434,84253602.19477017132666481021,,0.0015831970883221059,0.0011669011882983681
2020-03-18,134,156724398.64999028190548,5828041.61,5833465.94942699198914,1.3135144,6.182086806585648,0.00018561576057756637,1.000930731074,,0.0014565206779228264,156578666.02,156578666.02,156578666.01694238,314,336,119205900.27830254,119316848.913895701421951128,364600.00290446,364939.34745674367117519004,21786.19,21806.46708401706806,122505600.975898079405129474,122619620.7454653924726887474,0.001137020108741898,0.001589180031376853,0.0011737883131163421
2020-03-19,137,161804489.0350100361512356,5646821.36,5647120.9892183906507744,2.26465327,6.1926677775497385,0.0001612065347210921,1.00005306157204,,-0.04123997331167802,161795903.89,161795903.89,161795903.88866955,328,331,71444007.04103881,71447797.97236524434805325087,237141.07143878,237153.6545168257916114197112,26558,26559.40920923023832,78493694.64623592,78497859.64506907700958391568,0.0011356214895039344,0.0015952571387706906,0.0011763232804861679
2020-03-20,131,171028533.05825549218747467,9527686.42,9521569.40071556238610794,2.75807711,6.384061176611884,0.00016186164235345796,0.999357974327157,,-0.099151226364226,171138408.31,171138408.31,171138408.307989448147748696,326,344,62049899.90121133,62010062.27247741399662601509,229085.37753873,228938.2988450772041924582906,25563,25546.587897725114391,78805369.873322052122614958,78754774.80270549105042530662,0.0010770373855523772,0.0016000367620788304,0.0011757149551068996
2020-03-21,82,171135538.34657119835279292,0,0,14.56867021,6.361654758942664,0.00016191881328450183,0.999983230161732,,-0.11260789260325348,171138408.31,171138408.31,171138408.307989448147748696,187,196,11747016.42559005,11746819.43002446131540502997,75545.21996483,75543.95308370926931625188556,5001.9743284098695,5001.890446109361378570870014,14806863.113107249681866353,14806614.80440758645829824981,0.00100552156670537,0.0015979214970800472,0.0011783192153322416
2020-03-22,86,173006685.35026266841207608,2093463.92,2090742.59278740959690432,14.71919117,6.4261906267582996,0.00017128713472156683,0.998700084015496,,-0.18374606746423813,173231872.23,173231872.23,173231872.229983868147748696,192,202,11769116.265143748,11753817.40278720162531949952,61245.25973607,61165.64604396398337475014072,6088.30563145,6080.3913456411324258649492,12371542.466685961839700854,12355460.50088054671299380309,0.0009286491208490868,0.0016113687418247528,0.0011893267062800508
2020-03-23,135,179423045.4910791825402238,8856814.02,8879835.4554490820350836,2.75074547,6.546109191258005,0.0001545692452932998,1.00259929082818,,0.25350586637105754,178957881.91,178957881.91,178957881.909051054862130518,337,360,65057957.6153478,65227062.167877496720940741,225507.24680412,226093.4057224260727330361016,30100,30178.238653928218,81182608.849484251992760045,81393626.06007444091108817407,0.0009329194166573239,0.0017631963142903451,0.0012916921126502603
2020-03-24,114,183543720.36977837684922267,4987115.4,4986078.9631331636087862,6.74638758,6.6249672223850355,0.00014756954601968008,0.999792177083603,,-0.0755226621958507,183581872.89,183581872.89,183581872.885644404862130518,247,250,27211877.567951407,27206222.31619459723505648048,119197.49479471,119172.7228237145471409921401,15000,14996.882656254045,29799373.69867636,29793180.70592749702216615973,0.0009530731691655373,0.0018380916214715915,0.0013427904352052156
2020-03-25,115,182962804.11931711568810684,849903.72,849654.84046896102291312,5.74223258,6.531454062338168,0.00014943375155564696,0.999707167382396,,-0.07106174594792984,183016397.29,183016397.29,183016397.282297796506945276,257,259,31871993.126165237,31862659.96698984533862666097,128994.36867438,128956.5949157449058850682145,20799.36,20793.26926896671206656,33409541.486665652417028301,33399758.08317916268036906417,0.0009500890869309434,0.0018380221823653072,0.0013428263870889552
2020-03-26,109,192421764.7780393737917563,9133582.6,9146501.517429814218542,3.13757053,6.717846549842227,0.0001482597264005399,1.00141444140767,,0.16064551731400198,192149979.89,192149979.89,192149979.883115126506945276,236,260,61241644.75555404,61328267.47377011192938835549,273447.44515498,273834.2205442287750325106966,5824.35977385,5832.5979894873009168554295,71096335.740294964495430311,71196897.34149964623655224012,0.0009571170422160458,0.0018610542300175586,0.0013567512308646306
2020-03-27,109,184997740.7904145971050264,58546.89,58436.8087500902108088,3.7038409,6.337202827189738,0.00015377464740209715,0.99811977630392,,-0.2084585306043012,185346233.17,185346233.17,185346233.165372666506945276,246,254,50041629.19722707,49947539.74021999487515757111,209763.006852,209368.60547595587819445984,20075.7924535,20038.04547281134525846772,53279803.740407725338384545,53179625.79089251891620262214,0.0009867101649675735,0.001957175879924549,0.0014184296146928501
2020-03-28,116,185421455.0928952421170465,0,0,27.17574661,6.341962168897999,0.00016053189326015353,1.00040584543645,,0.03815879023891243,185346233.17,185346233.17,185346233.165372666506945276,205,216,6820281.181617469,6823049.161610334263423249345,33776.35277807,33790.0607567049049891386515,1000,1000.40584543645,7295692.200063671235919593,7298653.123448810937290124098,0.0009999181703314033,0.0020036787636855302,0.0014462829662856978
2020-03-29,108,181413046.63444554911962129,0,0,8.24143022,6.1678673377181505,0.00016928126635461186,0.999581769935677,,-0.12439865801668502,181488950.77,181488950.77,181488950.767146666606945276,179,204,22021535.817278877,22012325.74893752520689746079,124884.62783713,124832.397331196723203732287,4359.423889075,4357.600646941460939933028775,25476464.078774858844637347,25465809.05556447023648371908,0.00099576208473488,0.0020035823484046314,0.001444136772984631
2020-03-30,137,180491747.7483754838638048,6153711.56,6153788.6106053354418632,2.39543724,6.010997684860512,0.0001553560930634699,1.00001252099722,,0.029396282022459575,180489487.84,180489487.84,180489487.832480706606945276,349,354,75347199.48760223,75348142.9096775490529462958,233063.7401266,233066.658317042207961048052,20000,20000.2504199444,82504564.004816354256513789,82505597.04423289587415204534,0.000987010730745509,0.0019950196629884205,0.0014451372063251323
