date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-05-24,9112,1618,2786194,1721.99876391,,0.4595262267343843,,0,,5431.6,,0,0,,0,,4.19828526,,,,,,100004813.7,11820,11143,23820395.126172718,,11111.94437101,,1500,,123820396.12617273,,,,
2016-05-25,5107,6729,6046063,898.50839649,26960743.4211911164126002,0.5239323650552853,0.1412448114826129455302542921,0.1,0.0269585963577014,4833.8,1303.1246307385702732,0,0,0,0,0,2.66789536,,0.0005983492320280526,0.269585963577014,,,100007964.3,9226,8160,37485714.69529466,10105622.51650404466404833295,4593.83783031,1238.43419800066068034849434,447.1084399,120.5341595938569530404586,37485716.69529468,10105623.05567597720979560449,,,
2016-05-26,2793,8078,5980096,740.29413221,49275262.81936682684169,0.49088063439061846,0.2418598548760738943854191877,0.1,0.0492706042837318,2352.3,1158.9924245662231314,0,0,0,0,0,2.68808256,,0.0010842198071303335,0.492706042837318,,,100009455,4792,4249,37204755.71064132,18331007.96091919370097820878,8756.26359794,4314.26398738147387677992492,330.1,162.6422647405986718,37205364.02762758,18331307.68237428458872343003,,,
2016-05-27,1795,8374,5902266,704.83233819,37029948.6899205580856256,0.4984251968503777,0.1845473882509929542733697259,0.1,0.0370260952731072,1519.2,562.5004393890445824,0,0,0,0,0,6.41290197,,0.0007847502451782579,0.370260952731072,,,100010407.3,3048,2670,15595187.297571871,5774288.906818473012891654876,5840.894868,2162.655298627709028938496,299.89999999,111.04125972034588327268928,15595189.29757187,5774289.647340378104774702145,,,
2016-05-28,1136,8219,5562564,676.79328385,34633811.719666177222365,0.7363031233998852,0.2549806153909106800073164431,0.1,0.034629842966513,1438,497.97714185845694,0,0,0,0,0,17.53470153,,0.0006522725879602574,0.34629842966513,,,100011460.5,1953,1667,5703630.61521248,1975158.325438041156290196822,3421.52592394,1184.8690545189550280502122,500,173.149214832565,5703683.71521248,1975176.713884656374693196822,,,
2016-05-29,1023,6321,4353668,688.76253757,37865921.8916252850403214,0.5390694710006482,0.2040993514989286481896036814,0.1,0.0378614190709166,845.8,320.2318825018126028,0,0,0,0,0,36.18213814,,0.0007176843845704274,0.378614190709166,,,100011892.9,1569,1242,2764123.3503936506,1046536.325329600502967277621,2225.54215008,842.62184004167645960363328,233.1,88.2549678543065946,2764123.35039365,1046536.325329600275798763196,,,
2016-05-30,1409,8553,5868074,686.08371332,35079089.3073177769887606,0.5584206285253566,0.1958637968993436309392190794,0.1,0.0350745991272867,1386,486.133943904193662,0,0,0,0,0,24.13721255,,0.0006574517253068371,0.350745991272867,,,100012801.8,2482,2157,4143510.8387563108,1453319.816489450811088921059,1920.96005506,673.76903870760087180405702,144.44,50.66175097945290948,4143510.83875631,1453319.816489450530492128041,,,
2016-05-31,774,7872,5255791,667.65637703,31035372.755518490462318,0.5651423641069978,0.175370900863296400199020379,0.1,0.0310312784886347,655,203.254874100557285,0,0,0,0,0,25.25188238,,0.0005844551674459383,0.310312784886347,,,100013194,1159,960,3960623.3106482797,1229032.049413051108040855567,4125.64928193,1280.24171814005605721080971,200,62.0625569772694,3960623.31064828,1229032.049413051201134691033,,,
2016-06-01,468,8630,5665552,656.49501738,33438433.42300036916043,0.5725663716814231,0.1914314315260976762400258665,0.1,0.0334339285354695,452.9,151.4222623371413655,0,0,0,0,0,23.5402511,,0.0006218950493863236,0.334339285354695,,,100013474,791,669,4248615.42775355,1420479.045862053712358795417,6350.69570666,2123.2870640698341517737687,150,50.15089280320425,4248615.42775376,1420479.045862123923608719903,,,
2016-06-02,385,8594,5648540,657.26553409,33131442.184994225086896,0.6996875000000105,0.231784691924411643948201724,0.1,0.033126887635467,447.8,148.342202831621226,0,0,0,0,0,58.60840668,,0.0006148599810052601,0.33126887635467,,,100013748.8,640,497,1706474.4542707996,565301.8749942364778094740941,3433.5502098,1137.428319907787437709766,194.99801723,64.5967740591706802509641,1706474.4542708,565301.874994236610317024636,,,
2016-06-03,460,8521,5589084,655.91878887,41013203.0098495250238147,0.30448717948717635,0.1248625967777068385209502524,0.1,0.0410075054680473,285,116.871390583934805,0,0,0,0,0,49.47619798,,0.0007192078641145522,0.410075054680473,,,100013893.9,936,870,2021454.7194448798,828948.1546104592913133248921,2323.51550511,952.81574780891009224871703,282.8,115.9692254636377644,2021458.48944488,828949.7005934155187115458282,,,
2016-06-04,542,8430,5542730,657.50059312,44211545.9622127941387984,0.3068599033816453,0.1356484366807618090288236162,0.1,0.0442053312231068,317.6,140.3961319645871968,0,0,0,0,0,35.78898681,,0.0007697707282291057,0.442053312231068,,,100014058.8,1035,961,2794548.482712981,1235339.412973578725246595094,2907.95887899,1285.47285428927295713046132,351.63156669,155.43989874031418013192492,2794548.48271298,1235339.412973578283193282863,,,
2016-06-05,1139,8454,5655488,668.97184765,48095406.0983511478064061,0.22634529147983548,0.1088462112585605210207832499,0.1,0.0480885688175481,403.8,194.1816408852592278,0,0,0,0,0,20.7938277,,0.0008361227928112224,0.480885688175481,,,100014218.1,1784,1695,4809803.156608391,2312965.500954226920332805061,2837.64316024,1364.58198390845910452207544,190.26,91.49331103226701506,4809805.15660839,2312966.462725602790409116886,,,
2016-06-06,980,8519,5664260,664.89728841,45309723.429942518741055,0.2799116997792518,0.1268090471837042972640957913,0.1,0.045303232156323,380.4,172.333495122652692,0,0,0,0,0,36.14177874,,0.0007732812039742831,0.45303232156323,,,100014328.5,1359,1194,2767277.42730529,1253666.117301637969659248487,2317.65404297,1049.9721916671051199919931,174.63,79.1130343145868549,2767278.92730529,1253666.796850120314504248487,,,
2016-06-07,396,8468,5567943,657.52751535,41879078.9643501505930323,0.48661764705882277,0.2037614210501799353938433301,0.1,0.0418730028147847,330.9,138.5577663141225723,0,0,0,0,0,40.18336409,,0.0007238587615429566,0.418730028147847,,,100014510.9,680,579,2488953.1565528708,1042199.425302056230901254689,4299.21907229,1800.21212315375236630085963,322.5277441,135.0520513654545941819527,2489247.84285774,1042322.819306788896039708286,,,
2016-06-08,551,8533,5663045,663.66401031,48017091.9962261909128344,0.48676122931442223,0.2336944174189303256263931608,0.1,0.0480100721555159,411.8,197.7054771364144762,0,0,0,0,0,56.40489155,,0.0008233625616598488,0.480100721555159,,,100014621.6,846,597,1773155.1087049404,851293.0471184582792955544075,2970.12547522,1425.95938376248152231765998,83.60871938,40.14060650264080602228142,1773164.90870494,851297.7521055293278134657855,,,
2016-06-09,359,8281,5511734,665.58797247,46423586.2295485549056964,1.464634146341478,0.6798317115349788663558430635,0.1,0.0464164865494319,840.7,390.2234024210739833,0,0,0,0,0,48.00788632,,0.0008043034108708364,0.464164865494319,,,100015295.6,574,397,2083309.7071916405,966999.1700216169129602970403,5247.63150426,2435.76617133859378245429894,251.40512632,116.69342664290507743737608,2083309.70719164,966999.1700216166808778642932,,,
2016-06-10,354,8639,5618019,650.30894779,45716546.634461129378182,0.5049407114624465,0.2308058147981880313369563036,0.1,0.0457094881752971,255.5,116.7877422878840905,0,0,0,0,0,94.72161186,,0.0007883460876680309,0.457094881752971,,,100015442,506,425,1055888.3029915802,482641.1390002815669128293348,2484.44306586,1135.62620941126544240367006,126.9,58.0053404944520199,1055888.30299158,482641.1390002814754938529842,,,
