date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-08-07,1440,4318,3193515,739.581982399259,3852529964.81741002707264784,0.17723687,0.02194659119266131930199,0.171246,0.021204763745706411342,112.899884,13.979978318545597202668,0,0,0,0,0,51.966805159656,7.3493059074578655,0.00001841946977086089,0.123826330224977,,-14.622937729315774,31112364856.633024,31112364856.633024,26100808761.888815,637,1329,598696894.31643,74134439.34029441679452747211,1515970.73420316,187717.0927448413250716243273,97612.83858,12087.03958420445498521266,2014725105.756005,249476016.2578947847293187369,0.06629197092850499,0.053448808879232805,0.05489003570764102
2018-08-08,2441,4320,3281091,759.511805555556,3498331722.36292283918712647,0.18016511,0.02025809757287537760706,0.171246,0.019255216378823940516,168.454377,18.941321135062908869742,0,0,0,0,0,36.10487300962,6.698162988811504,0.000017940780756616068,0.112441846109246,,-19.458850424773583,31112364688.178647,31112364688.178647,26100808593.434438,935,2452,861722036.243939,96893616.58828709304289935999,1073451.03768114,120700.8163847531730469538204,199999.829018,22488.349996317468548900428,2632101944.394156,295958401.7754148612692599664,0.06659198046565522,0.05569800510515028,0.056047699287115255
2018-08-09,3110,4314,3579729,829.793463143255,3826028930.746885064536873005,0.17825486,0.02192081069210596204186,0.171246,0.021058899307319741946,232.979101,28.650499449148454259551,0,0,0,0,0,29.644915550345,7.35059276690856,0.0000187515599283693,0.122974547185451,,-4.241570332047605,31112364455.199546,31112364455.199546,26100808360.455337,1307,3067,1049500863.052298,129061893.4045963684129177164,1262984.04204174,155314.8906725335851724627247,119999.828754,14756.924603354812680258054,3873572056.942003,476350769.6926588357295923984,0.06696003462185902,0.05647896137385847,0.05412308072519416
2018-08-10,2474,4318,3462688,801.919407132932,3558464971.088426787734669943,0.17716399,0.02026306479158020949874,0.171246,0.019586196908857971396,208.344849,23.829363824324543714574,0,0,0,0,0,22.866368385263,6.850516059218884,0.000018640686082655048,0.114374624276526,,-12.802857835587911,31112364246.854697,31112364246.854697,26100808152.110488,1176,2686,1360616767.938838,155620031.6173457636179671168,968051.82526098,110720.5637944297884036377555,158301.339291,18105.656203878987732783066,2600187202.651002,297395434.3518395233735189791,0.06688710972697348,0.05776038413714603,0.05457762290038744
2018-08-11,2965,4320,3416435,790.841435185185,3461001129.192002605814625725,0.17693866,0.01968300775718053801336,0.171246,0.019049744958993915816,241.698203,26.886987866561193491588,0,0,0,0,0,9.152728813349,6.645365609025208,0.000017619005678097913,0.111241984974796,,-10.496321615320692,31112364005.156494,31112364005.156494,26109807911.492939,1366,3189,3399244601.21458,378138716.8539687292122877257,6053183.11855068,673368.1055235035389798486613,345269.0820315,38408.418035609730583978074,19303600965.058106,2147370888.514451393057085496,0.06675727566266618,0.057185594113731385,0.053388837508186196
2018-08-12,2236,4315,3324072,770.352723059096,3474978554.972186243707956643,0.17526071,0.01957508635923264630382,0.171246,0.019126678413394272732,176.838059,19.751262427979881525078,0,0,0,0,0,11.82676925481,6.669885091992869,0.000017687521102573112,0.111691241917442,,-18.525561961626845,31112363828.318435,31112363828.318435,26109807732.65488,1009,2247,2630673107.591446,293823146.4657051218993974011,8275446.91138275,924294.9429541989387655629255,340735.932303,38057.219444819513226928926,18594929209.877032,2076890736.818084205644715992,0.06668657995500869,0.053901065404070955,0.053355147451520576
2018-08-13,2810,4319,3402076,787.699930539477,3165689802.099115956437935057,0.17712312,0.01802231620930165671096,0.171246,0.017424317963561569518,234.865256,23.897591179573751775848,0,0,0,0,0,9.429288470185,6.061666539554508,0.000016238858341060706,0.101750218770433,,-25.6818051981381,31112363593.453179,31112363593.453179,26109807497.789624,1326,3096,3299545208.72149,335729446.8303456225757437052,6649540.87151825,676592.2383999176507449199022,335490.484296,34136.230172516516815620168,20586978538.2205,2094729570.086144843205834476,0.06656155293406359,0.05614169917916908,0.053490628327528274
2018-08-14,4376,4318,3947129,914.110467809171,2890471469.232820710975581517,0.17765415,0.01650482955164720261547,0.171246,0.0159094850382125993628,369.165319,34.2970353716728065682542,0,0,0,0,0,9.922049551987,5.520922926655381,0.000015021316054746228,0.0929042724397218,,-34.79792872695464,31112363224.28786,31112363224.28786,26109807128.624305,2078,5002,3135679081.350369,291317983.6573112587500986873,5538082.57858466,514511.5326745062676714081476,327161.325271,30394.6848947174245505496078,27701489058.080448,2573586686.437878370173295139,0.06684749864075228,0.05721211332854652,0.05423383038785333
2018-08-15,3817,4320,3736874,865.01712962963,2924458724.022960440882566296,0.17706748,0.016643754703515118716584,0.171246,0.0160965549289917607668,307.920352,28.9434898317185684945216,0,0,0,0,0,12.071540846242,5.579524481524158,0.000014990981951710374,0.0939966768799958,,-40.30249005996134,31112362916.367508,31112362916.367508,26109806818.003952,1739,4070,2577331536.433635,242260599.6427755118664057787,5033050.79213931,473090.0490293256272028258149,220917.454051,20765.5065455831661875729858,20484516724.006974,1925476499.549353638974320291,0.06685389117499885,0.053274809486108604,0.05426954604892293
2018-08-16,2507,4317,3346693,775.235811906416,2928005963.640547658057097413,0.17643615,0.016604528060666855109405,0.171246,0.0161160794558085532362,221.427368,20.8386826926092303176696,0,0,0,0,0,14.444590187407,5.58127061713548,0.000014960169227410043,0.0941106913785347,,-45.14443322118005,31112362694.94014,31112362694.94014,26109806596.576584,1255,2831,2153911069.215675,202706059.8917660826936597714,4883423.01480567,459582.3162172099003005298517,279423.558162,26296.7442460760227037852214,13824970554.914854,1301077537.210921437617641784,0.06671613171842548,0.04975816656168163,0.05428570946280788
2018-08-17,2979,4316,3602248,834.626506024096,3376674375.526244980977947922,0.17656341,0.01916270883104603965005,0.171246,0.01858560183268611603,269.612322,29.26145583475210656021,0,0,0,0,0,11.089057518699,6.413184303199719,0.00001653669087382944,0.108531596841305,,-39.94524435852715,31112362425.327818,31112362425.327818,26110954180.135508,1527,3410,2805681400.142867,304505082.5854537738729267214,4069227.63673341,441639.7733254467707443615,277808.32798,30150.9814514823914512139,13876066241.260932,1505991627.039773911511500396,0.06710150485350647,0.056560122613901996,0.057601751069739984
2018-08-18,3122,4320,3482845,806.21412037037,3075260170.239914780123951368,0.17917591,0.017710405152639806343262,0.171246,0.0169265837174704806972,243.85841,24.103861065801482339762,0,0,0,0,0,18.632748785913,5.842320972879611,0.000015446043696644384,0.0988436735308882,,-45.70118188343714,31112362181.469408,31112362181.469408,26110953936.277098,1361,3099,1669767705.181043,165045973.9233353915126335924,2254349.52285298,222828.1882613935425538174168,318272.78356,31459.251111971681053157992,6986229171.321372,690544555.4220573014296508026,0.06736811081537042,0.05804246947204757,0.058598746632290206
2018-08-19,2182,4314,3360751,779.03361149745,3162192999.305346707022709336,0.1758681,0.0178748522704121474853,0.171246,0.017405072050582218198,176.571576,17.946352045389988582488,0,0,0,0,0,27.985886410623,6.016341858095941,0.000015658954922918796,0.101637831252013,,-36.94516675856109,31112362004.897832,31112362004.897832,26110953759.705522,1004,2198,1111716153.935637,112992418.8538471813851286873,2460798.09907359,250110.1819389159083251226367,313559.828103,31869.540896142917552721339,5408834221.763741,549742179.9017361684151166606,0.06724174207458752,0.05540587215999793,0.05873776398299636
2018-08-20,2458,4314,3416778,792.020862308762,2877170447.453490014810483159,0.17623657,0.016297787167288639715843,0.171246,0.0158362754180333309754,200.204739,18.5142858040449348961761,0,0,0,0,0,31.825323083899,5.47845676535318,0.000014742142180918456,0.0924767610223499,,-43.624895641739776,31112361804.693093,31112361804.693093,26110953559.500783,1136,2579,977597673.4839,90405066.42677586789049781661,1891767.00279153,174944.4850271194559700204163,258491.676333,23904.4729785134605298749167,4878867100.199367,451181826.8849421062130328325,0.0674811699019956,0.05686626114728071,0.05976711188169801
2018-08-21,2657,4319,3341519,773.678860847418,2939662783.168719829348010594,0.17658995,0.016685165555455126921515,0.171246,0.0161802404990174620062,217.912002,20.5894946450274702984594,0,0,0,0,0,34.705649033618,5.605301274158722,0.000014596671285827962,0.0944853631560297,,-44.15835830109464,31112361586.781091,31112361586.781091,26110953341.588781,1234,2850,896463902.941095,84702717.42566112252921317052,1338926.41947916,126508.9489836909910884874911,214651.50138149998,20281.42506001803645989776743,3815940295.51561,360550504.6035197025436419736,0.06741620970692982,0.056603302079424316,0.05762900952043246
2018-08-22,4722,4320,4297300,994.74537037037,2791097717.310318804731299714,0.20701336,0.018571220304696374536504,0.171246,0.0153625214928062389494,251.935262,22.6011753691810081692518,0,0,0,0,0,9.676286377343,5.307176399203959,0.000014094283040687373,0.0897102501244189,,-45.79131990897612,31112361334.845829,31112361334.845829,26110953089.653519,1217,3152,3215320436.122463,288447200.5547018181556271118,4178421.46674187,374847.2349066544457959100493,265647.628754,23831.3152204801142571810506,13170384463.170377,1181518484.425775060748998819,0.06745842257260433,0.056911711219219334,0.05792653550151871
2018-08-23,2766,4319,3396168,786.332021301227,2862766615.208246463706105181,0.1778267,0.01636251065239279767815,0.171246,0.015756995429705758647,226.729044,20.862201219821519097258,0,0,0,0,0,9.840029563347,5.422133711765085,0.000014120323173814477,0.0920138013717445,,-46.86512678617059,31112361108.116785,31112361108.116785,26110952862.924475,1275,2953,3161815816.48955,290930692.51250961207254952,4567293.07107905,420253.9974488126410307959027,649999.843298,59808.956472887222444893361,13487216438.896449,1241010054.466345049361989985,0.06736405093684569,0.05622750011173504,0.0577697962546377
2018-08-24,2405,4314,3446554,798.923041261011,2922902359.787226844267181736,0.17692414,0.016621431842967422597316,0.171246,0.0160879895608411562724,199.924283,18.7822184334971505591402,0,0,0,0,0,12.278837216701,5.519770432525077,0.00001402663777297112,0.0939466589633694,,-45.668857072131566,31112360908.192502,31112360908.192502,26110952662.171262,1130,2486,2533819803.871627,238043904.98895928183649298,3136704.38671924,294682.8972880172053110022073,928111.571885,87192.981323836798469909319,7797847105.384021,732581682.6580098667573590804,0.0670633633372141,0.05664056311179207,0.05766575240445596
2018-08-25,2122,4320,3396222,786.1625,2938859774.68815786020889703,0.17809743,0.016823004127394460486393,0.171246,0.0161758210929814752546,176.494551,16.6715968890490564823601,0,0,0,0,0,21.310908851426,5.547104510584632,0.000014003470590102503,0.0944595558026551,,-42.32885338908631,31112360731.697951,31112360731.697951,26110952485.676711,991,2235,1459926507.527444,137904009.4055639674195113166,1614576.11078954,152512.1422347583967180893077,219408.82893,20725.260519908541675692043,3608577607.614629,340864637.8946856873277758015,0.06706969591100458,0.05645707675833485,0.05713372705901117
2018-08-26,2094,4319,3218127,745.10928455661,2882310997.303109342356091451,0.1765022,0.01635151505568041638492,0.171246,0.0158645702275951720956,172.089641,15.9427268087204457871426,0,0,0,0,0,32.474963421305,5.444194512809225,0.000013848101574739735,0.0926419900470386,,-44.15268480134649,31112360559.60831,31112360559.60831,26110952313.58707,975,2174,958041435.05815,88754865.09130770956562629459,1456808.47469037,134961.6362127067417538704383,331234.605686,30686.2330431971672630214796,3167101623.976863,293406597.1264243287269680679,0.06705796446412184,0.056151605050832096,0.05713669292756314
2018-08-27,3038,4314,3645976,845.149745016226,3122678472.118380899776587867,0.17754582,0.01781987945668392550848,0.171246,0.017187580521125732544,272.532834,27.353514996120159072576,0,0,0,0,0,9.178572147301,5.872638368519285,0.000014675456259446436,0.100367778056864,,-38.492752358667595,31112360287.075476,31112360287.075476,26111452042.678079,1535,3317,3389673228.882745,340213970.3217969166777984117,2021278.11425699,202871.1931629421659573294794,577610.693684,57973.501906946968637646976,6704579504.990444,672923747.7214799844852086076,0.06710820219936485,0.05902109235629306,0.05744471212643295
2018-08-28,3372,4316,3609262,836.251621872104,3303169008.191848820542931493,0.1784693,0.0189479120450392314737,0.171246,0.018181021307669096214,293.403522,31.150366637627497516698,0,0,0,0,0,13.511490508305,6.199204153329556,0.000014968196769355661,0.106169027642509,,-34.954762684937364,31112359993.671954,31112359993.671954,26111951746.304211,1644,3758,2302659353.129681,244471104.5137069949103852096,1045047.05384506,110951.6295473987664755556555,608482.7443745,64602.0213074860282168156205,3927286828.349748,416956223.8391258936513642377,0.06726874378896147,0.06042562579495052,0.05733102090836442
2018-08-29,5677,4320,8162341,1889.430787037037,3290900422.322620510793267313,0.29533816,0.03123930460208535066544,0.171246,0.018113493887443153164,488.489323,51.669810484576247562382,0,0,0,0,0,7.038617522307,6.159452576927471,0.000015038853984978005,0.105774697729834,,-31.044247645341773,31112359505.182631,31112359505.182631,26111951257.814888,1654,3706,4420237270.540513,467549261.1855692369072257648,1486486.71868255,157232.6833480595132803101967,437090.314566,46233.095903856709142962044,5508919779.437546,582704324.4879102168795839474,0.06722618523452017,0.05977077530633328,0.056241593451634465
2018-08-30,2724,4299,3609185,839.540590835078,3121853979.707928658944744544,0.17979678,0.0180410392020832411833,0.171246,0.01718304298441800081,239.489313,24.030664421871090237555,0,0,0,0,0,24.527669389464,5.853102005380006,0.000014402440512730336,0.100341280873235,,-29.222764792154052,31112359265.693318,31112359265.693318,26111951018.325575,1332,3040,1268459663.724013,127278867.3941004056086784921,782064.94559633,78473.39836719259827021122755,248999.32888599997,24984.9115969971400295277838,2377477434.612849,238559131.0362660807208711965,0.06731394834526518,0.058955759591107854,0.05612830783090883
2018-08-31,2572,4318,3405262,788.620194534507,3176324162.007577638209281653,0.17765632,0.01813729589312196835584,0.171246,0.017482853255733117702,230.775558,23.560347193650811912446,0,0,0,0,0,29.384782686091,5.9652321439193505,0.000014532383317743241,0.102092038679637,,-26.870422675401862,31112359034.91776,31112359034.91776,26111950787.550017,1299,2919,1058791530.544282,108094185.8899988980712401856,1242297.56013578,126828.6905610007237976411119,341816.832978,34896.777333740996078668986,3626266578.036332,370212947.7475601102214945715,0.06728654726801729,0.05918338476582565,0.0552206903570458
2018-09-01,2780,4320,3590695,831.179398148148,3327362647.932101913416989905,0.17749372,0.01898235933558161756888,0.171246,0.018314186590832676684,253.283539,27.087826831765094118206,0,0,0,0,0,23.329646368348,6.25190760168439,0.000014869495425178491,0.106946653298954,,-18.099061516569115,31112358781.634221,31112358781.634221,26112855707.022587,1427,3183,1333597530.387166,142623792.7226575139547628244,638363.53783874,68270.84395993342982826267796,506361.286306,54153.644930580165804323924,2031911140.940708,217306096.3244679552791124194,0.06739630965683537,0.059075038797149516,0.0555168354649767
2018-09-02,2361,4312,3335655,773.574907235622,3252767550.357473945550618517,0.17809359,0.01861951574970604030503,0.171246,0.017903606716413322782,207.657124,21.710355161332084861508,0,0,0,0,0,34.63175487196,6.11737417359943,0.000014347991919285623,0.104549050584617,,-19.35107685764184,31112358573.977097,31112358573.977097,26112855499.365463,1166,2623,898376610.974676,93924421.74482818903598215909,507926.52771006,53103.23623882793129327214702,400301.63223600003,41851.15559774631826938512954,1332291282.183496,139289788.654446564995068881,0.06728247017638996,0.059147463504364346,0.05550250984423537
2018-09-03,2471,4319,3463802,801.991664737208,3221214994.618467474359809296,0.17701728,0.01832746684926488562528,0.171246,0.017729937936393636846,203.215843,21.039932518610147340643,0,0,0,0,0,37.843362347804,6.064898436808219,0.000014265976928869962,0.103534902633601,,-18.009309301684695,31112358370.761254,31112358370.761254,26112855296.14962,1148,2529,822135149.747511,85119682.68076952914409471711,654250.91699514,67737.80498903598963531769914,304661.1628715,31543.0638341404085495452715,1654600569.080711,171308908.8172722186454295703,0.06658182716252065,0.059040552121682785,0.05543298205279353
2018-09-04,2605,4317,3488656,808.120454018995,3276868770.702408351975203436,0.17657274,0.01859729483364472390308,0.171246,0.018036262851685511532,221.95193,23.37679916563833921706,0,0,0,0,0,24.635000792275,6.17187425362227,0.000014312596992922532,0.105323703045242,,-19.301642098035813,31112358148.809324,31112358148.809324,26112855174.36876,1257,2873,1262933109.324918,133016791.7725418136634319402,1576875.27266324,166082.3429573680998635503041,465594.665689,49038.154308476960232101738,4530362658.361492,477154571.3165189174344666211,0.06596716192306226,0.05874327025945723,0.055495734571073894
2018-09-05,3425,4320,3723150,861.840277777778,2726233210.222855922800836881,0.1811287,0.01587147716894535016903,0.171246,0.0150055014985102605774,300.311392,26.3149097945394478135648,0,0,0,0,0,29.125390667219,5.137296926915941,0.000012903362972720836,0.0876254131396369,,-32.28487566946937,31112357848.497932,31112357848.497932,26112854865.225189,1658,4107,1068221134.060708,93603318.19656099324712567693,434470.70261595,38070.67481379094119146314856,209187.6931605,18330.15803691640877758342245,1784371175.643695,156356261.4602383746372760743,0.06731444690896174,0.06703312551079126,0.060058199135225025
2018-09-06,3305,4314,3791851,878.964070468243,2733071565.696187128753902055,0.18110446,0.015909159216254925556818,0.171246,0.0150431407329603643218,286.507262,25.1682904317832074113346,0,0,0,0,0,36.26654957227,5.1512246058159255,0.000013539485400334997,0.0878452094236383,,-29.057730077250525,31112357561.99067,31112357561.99067,26112854578.717927,1582,3786,857880276.147896,75360672.51862058082108921002,500379.86680458,43955.97419082056838453870341,210197.544535,18464.8473200116132459816905,1894438175.722127,166417318.2864455404575661547,0.0671892957725969,0.06682795185799235,0.060075020616544586
2018-09-07,2737,4319,3465163,802.306783977773,2578575779.536015316432122284,0.17916814,0.014849361024942509649842,0.171246,0.0141927782365620640338,236.143608,19.5714577877769017487624,0,0,0,0,0,37.350309702985,4.861240720670608,0.000012932431350083833,0.0828794730187103,,-26.291255536496216,31112357325.847062,31112357325.847062,26112854342.574319,1318,3063,832987934.323897,69037601.02770864881386141004,424776.06322269,35205.21627085891641808549671,180591.4610835,14967.32512627940940981061005,1301089081.651086,107833577.4376397446020943144,0.06698888942237013,0.06550192490948119,0.06029887413959369
2018-09-08,2568,4320,3547224,821.116666666667,2407819476.580081187646554588,0.17875017,0.013833671916181730452137,0.171246,0.0132529159606307317806,218.075209,16.8770798615674678817449,0,0,0,0,0,42.669956701461,4.550249810984141,0.000012507064989853318,0.0773910979563361,,-37.067385302401696,31112357107.771853,31112357107.771853,26112854124.49911,1220,2806,729139645.61643,56428917.73774932396790876212,395812.98182692,30632.40124895664630096754781,199999.828974,15478.2063553773009196621614,1110651227.006328,85954517.90457161275726239484,0.06715376537183036,0.0635323039197291,0.06001373761035423
2018-09-09,2780,4317,3559202,824.461894834376,2364573318.310970629067426773,0.17810793,0.013536398438371860675624,0.171246,0.0130148842164266782128,229.759231,17.4619540843011291011608,0,0,0,0,0,44.797267787134,4.480543620985251,0.0000121616424326061,0.0760010990996968,,-33.55073332005245,31112356878.012622,31112356878.012622,26112853894.739879,1290,2911,694514608.030365,52783873.55110284934501669333,395886.40913208,30087.80221267032430987915334,391493.854733,29753.9632504850361035449544,1152425336.983485,87585592.24108332318619010735,0.06715874576885333,0.06261731927964682,0.05989951672732825
2018-09-10,3037,4315,3475037,805.338818076477,2273699857.347244643636570281,0.17844069,0.013040496296230929783543,0.171246,0.0125147063079859296762,248.210997,18.1393301441632310646759,0,0,0,0,0,24.976644569291,4.311884548741342,0.000011608542153509344,0.0730802839656747,,-34.305124110979826,31112356629.801625,31112356629.801625,26112853639.862216,1391,3292,1245657980.337941,91033038.92720556038275007379,700442.5998214,51188.54409660335890595049858,464679.138573,33958.8833998399438967402031,2305857038.612034,168512687.1660171759301863493,0.06671157899854915,0.06274084849089043,0.05974317885381052
2018-09-11,3400,4317,3663096,848.528144544823,2171657916.508326067501617965,0.17873902,0.012476072311284988394402,0.171246,0.0119530557962011267746,265.784927,18.5519198242308921499177,0,0,0,0,0,32.526875188632,4.121949968700107,0.000011117517585316417,0.0698004963397751,,-37.505846347944605,31112356364.016698,31112356364.016698,26112853374.077289,1487,3540,956512305.088881,66765033.65030628199778105066,652333.31505457,45533.18916977987042271802721,600000.315192,41880.3198044231023263933192,2309259935.293186,161187489.6610213136604918025,0.06663328504057399,0.06290824781135901,0.05825029723937018
2018-09-12,4000,4320,3755442,869.315277777778,2051540851.000541707132982997,0.17962361,0.011844335204197601908111,0.171246,0.0112919177294010655746,341.823732,22.5397700366772850722732,0,0,0,0,0,16.306295543249,3.9642685471222334,0.000010421077356532645,0.0659397459175751,,-35.19449224345438,31112356022.192966,31112356022.192966,26112853032.253557,1903,4757,1907996573.450699,125812809.26494300881543748,1413685.39369667,93218.05566774554363891134492,784943.251044,51758.9585335567258510234044,6724901417.81504,443438290.8114642857065771095,0.06672623470009358,0.061702376113285946,0.058530854147114446
2018-09-13,3166,4318,3684096,853.194997684113,2171638055.828932499860320431,0.17792531,0.012419161616352765671028,0.171246,0.0119529467176645397448,274.894609,19.1876050497543127799292,0,0,0,0,0,23.567539321566,4.258081815701291,0.000010753474391065866,0.0697998593699388,,-24.869053341732613,31112355747.298357,31112355747.298357,26112852757.358948,1545,3660,1320135943.035365,92145303.17307001561690628566,784859.66322176,54783.09411801637571250202829,564950.347605,39433.454813827041347576574,2872586367.391632,200506124.4719392650291074721,0.0659616014087313,0.06128495398336833,0.05882722716628167
2018-09-14,2793,4318,3547031,821.452292728115,2121331800.426401189364051929,0.17713216,0.01207739104718608517024,0.171246,0.011676055366040973819,237.888493,16.2199363209187405139645,0,0,0,0,0,30.461639261775,4.273943490233971,0.000010498250151714294,0.0681829377973265,,-27.462395415984048,31112355509.409864,31112355509.409864,26112852519.470455,1343,3121,1021361826.329932,69639449.8732175449915365268,729010.31997153,49706.06530022791867039011454,775349.824747,52865.6288718927039801388955,2275241208.631152,155132629.8020118025870702151,0.06594444532062321,0.061201038236413284,0.056980809523485325
2018-09-15,2297,4320,3303074,764.600462962963,2155696827.954231266708322827,0.17724413,0.012280799861561754898956,0.171246,0.0118652045238000506952,196.918229,13.6439686856889757016748,0,0,0,0,0,41.003520274159,4.477726065625793,0.000010620129493634647,0.0692874842262012,,-26.376606938832165,31112355312.491635,31112355312.491635,26112852322.552226,1111,2509,758772785.957577,52573457.43830635577721506649,619864.18119123,42948.82967667447118779365548,738000.30865,51134.18474451849201700038,1555239230.608808,107758613.6587770748098611002,0.0645063450150296,0.06136068592562914,0.05560642556932551
2018-09-16,2335,4315,3422454,793.152723059096,2169559664.342267435707477125,0.17666895,0.01231966614233564103273,0.171246,0.0119415072552953373204,202.109274,14.0936977321132948005276,0,0,0,0,0,30.416380239223,4.590181620241137,0.000010732447990338422,0.0697330580293574,,-35.74861141007522,31112355110.382361,31112355110.382361,26112852120.442952,1144,2602,1022881581.098274,71328660.65188678827082646913,566882.90410825,39530.47844803124369756753855,488070.248395,34034.630953731415420231373,1475029316.489657,102858304.9217766336370194564,0.06419551575542531,0.054300040765186124,0.05498146951249309
2018-09-17,2715,4316,3403050,788.47312326228,1973037514.544493579940138981,0.17810302,0.01129467509629516651282,0.171246,0.010859826697717770786,224.766012,14.253880019721061169892,0,0,0,0,0,40.944264444242,4.312596235894699,0.000010132710127324115,0.063416527671991,,-35.841591670332214,31112354885.616349,31112354885.616349,26112851895.67694,1262,2862,759870895.421397,48188373.66663160211333899143,515814.36565237,32711.15599300400610809176867,337221.41595349996,21385.41125640311748584731162,1476260714.497078,93619328.4519771522037119423,0.06450535400335661,0.05437306387686707,0.05582955125750104
2018-09-18,3062,4319,3634128,841.428108358416,2145024018.004187985154188791,0.17798345,0.01227097015294227108074,0.171246,0.0118064604029798959032,255.228261,17.5965707649692141675412,0,0,0,0,0,26.441650716286,4.808320545330337,0.000010873921610091843,0.0689444448511492,,-32.16655255049659,31112354630.388088,31112354630.388088,26112851640.448679,1434,3340,1176641918.623663,81122923.86809951850136786352,1536947.85482305,105964.0166159398377085551491,492183.997588,33933.3524783240168718281296,5133405835.108993,353919815.4972394716132433048,0.06482208801862473,0.05677816567502156,0.05563234217927715
2018-09-19,2964,4320,3635410,841.530092592593,2235985261.236520554580973393,0.17695788,0.012717623583628994320224,0.171246,0.0123071217184684330608,271.276423,19.4961164477519449163704,0,0,0,0,0,37.436284585691,5.16747407445663,0.000011257616639996671,0.0718680828659848,,-22.2852508333249,31112354359.111665,31112354359.111665,26112851369.172256,1533,3416,831074843.655911,59727755.73169837380109735615,643535.34801848,46249.6517185824878020737991,408188.828754,29335.7485698617510587669392,2198316748.83112,157988810.270677226385007687,0.06465730128271159,0.05545849294564222,0.05594952372842246
2018-09-20,3809,4316,3873357,897.441380908248,2520652683.913097821143118596,0.18666875,0.015123480682663353654375,0.171246,0.0138739642976307960486,294.376623,23.8497293808855134811243,0,0,0,0,0,30.105603301851,5.970899932477022,0.000012466939593975789,0.0810177422983941,,-14.253658352771168,31112354064.735042,31112354064.735042,26112851074.795633,1577,3645,1033440644.015343,83727027.77752149408988466068,470482.55893364,38117.43471557466037958046752,229782.83404,18616.486432847379638815164,1714908927.313125,138938049.5382702204113153526,0.06529154360925825,0.06000668924382233,0.05828086619197271
2018-09-21,4187,4316,3975506,921.108897126969,2725732879.432457930205273069,0.18055792,0.015818560809823202390912,0.171246,0.0150027496131932851056,349.199022,30.5930970197141740878192,0,0,0,0,0,37.090477668469,6.638896105509726,0.000012996215133698676,0.0876093433609736,,-2.341880398874767,31112353715.53602,31112353715.53602,26112850725.596611,1934,4623,838823214.77852,73488751.04268706331453556707,284714.74087515,24943.67149326164151322004604,240883.878952,21103.6784612289695032676672,1316236247.065824,115314593.3133490549474719262,0.0655421351550674,0.06120109357885109,0.059421758024076
2018-09-22,3002,4320,3439771,796.243287037037,2582180849.615281995698390067,0.17746661,0.014728904459285526531272,0.171246,0.0142126227183514086192,243.839127,20.2375151304157431818904,0,0,0,0,0,51.020348223169,6.466385596653661,0.0000123772503664358,0.0829953559110952,,-9.801187785095324,31112353471.696893,31112353471.696893,26112850481.757484,1374,3220,609802844.457423,50610804.11134204880166969967,387485.01556815,32159.45677729487369931673788,413326.3237235,34304.1653448564339206269772,1247701750.129434,103553450.8228887463535966961,0.06532153031310256,0.06174753985104144,0.05922116884794176
2018-09-23,3544,4317,3820896,885.081306462821,2801422886.642522487175964843,0.1797126,0.01618170724273790767782,0.171246,0.0154193564529693284622,299.940324,27.0072689019020072936868,0,0,0,0,0,42.066517830453,7.2330127421212165,0.000013432836428267012,0.0900421408556657,,-4.156101079896953,31112353171.756569,31112353171.756569,26112850181.81716,1669,3903,739598967.928686,66595074.44693972344001665627,506164.58369892,45576.14274156754531474497104,394188.486438,35493.5752195320644999117766,1975560370.176893,177883685.1203388713106902727,0.06541131824371339,0.06353755184197625,0.06043345940451371
2018-09-24,2848,4318,3565107,825.638490041686,2562050104.986276333443222241,0.17738054,0.014606990096077179829458,0.171246,0.0141018210114414621642,240.70539,19.821685331448393611553,0,0,0,0,0,27.264050668597,6.790178574526535,0.000012521517527980464,0.0823483235313027,,-12.82160620853986,31112352931.051179,31112352931.051179,26112849941.11177,1357,3260,1141149321.838906,93971733.55231690105081772285,690449.64423845,56857.37068582072981727792882,384893.792306,31695.3585340045139034170262,2250865840.21736,185355028.4357766497325319549,0.06569109182311551,0.06550978791013398,0.06102717444846458
2018-09-25,3258,4314,3545101,821.766573945294,2517787319.374950562365671336,0.17762972,0.014374800310512691212176,0.171246,0.0138581936287128996168,279.233923,22.5971863438510003194484,0,0,0,0,0,39.293843784659,6.889832748771244,0.000012612227018148084,0.0809256486499708,,-12.646901681536498,31112352651.817256,31112352651.817256,26112849661.877847,1572,3794,791786948.162202,64075872.3726070020834409637,409956.44944458,33175.99158954159799849321826,341640.1732385,27647.4526242140077599664358,1555374769.192728,125869712.0907201333197567723,0.06533808462830364,0.06549515131945734,0.06094886496310616
