date,Price_in_USD_or_index_value
2012-06-07,93.774
2012-06-08,94.2024
2012-06-09,94.1472
2012-06-10,94.0921
2012-06-11,94.0369
2012-06-12,94.0693
2012-06-13,93.8309
2012-06-14,93.8152
2012-06-15,93.5203
2012-06-16,93.5612
2012-06-17,93.6022
2012-06-18,93.6431
2012-06-19,93.0524
2012-06-20,93.1602
2012-06-21,93.6378
2012-06-22,93.9205
2012-06-23,94.0056
2012-06-24,94.0906
2012-06-25,94.1757
2012-06-26,93.9859
2012-06-27,93.8728
2012-06-28,94.0203
2012-06-29,92.9096
2012-06-30,92.9234
2012-07-01,92.9372
2012-07-02,92.951
2012-07-03,92.6508
2012-07-04,92.936
2012-07-05,93.2211
2012-07-06,93.7087
2012-07-07,93.7049
2012-07-08,93.7012
2012-07-09,93.6974
2012-07-10,93.5552
2012-07-11,93.5981
2012-07-12,93.9298
2012-07-13,93.5515
2012-07-14,93.4925
2012-07-15,93.4336
2012-07-16,93.3746
2012-07-17,93.3479
2012-07-18,93.0973
2012-07-19,93.0438
2012-07-20,93.3653
2012-07-21,93.5534
2012-07-22,93.7416
2012-07-23,93.9297
2012-07-24,94.2635
2012-07-25,94.0564
2012-07-26,93.3595
2012-07-27,92.9333
2012-07-28,92.973
2012-07-29,93.0127
2012-07-30,93.0524
2012-07-31,92.8422
2012-08-01,92.8905
2012-08-02,93.4269
2012-08-03,92.6048
2012-08-04,92.5478
2012-08-05,92.4909
2012-08-06,92.4339
2012-08-07,92.5128
2012-08-08,92.5407
2012-08-09,92.6057
2012-08-10,92.5129
2012-08-11,92.5404
2012-08-12,92.568
2012-08-13,92.5955
2012-08-14,92.6152
2012-08-15,92.6838
2012-08-16,92.5737
2012-08-17,92.711
2012-08-18,92.6828
2012-08-19,92.6545
2012-08-20,92.6263
2012-08-21,92.3053
2012-08-22,92.4362
2012-08-23,92.1057
2012-08-24,92.2785
2012-08-25,92.2902
2012-08-26,92.3018
2012-08-27,92.3135
2012-08-28,92.2033
2012-08-29,92.3823
2012-08-30,92.6239
2012-08-31,92.1677
2012-09-01,92.1653
2012-09-02,92.1629
2012-09-03,92.1606
2012-09-04,92.1582
2012-09-05,92.1262
2012-09-06,91.8973
2012-09-07,91.3469
2012-09-08,91.3347
2012-09-09,91.3224
2012-09-10,91.3102
2012-09-11,91.0575
2012-09-12,91.0477
2012-09-13,90.9632
2012-09-14,90.1436
2012-09-15,90.1903
2012-09-16,90.237
2012-09-17,90.2837
2012-09-18,90.5029
2012-09-19,90.4646
2012-09-20,90.7631
2012-09-21,90.5342
2012-09-22,90.6316
2012-09-23,90.7289
2012-09-24,90.8263
2012-09-25,90.6074
2012-09-26,91.0028
2012-09-27,90.7538
2012-09-28,90.8342
2012-09-29,90.7898
2012-09-30,90.7455
2012-10-01,90.7011
2012-10-02,90.644
2012-10-03,90.8726
2012-10-04,90.4932
2012-10-05,90.2851
2012-10-06,90.4314
2012-10-07,90.5777
2012-10-08,90.724
2012-10-09,90.8703
2012-10-10,90.883
2012-10-11,90.7437
2012-10-12,90.6833
2012-10-13,90.6692
2012-10-14,90.655
2012-10-15,90.6409
2012-10-16,90.5583
2012-10-17,90.2309
2012-10-18,90.3804
2012-10-19,90.8107
2012-10-20,90.8042
2012-10-21,90.7976
2012-10-22,90.7911
2012-10-23,91.0945
2012-10-24,91.1275
2012-10-25,91.02
2012-10-26,91.1411
2012-10-27,91.1451
2012-10-28,91.149
2012-10-29,91.153
2012-10-30,91.1569
2012-10-31,91.1609
2012-11-01,91.1217
2012-11-02,91.281
2012-11-03,91.3466
2012-11-04,91.4122
2012-11-05,91.4778
2012-11-06,91.2908
2012-11-07,91.4514
2012-11-08,91.5375
2012-11-09,91.6871
2012-11-10,91.6992
2012-11-11,91.7113
2012-11-12,91.7235
2012-11-13,91.7356
2012-11-14,91.7942
2012-11-15,91.8837
2012-11-16,92.0095
2012-11-17,91.8614
2012-11-18,91.7134
2012-11-19,91.5653
2012-11-20,91.556
2012-11-21,91.6645
2012-11-22,91.4631
2012-11-23,91.2616
2012-11-24,91.2674
2012-11-25,91.2731
2012-11-26,91.2789
2012-11-27,91.2608
2012-11-28,91.33
2012-11-29,91.2104
2012-11-30,91.1038
2012-12-01,91.072
2012-12-02,91.0402
2012-12-03,91.0084
2012-12-04,90.9748
2012-12-05,90.9423
2012-12-06,91.0629
2012-12-07,91.0437
2012-12-08,91.0168
2012-12-09,90.99
2012-12-10,90.9631
2012-12-11,90.8403
2012-12-12,90.7708
2012-12-13,90.776
2012-12-14,90.7156
2012-12-15,90.6835
2012-12-16,90.6514
2012-12-17,90.6193
2012-12-18,90.5161
2012-12-19,90.4896
2012-12-20,90.6002
2012-12-21,90.9597
2012-12-22,90.9849
2012-12-23,91.0102
2012-12-24,91.0354
2012-12-25,91.048
2012-12-26,91.0606
2012-12-27,91.1037
2012-12-28,91.0419
2012-12-29,91.0557
2012-12-30,91.0696
2012-12-31,91.0834
2013-01-01,90.8888
2013-01-02,90.6941
2013-01-03,90.8097
2013-01-04,91.1025
2013-01-05,91.0634
2013-01-06,91.0244
2013-01-07,90.9853
2013-01-08,91.0571
2013-01-09,91.0088
2013-01-10,90.6426
2013-01-11,90.5352
2013-01-12,90.5213
2013-01-13,90.5074
2013-01-14,90.4935
2013-01-15,90.5191
2013-01-16,90.5961
2013-01-17,90.5401
2013-01-18,90.8698
2013-01-19,90.8497
2013-01-20,90.8295
2013-01-21,90.8094
2013-01-22,90.7893
2013-01-23,90.8376
2013-01-24,90.9112
2013-01-25,91.0869
2013-01-26,91.1364
2013-01-27,91.1859
2013-01-28,91.2354
2013-01-29,90.9406
2013-01-30,90.8836
2013-01-31,90.798
2013-02-01,90.6923
2013-02-02,90.7874
2013-02-03,90.8824
2013-02-04,90.9775
2013-02-05,90.8811
2013-02-06,91.0176
2013-02-07,91.2913
2013-02-08,91.3057
2013-02-09,91.3522
2013-02-10,91.3986
2013-02-11,91.4451
2013-02-12,91.278
2013-02-13,91.271
2013-02-14,91.3661
2013-02-15,91.4552
2013-02-16,91.4683
2013-02-17,91.4813
2013-02-18,91.4944
2013-02-19,91.5074
2013-02-20,91.669
2013-02-21,92.0395
2013-02-22,92.1197
2013-02-23,92.1457
2013-02-24,92.1716
2013-02-25,92.1976
2013-02-26,92.4248
2013-02-27,92.2341
2013-02-28,92.2951
2013-03-01,92.6177
2013-03-02,92.6223
2013-03-03,92.627
2013-03-04,92.6316
2013-03-05,92.4965
2013-03-06,92.5213
2013-03-07,92.5462
2013-03-08,92.6253
2013-03-09,92.5953
2013-03-10,92.5652
2013-03-11,92.5352
2013-03-12,92.3854
2013-03-13,92.471
2013-03-14,92.4696
2013-03-15,92.1281
2013-03-16,92.198
2013-03-17,92.2679
2013-03-18,92.3378
2013-03-19,92.5261
2013-03-20,92.4142
2013-03-21,92.3323
2013-03-22,92.2052
2013-03-23,92.2395
2013-03-24,92.2739
2013-03-25,92.3082
2013-03-26,92.2321
2013-03-27,92.4461
2013-03-28,92.2545
2013-03-29,92.3021
2013-03-30,92.2577
2013-03-31,92.2132
2013-04-01,92.1688
2013-04-02,92.1433
2013-04-03,92.1041
2013-04-04,92.3897
2013-04-05,92.1044
2013-04-06,92.1469
2013-04-07,92.1893
2013-04-08,92.2318
2013-04-09,91.967
2013-04-10,91.9599
2013-04-11,91.6973
2013-04-12,91.7968
2013-04-13,91.8465
2013-04-14,91.8961
2013-04-15,91.9458
2013-04-16,91.8451
2013-04-17,92.1373
2013-04-18,92.1761
2013-04-19,92.2167
2013-04-20,92.2642
2013-04-21,92.3117
2013-04-22,92.3592
2013-04-23,92.3836
2013-04-24,92.4582
2013-04-25,92.0395
2013-04-26,91.9013
2013-04-27,91.8188
2013-04-28,91.7364
2013-04-29,91.6539
2013-04-30,91.3742
2013-05-01,91.4332
2013-05-02,91.6175
2013-05-03,91.5088
2013-05-04,91.5521
2013-05-05,91.5955
2013-05-06,91.6388
2013-05-07,91.5201
2013-05-08,91.1849
2013-05-09,91.3037
2013-05-10,92.2528
2013-05-11,92.2589
2013-05-12,92.2651
2013-05-13,92.2712
2013-05-14,92.3698
2013-05-15,92.7692
2013-05-16,92.6603
2013-05-17,93.1618
2013-05-18,93.1199
2013-05-19,93.0779
2013-05-20,93.036
2013-05-21,92.9663
2013-05-22,93.3104
2013-05-23,93.2114
2013-05-24,93.2769
2013-05-25,93.354
2013-05-26,93.4312
2013-05-27,93.5083
2013-05-28,93.5854
2013-05-29,93.531
2013-05-30,93.422
2013-05-31,93.6077
2013-06-01,93.4595
2013-06-02,93.3113
2013-06-03,93.1631
2013-06-04,93.3068
2013-06-05,93.275
2013-06-06,92.809
2013-06-07,92.6056
2013-06-08,92.7281
2013-06-09,92.8505
2013-06-10,92.973
2013-06-11,92.7996
2013-06-12,92.4774
2013-06-13,92.3449
2013-06-14,92.1886
2013-06-15,92.2368
2013-06-16,92.285
2013-06-17,92.3332
2013-06-18,92.5432
2013-06-19,92.4755
2013-06-20,94.125
2013-06-21,94.4243
2013-06-22,94.4733
2013-06-23,94.5224
2013-06-24,94.5714
2013-06-25,94.3285
2013-06-26,94.3806
2013-06-27,94.2428
2013-06-28,94.3046
2013-06-29,94.2363
2013-06-30,94.168
2013-07-01,94.0997
2013-07-02,94.4051
2013-07-03,94.4766
2013-07-04,94.7703
2013-07-05,95.0639
2013-07-06,95.0411
2013-07-07,95.0182
2013-07-08,94.9954
2013-07-09,94.9467
2013-07-10,94.7595
2013-07-11,93.949
2013-07-12,94.0029
2013-07-13,93.9929
2013-07-14,93.9829
2013-07-15,93.9729
2013-07-16,93.5231
2013-07-17,93.5498
2013-07-18,93.681
2013-07-19,93.4759
2013-07-20,93.3924
2013-07-21,93.3088
2013-07-22,93.2253
2013-07-23,93.1631
2013-07-24,93.3124
2013-07-25,93.2862
2013-07-26,93.1695
2013-07-27,93.1684
2013-07-28,93.1674
2013-07-29,93.1663
2013-07-30,93.3976
2013-07-31,93.5703
2013-08-01,93.7971
2013-08-02,93.5789
2013-08-03,93.5549
2013-08-04,93.531
2013-08-05,93.507
2013-08-06,93.3198
2013-08-07,93.2651
2013-08-08,92.8482
2013-08-09,92.8394
2013-08-10,92.8655
2013-08-11,92.8916
2013-08-12,92.9177
2013-08-13,93.4759
2013-08-14,93.382
2013-08-15,93.5058
2013-08-16,93.4254
2013-08-17,93.5043
2013-08-18,93.5833
2013-08-19,93.6622
2013-08-20,93.5534
2013-08-21,94.036
2013-08-22,94.2802
2013-08-23,93.9464
2013-08-24,94.026
2013-08-25,94.1056
2013-08-26,94.1852
2013-08-27,94.3933
2013-08-28,94.4126
2013-08-29,94.6397
2013-08-30,94.754
2013-08-31,94.8048
2013-09-01,94.8557
2013-09-02,94.9065
2013-09-03,94.9573
2013-09-04,94.5738
2013-09-05,94.889
2013-09-06,94.2486
2013-09-07,94.166
2013-09-08,94.0834
2013-09-09,94.0008
2013-09-10,93.9379
2013-09-11,93.7111
2013-09-12,93.5902
2013-09-13,93.6665
2013-09-14,93.5401
2013-09-15,93.4138
2013-09-16,93.2874
2013-09-17,93.223
2013-09-18,93.2568
2013-09-19,92.4081
2013-09-20,92.6048
2013-09-21,92.6075
2013-09-22,92.6102
2013-09-23,92.6129
2013-09-24,92.769
2013-09-25,92.7674
2013-09-26,93.0095
2013-09-27,92.9746
2013-09-28,92.9566
2013-09-29,92.9385
2013-09-30,92.9205
2013-10-01,92.9513
2013-10-02,92.7719
2013-10-03,92.746
2013-10-04,92.6468
2013-10-05,92.6553
2013-10-06,92.6639
2013-10-07,92.6724
2013-10-08,92.7557
2013-10-09,93.0828
2013-10-10,92.8578
2013-10-11,92.8539
2013-10-12,92.8314
2013-10-13,92.809
2013-10-14,92.7865
2013-10-15,92.7641
2013-10-16,92.6818
2013-10-17,92.0245
2013-10-18,91.9988
2013-10-19,92.0824
2013-10-20,92.1661
2013-10-21,92.2497
2013-10-22,91.9562
2013-10-23,92.0946
2013-10-24,92.1866
2013-10-25,92.1621
2013-10-26,92.1704
2013-10-27,92.1788
2013-10-28,92.1871
2013-10-29,92.3009
2013-10-30,92.3055
2013-10-31,92.7308
2013-11-01,93.1549
2013-11-02,93.0819
2013-11-03,93.0088
2013-11-04,92.9358
2013-11-05,93.2111
2013-11-06,93.0942
2013-11-07,93.4002
2013-11-08,93.6618
2013-11-09,93.6876
2013-11-10,93.7134
2013-11-11,93.7392
2013-11-12,93.765
2013-11-13,93.4847
2013-11-14,93.4326
2013-11-15,93.2852
2013-11-16,93.1842
2013-11-17,93.0833
2013-11-18,92.9823
2013-11-19,93.0648
2013-11-20,93.2499
2013-11-21,93.5636
2013-11-22,93.4196
2013-11-23,93.4643
2013-11-24,93.509
2013-11-25,93.5537
2013-11-26,93.5225
2013-11-27,93.6862
2013-11-28,93.6575
2013-11-29,93.6288
2013-11-30,93.7143
2013-12-01,93.7999
2013-12-02,93.8854
2013-12-03,93.8248
2013-12-04,93.8994
2013-12-05,93.4952
2013-12-06,93.4042
2013-12-07,93.3175
2013-12-08,93.2309
2013-12-09,93.1442
2013-12-10,93.1141
2013-12-11,93.084
2013-12-12,93.429
2013-12-13,93.3566
2013-12-14,93.3102
2013-12-15,93.2637
2013-12-16,93.2173
2013-12-17,93.3017
2013-12-18,93.4204
2013-12-19,93.7365
2013-12-20,93.7209
2013-12-21,93.6712
2013-12-22,93.6214
2013-12-23,93.5717
2013-12-24,93.6732
2013-12-25,93.7195
2013-12-26,93.7658
2013-12-27,93.7016
2013-12-28,93.6298
2013-12-29,93.5581
2013-12-30,93.4863
2013-12-31,93.5574
2014-01-01,93.6882
2014-01-02,93.8189
2014-01-03,93.8528
2014-01-04,93.8721
2014-01-05,93.8913
2014-01-06,93.9106
2014-01-07,94.0396
2014-01-08,94.2179
2014-01-09,94.3296
2014-01-10,94.0042
2014-01-11,93.9691
2014-01-12,93.9339
2014-01-13,93.8988
2014-01-14,94.0301
2014-01-15,94.3407
2014-01-16,94.5504
2014-01-17,94.5843
2014-01-18,94.6079
2014-01-19,94.6315
2014-01-20,94.6551
2014-01-21,94.6787
2014-01-22,94.8476
2014-01-23,94.8412
2014-01-24,94.8552
2014-01-25,94.872
2014-01-26,94.8888
2014-01-27,94.9056
2014-01-28,94.8797
2014-01-29,94.8618
2014-01-30,95.1291
2014-01-31,95.1771
2014-02-01,95.2003
2014-02-02,95.2234
2014-02-03,95.2466
2014-02-04,95.0435
2014-02-05,95.0282
2014-02-06,94.7174
2014-02-07,94.7454
2014-02-08,94.7365
2014-02-09,94.7275
2014-02-10,94.7186
2014-02-11,94.6374
2014-02-12,94.6206
2014-02-13,94.4457
2014-02-14,94.2708
2014-02-15,94.2514
2014-02-16,94.2319
2014-02-17,94.2125
2014-02-18,94.1931
2014-02-19,94.3797
2014-02-20,94.6568
2014-02-21,94.5936
2014-02-22,94.5303
2014-02-23,94.4671
2014-02-24,94.4039
2014-02-25,94.4732
2014-02-26,94.7751
2014-02-27,94.6719
2014-02-28,94.3876
2014-03-01,94.4548
2014-03-02,94.5221
2014-03-03,94.5893
2014-03-04,94.6565
2014-03-05,94.4676
2014-03-06,93.9856
2014-03-07,94.2529
2014-03-08,94.2929
2014-03-09,94.3328
2014-03-10,94.3728
2014-03-11,94.3867
2014-03-12,94.4618
2014-03-13,94.1869
2014-03-14,94.2427
2014-03-15,94.2477
2014-03-16,94.2528
2014-03-17,94.2579
2014-03-18,94.2629
2014-03-19,94.375
2014-03-20,94.9983
2014-03-21,94.8544
2014-03-22,94.8225
2014-03-23,94.7907
2014-03-24,94.7588
2014-03-25,94.6377
2014-03-26,94.5279
2014-03-27,94.3312
2014-03-28,94.3681
2014-03-29,94.3264
2014-03-30,94.2846
2014-03-31,94.2429
2014-04-01,94.1241
2014-04-02,94.3101
2014-04-03,94.5117
2014-04-04,94.2188
2014-04-05,94.1752
2014-04-06,94.1315
2014-04-07,94.0879
2014-04-08,93.6577
2014-04-09,93.6714
2014-04-10,93.5121
2014-04-11,93.6392
2014-04-12,93.6942
2014-04-13,93.7493
2014-04-14,93.8043
2014-04-15,93.9483
2014-04-16,93.9459
2014-04-17,93.8934
2014-04-18,93.9626
2014-04-19,93.9862
2014-04-20,94.0098
2014-04-21,94.0334
2014-04-22,94.0799
2014-04-23,94.1488
2014-04-24,94.1291
2014-04-25,94.1621
2014-04-26,94.1538
2014-04-27,94.1454
2014-04-28,94.1371
2014-04-29,94.0292
2014-04-30,93.8893
2014-05-01,93.8704
2014-05-02,93.8179
2014-05-03,93.7897
2014-05-04,93.7614
2014-05-05,93.7332
2014-05-06,93.4322
2014-05-07,93.4335
2014-05-08,93.3683
2014-05-09,93.6611
2014-05-10,93.6585
2014-05-11,93.656
2014-05-12,93.6534
2014-05-13,93.6752
2014-05-14,93.5965
2014-05-15,93.7062
2014-05-16,93.6071
2014-05-17,93.572
2014-05-18,93.5368
2014-05-19,93.5017
2014-05-20,93.6696
2014-05-21,93.7626
2014-05-22,93.6941
2014-05-23,93.7039
2014-05-24,93.7383
2014-05-25,93.7727
2014-05-26,93.8071
2014-05-27,93.8415
2014-05-28,93.8791
2014-05-29,93.6971
2014-05-30,93.7603
2014-05-31,93.8403
2014-06-01,93.9203
2014-06-02,94.0003
2014-06-03,94.0533
2014-06-04,94.1236
2014-06-05,93.9729
2014-06-06,93.9067
2014-06-07,93.9253
2014-06-08,93.9439
2014-06-09,93.9625
2014-06-10,94.0635
2014-06-11,93.9741
2014-06-12,93.8152
2014-06-13,93.9165
2014-06-14,93.8989
2014-06-15,93.8813
2014-06-16,93.8637
2014-06-17,94.0826
2014-06-18,94.0523
2014-06-19,93.7518
2014-06-20,93.7588
2014-06-21,93.7151
2014-06-22,93.6715
2014-06-23,93.6278
2014-06-24,93.709
2014-06-25,93.5849
2014-06-26,93.5469
2014-06-27,93.398
2014-06-28,93.3338
2014-06-29,93.2697
2014-06-30,93.2055
2014-07-01,93.1363
2014-07-02,93.2475
2014-07-03,93.3146
2014-07-04,93.331
2014-07-05,93.3473
2014-07-06,93.3637
2014-07-07,93.3801
2014-07-08,93.3227
2014-07-09,93.2278
2014-07-10,93.3149
2014-07-11,93.4169
2014-07-12,93.4146
2014-07-13,93.4122
2014-07-14,93.4099
2014-07-15,93.5794
2014-07-16,93.5989
2014-07-17,93.6584
2014-07-18,93.6605
2014-07-19,93.6425
2014-07-20,93.6246
2014-07-21,93.6066
2014-07-22,93.6303
2014-07-23,93.5948
2014-07-24,93.6833
2014-07-25,93.8291
2014-07-26,93.8293
2014-07-27,93.8296
2014-07-28,93.8298
2014-07-29,94.044
2014-07-30,94.347
2014-07-31,94.4464
2014-08-01,94.4752
2014-08-02,94.466
2014-08-03,94.4569
2014-08-04,94.4477
2014-08-05,94.6751
2014-08-06,94.609
2014-08-07,94.6362
2014-08-08,94.6024
2014-08-09,94.5604
2014-08-10,94.5184
2014-08-11,94.4764
2014-08-12,94.5208
2014-08-13,94.4678
2014-08-14,94.3505
2014-08-15,94.2938
2014-08-16,94.2797
2014-08-17,94.2657
2014-08-18,94.2516
2014-08-19,94.4353
2014-08-20,94.5934
2014-08-21,94.6727
2014-08-22,94.8009
2014-08-23,94.8391
2014-08-24,94.8774
2014-08-25,94.9156
2014-08-26,94.8614
2014-08-27,94.686
2014-08-28,94.6944
2014-08-29,94.7248
2014-08-30,94.8093
2014-08-31,94.8937
2014-09-01,94.9782
2014-09-02,95.0627
2014-09-03,94.8706
2014-09-04,95.2637
2014-09-05,95.22
2014-09-06,95.2855
2014-09-07,95.3509
2014-09-08,95.4164
2014-09-09,95.8808
2014-09-10,95.8638
2014-09-11,95.9181
2014-09-12,96.0745
2014-09-13,96.0894
2014-09-14,96.1043
2014-09-15,96.1192
2014-09-16,95.848
2014-09-17,95.9103
2014-09-18,96.1281
2014-09-19,96.3414
2014-09-20,96.3817
2014-09-21,96.4219
2014-09-22,96.4622
2014-09-23,96.5109
2014-09-24,96.6571
2014-09-25,96.8984
2014-09-26,97.2077
2014-09-27,97.2558
2014-09-28,97.3039
2014-09-29,97.352
2014-09-30,97.5258
2014-10-01,97.5384
2014-10-02,97.3058
2014-10-03,97.9843
2014-10-04,97.8399
2014-10-05,97.6954
2014-10-06,97.551
2014-10-07,97.4456
2014-10-08,97.4942
2014-10-09,97.1708
2014-10-10,97.4141
2014-10-11,97.4091
2014-10-12,97.404
2014-10-13,97.399
2014-10-14,97.394
2014-10-15,97.3529
2014-10-16,97.2866
2014-10-17,97.3063
2014-10-18,97.2999
2014-10-19,97.2935
2014-10-20,97.2871
2014-10-21,97.2485
2014-10-22,97.4587
2014-10-23,97.6044
2014-10-24,97.4769
2014-10-25,97.4986
2014-10-26,97.5203
2014-10-27,97.542
2014-10-28,97.217
2014-10-29,97.0142
2014-10-30,97.4556
2014-10-31,98.116
2014-11-01,98.2551
2014-11-02,98.3942
2014-11-03,98.5333
2014-11-04,98.5572
2014-11-05,98.8083
2014-11-06,99.1322
2014-11-07,99.0233
2014-11-08,98.9922
2014-11-09,98.9612
2014-11-10,98.9301
2014-11-11,98.9097
2014-11-12,98.8893
2014-11-13,99.1042
2014-11-14,99.0914
2014-11-15,99.1337
2014-11-16,99.1761
2014-11-17,99.2184
2014-11-18,99.0182
2014-11-19,99.2421
2014-11-20,99.2551
2014-11-21,99.2891
2014-11-22,99.3335
2014-11-23,99.3779
2014-11-24,99.4223
2014-11-25,99.2834
2014-11-26,99.189
2014-11-27,99.6303
2014-11-28,100.0716
2014-11-29,100.0131
2014-11-30,99.9546
2014-12-01,99.8961
2014-12-02,100.4474
2014-12-03,100.5693
2014-12-04,100.3928
2014-12-05,101.0986
2014-12-06,101.1689
2014-12-07,101.2393
2014-12-08,101.3096
2014-12-09,100.8092
2014-12-10,101.0209
2014-12-11,101.4445
2014-12-12,101.3732
2014-12-13,101.4734
2014-12-14,101.5735
2014-12-15,101.6737
2014-12-16,101.5257
2014-12-17,101.5524
2014-12-18,101.7528
2014-12-19,102.048
2014-12-20,102.03
2014-12-21,102.0119
2014-12-22,101.9939
2014-12-23,102.3477
2014-12-24,102.3025
2014-12-25,102.3173
2014-12-26,102.3321
2014-12-27,102.3468
2014-12-28,102.3616
2014-12-29,102.3764
2014-12-30,102.1015
2014-12-31,102.284
2015-01-01,102.5932
2015-01-02,102.9024
2015-01-03,103.1007
2015-01-04,103.299
2015-01-05,103.4973
2015-01-06,103.2934
2015-01-07,103.6312
2015-01-08,103.2795
2015-01-09,103.1209
2015-01-10,103.1595
2015-01-11,103.1982
2015-01-12,103.2368
2015-01-13,103.2696
2015-01-14,103.0899
2015-01-15,103.0826
2015-01-16,103.2187
2015-01-17,103.2948
2015-01-18,103.3709
2015-01-19,103.447
2015-01-20,103.5231
2015-01-21,103.7856
2015-01-22,103.9269
2015-01-23,104.3674
2015-01-24,104.4055
2015-01-25,104.4435
2015-01-26,104.4816
2015-01-27,104.1644
2015-01-28,104.4735
2015-01-29,105.2761
2015-01-30,105.5882
2015-01-31,105.4607
2015-02-01,105.3331
2015-02-02,105.2056
2015-02-03,104.606
2015-02-04,104.7848
2015-02-05,104.4913
2015-02-06,105.1282
2015-02-07,105.0817
2015-02-08,105.0352
2015-02-09,104.9887
2015-02-10,105.2895
2015-02-11,105.79
2015-02-12,104.9384
2015-02-13,104.845
2015-02-14,104.9262
2015-02-15,105.0075
2015-02-16,105.0887
2015-02-17,105.17
2015-02-18,105.2512
2015-02-19,105.1405
2015-02-20,105.3386
2015-02-21,105.4043
2015-02-22,105.4701
2015-02-23,105.5358
2015-02-24,105.547
2015-02-25,105.0501
2015-02-26,105.502
2015-02-27,105.598
2015-02-28,105.6703
2015-03-01,105.7427
2015-03-02,105.815
2015-03-03,105.556
2015-03-04,106.1332
2015-03-05,106.7833
2015-03-06,107.4335
2015-03-07,107.4622
2015-03-08,107.491
2015-03-09,107.5197
2015-03-10,108.1164
2015-03-11,108.5234
2015-03-12,108.1739
2015-03-13,108.9172
2015-03-14,108.8255
2015-03-15,108.7338
2015-03-16,108.6421
2015-03-17,108.5803
2015-03-18,108.4077
2015-03-19,108.1824
2015-03-20,107.1669
2015-03-21,106.9452
2015-03-22,106.7236
2015-03-23,106.5019
2015-03-24,106.4398
2015-03-25,106.2634
2015-03-26,106.5579
2015-03-27,106.8913
2015-03-28,107.0588
2015-03-29,107.2263
2015-03-30,107.3938
2015-03-31,107.4394
2015-04-01,107.0597
2015-04-02,106.6735
2015-04-03,105.8859
2015-04-04,105.8531
2015-04-05,105.8202
2015-04-06,105.7874
2015-04-07,106.4485
2015-04-08,106.4229
2015-04-09,107.0332
2015-04-10,107.4523
2015-04-11,107.5517
2015-04-12,107.6512
2015-04-13,107.7506
2015-04-14,107.0544
2015-04-15,107.1853
2015-04-16,106.2759
2015-04-17,106.3288
2015-04-18,106.3825
2015-04-19,106.4363
2015-04-20,106.49
2015-04-21,106.558
2015-04-22,106.5813
2015-04-23,106.1656
2015-04-24,105.9049
2015-04-25,105.8329
2015-04-26,105.761
2015-04-27,105.689
2015-04-28,105.1232
2015-04-29,104.5633
2015-04-30,105.3118
2015-05-01,105.638
2015-05-02,105.6479
2015-05-03,105.6578
2015-05-04,105.6677
2015-05-05,105.2394
2015-05-06,104.6933
2015-05-07,105.1939
2015-05-08,104.8423
2015-05-09,104.9973
2015-05-10,105.1524
2015-05-11,105.3074
2015-05-12,104.8923
2015-05-13,104.3608
2015-05-14,104.2358
2015-05-15,104.0201
2015-05-16,104.2156
2015-05-17,104.4112
2015-05-18,104.6067
2015-05-19,105.3447
2015-05-20,105.5604
2015-05-21,105.3808
2015-05-22,105.8486
2015-05-23,106.0688
2015-05-24,106.2889
2015-05-25,106.5091
2015-05-26,106.7293
2015-05-27,106.9079
2015-05-28,106.9198
2015-05-29,106.7387
2015-05-30,106.9004
2015-05-31,107.062
2015-06-01,107.2237
2015-06-02,106.4506
2015-06-03,106.1442
2015-06-04,106.4724
2015-06-05,107.1335
2015-06-06,107.0121
2015-06-07,106.8906
2015-06-08,106.7692
2015-06-09,106.2237
2015-06-10,105.8036
2015-06-11,106.0933
2015-06-12,105.9015
2015-06-13,105.9339
2015-06-14,105.9664
2015-06-15,105.9988
2015-06-16,106.0473
2015-06-17,106.0579
2015-06-18,105.102
2015-06-19,105.4496
2015-06-20,105.4279
2015-06-21,105.4063
2015-06-22,105.3846
2015-06-23,105.9678
2015-06-24,106.2522
2015-06-25,106.1515
2015-06-26,106.4116
2015-06-27,106.4006
2015-06-28,106.3895
2015-06-29,106.3785
2015-06-30,106.5191
2015-07-01,107.0101
2015-07-02,106.9106
2015-07-03,106.9665
2015-07-04,107.0225
2015-07-05,107.0784
2015-07-06,107.1343
2015-07-07,107.785
2015-07-08,107.4733
2015-07-09,107.5595
2015-07-10,107.213
2015-07-11,107.337
2015-07-12,107.4609
2015-07-13,107.5849
2015-07-14,107.4843
2015-07-15,108.0149
2015-07-16,108.1726
2015-07-17,108.5375
2015-07-18,108.5898
2015-07-19,108.6422
2015-07-20,108.6945
2015-07-21,108.3893
2015-07-22,108.7818
2015-07-23,108.7566
2015-07-24,109.0174
2015-07-25,108.9091
2015-07-26,108.8008
2015-07-27,108.6925
2015-07-28,108.6882
2015-07-29,108.6041
2015-07-30,109.4329
2015-07-31,108.7819
2015-08-01,108.926
2015-08-02,109.07
2015-08-03,109.2141
2015-08-04,109.2245
2015-08-05,109.8422
2015-08-06,109.7221
2015-08-07,109.4376
2015-08-08,109.3561
2015-08-09,109.2746
2015-08-10,109.1931
2015-08-11,109.9464
2015-08-12,109.4656
2015-08-13,109.9026
2015-08-14,109.9174
2015-08-15,109.9928
2015-08-16,110.0682
2015-08-17,110.1436
2015-08-18,110.2505
2015-08-19,110.4334
2015-08-20,110.1079
2015-08-21,110.1445
2015-08-22,110.0733
2015-08-23,110.002
2015-08-24,109.9308
