Date,Miner,Hashrate
2021-03-02,RNtjhKpnxvuCzjN3QasowSpoz3XLd99Yv2,4.58 GH/s
2021-03-02,RE98Ha5ybHPSAc2Nyn83uL9Dv6v4ShWg1R,4.57 GH/s
2021-03-02,RLTYcDQ51MWPfFgteBsPi4G97GjsnspMuF,4.47 GH/s
2021-03-02,RLGyujp8HbwhHnch1mhc8iKX4St9KN7u8G,4.42 GH/s
2021-03-02,RSnDSAJfLraQK3rjQpbEC12D8RaA3aieCA,4.18 GH/s
2021-03-02,RGMzgCvyjkcKNcHK11ayXPifoQZAiGUnZp,3.95 GH/s
2021-03-02,RWMeSdZgM4Wocb9JMb4wg2McTWHQfscpav,3.88 GH/s
2021-03-02,REbLURJAaxYt2fV4kSi18ohw5tnfU2macT,3.79 GH/s
2021-03-02,RExT4MqqGbSajH3xUCQZqdbKk8YS1r98Sb,3.74 GH/s
2021-03-02,RY9fxa63g153zYhn6jEFxj1sWCAYkSbGBs,3.73 GH/s
2021-03-02,RPMkqaX2Te2zd3tpjiyyxF2smiY84yq35X,3.72 GH/s
2021-03-02,RLzf2AsjmE7P5G1rquK8TXNLbPrkAXt4ag,3.65 GH/s
2021-03-02,RMQxfLGtSvL2feSE4w1pyHawaebxeTbcV6,3.60 GH/s
2021-03-02,RKNXqWmZo8vUBqRkuDoorxyhm4cU5yKyq7,3.59 GH/s
2021-03-02,RHiZ7fVsK6r5RfHUEBBrxdmvuGpwp6mTBV,3.55 GH/s
2021-03-02,RReQNrmpR8RUYxXZLFcK2SKGXKvuFzpBse,3.53 GH/s
2021-03-02,RAVmr9RoB2cmZ99Gs9qAPS7mHBmzUHtocU,3.53 GH/s
2021-03-02,RG3PBFuT34YDHSBu1TYXWwGvcyFMyE27aN,3.32 GH/s
2021-03-02,RGQRMBiBzqUCtDqYcZk6pEhtE2jWYKXLbB,3.18 GH/s
2021-03-02,rQTxRDkjqJN6L6kHZfCZa1BgB8CQei5HhG,3.09 GH/s
2021-03-02,RRjMDDBMDfkGV8Q4kY9VBRCBBXUHqGB8es,3.09 GH/s
2021-03-02,RH2swPipTDBBNxEBdzWuNa4roBu6kFzoTz,3.06 GH/s
2021-03-02,RRkoQ2MgVxwPh54hPdpQ4q97XsiwHheytS,3.05 GH/s
2021-03-02,RVSfXgzFrHu5oedgDBy7ZXVBdA8eK54ynX,3.05 GH/s
2021-03-02,RM85ULtQ3AGMrZxKigget7bVfHdVBgLx7q,2.96 GH/s
2021-03-02,RStwutjnoTTUy3YMzQRMiAGfXqNTgRcGyv,2.86 GH/s
2021-03-02,RMA5hR5R7UFn5TaKdF78JB5zPyAYtRziQH,2.82 GH/s
2021-03-02,RAqGMNPgr2Pumhc7sjTzDbVHT4ykY6RGxK,2.81 GH/s
2021-03-02,RDdLsBnAcuYCLEadyZp7xhQMwtFf8KbkAr,2.79 GH/s
2021-03-02,RDgfEVC7meJgyczu9zgtnPXmYcPH1LJHLW,2.76 GH/s
2021-03-02,RXFwcbyuoe8E1hw1YooHRD92PzRa9Xzr2Z,2.75 GH/s
2021-03-02,R9yEacuF7DDMhvRzdLWhAzdhuypEjNGufT,2.74 GH/s
2021-03-02,RH4zvrxetqwo5mSgrkKAHRBfJUrzHwAoNb,2.69 GH/s
2021-03-02,RCNUqhy15BsiMA6VJndSJK7PhYC5sX17ZV,2.68 GH/s
2021-03-02,RVZA1yeNbPJ5FykPXkPcF4nqMT428FwpT5,2.64 GH/s
2021-03-02,RWLofp7fKh9YWQdK7E8Wu2hzD1EBMyc7Yu,2.60 GH/s
2021-03-02,RDXWETZWw3aAWz8Qcpvrk3HuSwkdS5U3Zs,2.60 GH/s
2021-03-02,RX9ZqYzrrYG1VJgLANeEZp1vvL9cAYoYdi,2.58 GH/s
2021-03-02,R9NyMvLC81wo6FCmMV6gteD6ADh6gezGUc,2.48 GH/s
2021-03-02,REUrXGqFPfrUSpTZVtiiw9q2xy1D13AZFz,2.45 GH/s
2021-03-02,RB9VdeYVkwL3ZkhMb2b69UGvwsRaH4SYtu,2.44 GH/s
2021-03-02,RTbkBP4Ev4BJ5HJAtdc3qTigBcY3L5jmVB,2.40 GH/s
2021-03-02,RCRKTFimNjJczyawY9sZDTVk1BgGvjm8c6,2.39 GH/s
2021-03-02,RHPXfpjmTff4hJwgAesQcFCUn1r61ag9jG,2.36 GH/s
2021-03-02,RCWLUngQx4qUsVRWnQ7DrEDb1aHoJ85V6y,2.36 GH/s
2021-03-02,RCa9ZLbAcqzU96Cdib5v2AWt3e8yBGg4AG,2.34 GH/s
2021-03-02,RBRFFhfx2qqsWTyGxNxj9gAtBtnJ2ooJ83,2.33 GH/s
2021-03-02,RFPUQhydMiKFM8b93xaAf26zV6hMHSqq5u,2.32 GH/s
2021-03-02,RWTFEZnrA3khSVhNXuR2j8LAiK9vr3AdKw,2.32 GH/s
2021-03-02,RCdkywK6sa2qkGAkP4WuY55u2nkYu2fVC9,2.30 GH/s
2021-03-02,RBwTgEPPkdDjMJ5iBKAoQoqzguXGciM4qa,2.26 GH/s
2021-03-02,REwQ6UXHwzXKdbhQoUiwgPCt1uiaxW1J4Y,2.25 GH/s
2021-03-02,R9kks7qoNjEe8FBYzfqxtK6oyTcYz4mXTh,2.23 GH/s
2021-03-02,RJocPhPNpjaVuzx9MbivR6qSvvaTLzTX9u,2.19 GH/s
2021-03-02,RAhWAxDKhDZn7G578CkVfqFuiZRFnvNY5x,2.18 GH/s
2021-03-02,RLFdpaFmpcaQmmxW1VZy8WPTJcnARZxBSx,2.18 GH/s
2021-03-02,RVZdLtJ2E82z2bPn2cehsfuxyyXfCUJ4oe,2.13 GH/s
2021-03-02,RGTfex3vMM689EMFkw2fdfUnU4MKJvwd9E,2.11 GH/s
2021-03-02,RSQLa4mhXDLi6Q2F8gHg6c9oSADL5S2bKZ,2.08 GH/s
2021-03-02,REKQL5mJSfsE1HLigMNWGqywYXZKrovE6w,2.08 GH/s
2021-03-02,RQuNrXFtkqGgtscKenUeMvwfmLTF3yQvmk,2.06 GH/s
2021-03-02,RJ85uo3yK5zXnPSUGNKAC7aj1tZ1vMKeiH,2.04 GH/s
2021-03-02,RRjXW2PwXTBa8mTyCPdKKQz7tQVyuz1RfF,2.03 GH/s
2021-03-02,RVWqLdbY8GXQLV3xAVnpXi3Puscgt47xxt,2.00 GH/s
2021-03-02,REoEqQzq4KHLF5FqCkqmtQQ3fxbLpEQuMo,1.99 GH/s
2021-03-02,RPreszMFCY4B8VdQfNrvhDr4nb736MBGYe,1.96 GH/s
2021-03-02,RMwzNbnpjdKvEAJ8YRzoqbcAP6UMPvGKxL,1.89 GH/s
2021-03-02,RJo6hp41w4krarq884kfZg6epAuyr4e6Jt,1.84 GH/s
2021-03-02,RMFmdvBuYSSmJSWaJ7kQtmCXaS2AjvMYZB,1.80 GH/s
2021-03-02,RUduMqbEJQayed6uv7hyxZiuEnu57To4wq,1.79 GH/s
2021-03-02,RSpDQuaBtbqxMr8GDDErXBae7sZW588Zb6,1.78 GH/s
2021-03-02,RSVT4STfgdgbeWPfaPkyQMknfr6QZG8z57,1.75 GH/s
2021-03-02,R9SMfQrJBd2EYH1s4Jg8BVmjzQkCJbzFgr,1.75 GH/s
2021-03-02,RKiVd6PybX5tAAgmaPABmbK4i63TWa98hV,1.75 GH/s
2021-03-02,RBUNt57f2WmsgAu8CW74T28QEnWGgpCqmm,1.75 GH/s
2021-03-02,RRyYBqEkoY4EogYNFNU82aBQYXD82LgHyx,1.74 GH/s
2021-03-02,RBbS34mAo8geq8ZHeGLMUYHu4qXtkrMFrj,1.74 GH/s
2021-03-02,RXD8Mse1QGDkM3hbvdhw8xFFji4DZSz6jy,1.73 GH/s
2021-03-02,RT3fpoBbV3unQStdDye4wVJGgyLyv4FWVu,1.73 GH/s
2021-03-02,RG7p2sUXnnUzkHJB87FH2iievRtUkgs379,1.73 GH/s
2021-03-02,RM6j1AvUnxggYaqRjgu4FsWvLysRtYcKud,1.72 GH/s
2021-03-02,RVggK1AAkNNZhHCqx3dXNygcJx3kmnzD5q,1.69 GH/s
2021-03-02,RHaZbd9JzHYw6vhs64iWnXK3uiUD9qmYkY,1.69 GH/s
2021-03-02,RCcsFDXLTYRD5Y8GZYdxP5ryjF9bQkLpNy,1.69 GH/s
2021-03-02,RP76V6hhBmHrXDGdPGEHZMmjSWXeGKxSd4,1.67 GH/s
2021-03-02,REU6vcYroRtkyMYBHihG7gKEjcfCG1fFA4,1.67 GH/s
2021-03-02,RHKm2wV7xyLQHJaGTKCmxb6vSvUa1kGxwd,1.66 GH/s
2021-03-02,RJS7hvgV2h5r1YwMiUZoDQFFWGYhseLAAr,1.65 GH/s
2021-03-02,RAkF1LMUftQsGaVZr7bbP8H9KpAqdyMxtb,1.64 GH/s
2021-03-02,RPFXt6kf3ax3yYPPAde22ftCFmHg9hgWe2,1.60 GH/s
2021-03-02,RJVoPDjrdQrcLNxjSWxeFWx37riQ7tqryd,1.60 GH/s
2021-03-02,RRGSk2WnmMDcNAWtTxu5j8pwzw8aAJAALp,1.59 GH/s
2021-03-02,RDEBrrrsz8F8zrwm2r61mhe22RqZXnzVyZ,1.59 GH/s
2021-03-02,RSmPT1PHN2N3WVekef1CtWbVYK3LTe2N6s,1.57 GH/s
2021-03-02,R9magyq6qn5V6RRvq7NmBxp6NUWdhqf25j,1.55 GH/s
2021-03-02,RSW7iHivwGvotXSzX3zeSt2CuSkStkudib,1.55 GH/s
2021-03-02,RUo912LATLZumwG1UsPrEXA2knArQoAv3d,1.51 GH/s
2021-03-02,RRbJcUiVgDDV6u5jshSH2DmQadggb21yp8,1.50 GH/s
2021-03-02,RUSYdY5EwyTCSxfFLgEMoSBsyCAEHNNfJ6,1.50 GH/s
2021-03-02,RQGB4i4i4XEGkdySCGK7uNgzCir9266NSF,1.48 GH/s
2021-03-02,RAiSEpVNyLLt6FswxmGUz4dhcA4CHCN8UL,1.47 GH/s
2021-03-02,RXAdjXHkD6sSHvENss9vhvJxNwTbd16TXt,1.46 GH/s
2021-03-02,RAaVHW7VGtCGaeWntAtzcaKDTxPkFvX4qF,1.46 GH/s
2021-03-02,RQEum8d9Pb2AtpDMi8Zv14onPU9yBcWqUS,1.43 GH/s
2021-03-02,RKtHH8GcCHGDHhKm8xm7ooBDzgi5AWq2m6,1.43 GH/s
2021-03-02,RFqs1JfNYFDf2qvoZdGZN1jcm8QztZXGvK,1.43 GH/s
2021-03-02,RWVicXPwwPuxMSz2aHZ7EKcrjwfDDbYhpG,1.42 GH/s
2021-03-02,RUNY5qf7BmDbwQ83owZa3K1NRxrwjbBzXR,1.42 GH/s
2021-03-02,RSsu2kd4zEAHpY4u8k7jgGyAQwmpXaFN1R,1.40 GH/s
2021-03-02,RKCCHh8MG8M7V9HD3G7P2zzSc7XSh3EzcM,1.40 GH/s
2021-03-02,RTWVENnFi7SCf6pB1ncf1f7AfYB75VRefj,1.39 GH/s
2021-03-02,rFEXFWnoUPWxJhc1YGacoPEncLSy2o55Jc,1.39 GH/s
2021-03-02,RWgn3KMEQbj3ZhAvpwKygtJKU8LBW1ED8W,1.38 GH/s
2021-03-02,RWA2WYFbycjk6tDPVSbiVERPaEEpWpxAnY,1.38 GH/s
2021-03-02,RXNgAFUVqUYw8E4pgWsKsiCUBizNaanPyg,1.37 GH/s
2021-03-02,RUSpv3mc7SgK87TYR7UefZ8NwYZ9nfEFms,1.34 GH/s
2021-03-02,RQhaLb4xvYDGXyUM1GC9t6m7wDPCrVeA67,1.34 GH/s
2021-03-02,RKw84PJBnzq4QWx2DwjJonY9s3NYoPxT1P,1.32 GH/s
2021-03-02,RDaoPLHx3LdbwbuhApzoQ5bNyTz1RRBpwR,1.32 GH/s
2021-03-02,RGUx9Q4Yw9oGghYzVKyuWpA12kAQmh3dzJ,1.32 GH/s
2021-03-02,RJoULkz8SQqfBKFHm1yAi5RtdNcPWWWjFu,1.30 GH/s
2021-03-02,RQ4PdGDijUrTDDXUhgJaFTbCgEd4yvQVx6,1.29 GH/s
2021-03-02,RAriAmwECJP2M5aAwJPn9g9ZTwdHEFHbTm,1.29 GH/s
2021-03-02,RVVz1Mzs9p7eC7uez2avo3sKYDtKfh9Gcr,1.29 GH/s
2021-03-02,RJXi5bADQiN2gN7hk6rqs8roi5nymAdigc,1.29 GH/s
2021-03-02,R9iVtriZoeQfRzEjBZ71T2DFXqpFhBtHFq,1.29 GH/s
2021-03-02,RQQwWrdpZqrqhgQev6X3Sas8eFMDJ8Qd6M,1.29 GH/s
2021-03-02,RUAfUytnBw1UxtyBuHUYmrLH2Ta2iC3kXZ,1.28 GH/s
2021-03-02,RRvEGWfPWTBMgVhNWUXpL7JwZaPTnWtPJ8,1.28 GH/s
2021-03-02,RS3stKJ8Q9TqoUJ777eJwvAUF5x9F2BWCr,1.27 GH/s
2021-03-02,RHikX9J59rFYYjQn4xKWhNZNEKsRBkTzBM,1.26 GH/s
2021-03-02,RLLXphcoiqRt7jBmWy22HAjNNJj2DYHuEH,1.26 GH/s
2021-03-02,RTye1Af6hW4Ac6UfiT334p627AG9UXZYNh,1.24 GH/s
2021-03-02,RGQyd6aqW7ESqVfAwB3tqokkqitwCTcWiB,1.24 GH/s
2021-03-02,RYZhcEyQLWHahcfTQdhRHbiroPJyxghFvi,1.23 GH/s
2021-03-02,RQLiJxEyhvcFcsjEbj4dwXWcmQgB6XHiig,1.23 GH/s
2021-03-02,RT1jMZUxNNkt7GnL7gnZM2PRGaRps7h2mx,1.23 GH/s
2021-03-02,RMkBwB2RkjHGW8uZ7ucLBr7jbbPJ6bSLXH,1.22 GH/s
2021-03-02,RKviRcm9YBDGjbkXNcAqRF3Bjg4Sk7jsqW,1.21 GH/s
2021-03-02,RV1cgfq5usxYgrv8eiUTh6YKCMp4iXNMst,1.19 GH/s
2021-03-02,RRgtANUGQJMTkzJzrzaZ2x6NEFq1MVUP4X,1.18 GH/s
2021-03-02,RJfKvrFJJiUr7jkdoLH9ueYiVLZfe3cfSi,1.18 GH/s
2021-03-02,RM9ftawN78nAxfcGYsyZJqLJsPVANJn2jz,1.18 GH/s
2021-03-02,RGRxoCHs1qPZGAriPHjm9fhWnP3H3V6KDw,1.18 GH/s
2021-03-02,RGppwCSSvBzqNFz6ecmt9Z4zNgFXWmpCWZ,1.18 GH/s
2021-03-02,RV5vjfwJZv4PgdyEVs4drDj64x75fmMT3K,1.17 GH/s
2021-03-02,RKAQKS634PaG7bbrmqRufK9FXi7PMGhbUc,1.17 GH/s
2021-03-02,RLWNEnzK32hZ5K5Y6NrBK9JHw2wq5ynSCW,1.17 GH/s
2021-03-02,RRRmutYoNivnC3d1zvMRyCbk6vMAkLsXEu,1.16 GH/s
2021-03-02,RULo2nsuh9sKLxxW7spFhNUJHsur2WBxuH,1.16 GH/s
2021-03-02,RSdkD9oAYjZpTYhjYneAMSEoe4d2KrZL5F,1.16 GH/s
2021-03-02,RNzdpZxTzTbKx9A4eVBmXFTvvmTiQuC5YT,1.15 GH/s
2021-03-02,RTgqiSJN3jAKgprpkmLGr8upe7hHaN1fLy,1.12 GH/s
2021-03-02,RXM8XtB3Wizu5uzgjdtnzKWYjadA9rBuaZ,1.12 GH/s
2021-03-02,RWfWgjkYJYDKqF8KhPdAAj94kJMxqhtZ7N,1.11 GH/s
2021-03-02,RWNEuByxXpXFy6rBGcDPosyNZhAqmrGYQx,1.11 GH/s
2021-03-02,RPqGRSZuio9qU28BVVJuGBJwyocsHkWHPx,1.11 GH/s
2021-03-02,RKMyGPpeJLtLZaGHRf6UFaEmGH8Rp9htPZ,1.10 GH/s
2021-03-02,RFgvkxzPQ3qPGikzzeicVQvcj3U8ovyWtS,1.09 GH/s
2021-03-02,REJbA2Zk1ECgJZ1PYLFy41NXCvyTjJKSTs,1.08 GH/s
2021-03-02,RLyZ4armPfkurBFEu9ZjK5pwaU1oiWUh8F,1.08 GH/s
2021-03-02,RVhgwtdHQg4U3YxUYe6JQbLVbFGZftgEy7,1.08 GH/s
2021-03-02,RVPMz75AYWAeP8HnEUmWaQD9vSkkbz1J45,1.08 GH/s
2021-03-02,RUEpjG2JH9KF7UxLMfzyyDepqg4RwygW3b,1.07 GH/s
2021-03-02,RHmip9pCASwyXbuFKwNetEQV2SKvXLmi7V,1.06 GH/s
2021-03-02,RK6URudgbzcJR8cwzodPTiwoABxtf39qBP,1.06 GH/s
2021-03-02,RUkLB6JxYKByPa3KEVimczhaLVaxxM2eiP,1.06 GH/s
2021-03-02,RMBxwTZTRvdoEumaLhfVZ19h5cAsM6FAQu,1.06 GH/s
2021-03-02,RJ98h59dvAEX2HezeLXu5oichND7azGUzb,1.05 GH/s
2021-03-02,REz3EMTHbWSvLzEqyUGrQ6gRAfEBcWPqid,1.05 GH/s
2021-03-02,RNaPL5BjwwLo1aokkPm8hQBMjsQEPqgU8B,1.05 GH/s
2021-03-02,RTbTUfr9gSEegLZscRqWqTwCSWTHEUjq4g,1.05 GH/s
2021-03-02,RUZajAvMDXSRkf3dsUhq6tvCLrNMQoePDv,1.03 GH/s
2021-03-02,RLJzuixziJ3eRSPiE9TrRRkNzLAv55ihvc,1.02 GH/s
2021-03-02,RNprU3obAFkGKXL7DYGKA3LQt9ThBbBFpL,1.02 GH/s
2021-03-02,RWKrfUyFc4DAkrQnAX5pYxuCxtEPDjKFSZ,1.02 GH/s
2021-03-02,RRS7bLhVpG3yaZ5ewQjs7GgNpP6uXoF151,1.01 GH/s
2021-03-02,RQcBHWqx6nR4uqWw7HHzxzAFzZEEV14sgz,1.00 GH/s
2021-03-02,RR67zT3rjwZUkmubtgxmnzETYz5rikk5ww,997.40 MH/s
2021-03-02,RLTBdj5vNg7YC6ZfBZx4UpkYAVRhn7EP9f,990.24 MH/s
2021-03-02,RKB6PD6ZPFpTkAH8i1awfoxAVPi9xv2d7W,987.86 MH/s
2021-03-02,RDXQGsomXv6hSJw4o7anKSEPwa3WBaf3wU,978.31 MH/s
2021-03-02,RKKxMj2fDsfFxFLgGYbWLyQdD9KDf2ERNq,975.93 MH/s
2021-03-02,RAX979Ea69H6SBWowj2HehPdDY1yCa7R26,974.73 MH/s
2021-03-02,RERiR99zY8hELcPUVQa5ZJNVJYht6bEJus,974.08 MH/s
2021-03-02,RHxsS8n2XnvC1x7gcU3by32j1GRckdKNM2,969.31 MH/s
2021-03-02,RGYWPK9cPwQximCvDsJpUYEaiy1MYfqpET,968.77 MH/s
2021-03-02,RNm3CUtZpqW58m4QzfDEEDJcS3qimxKRxi,966.38 MH/s
2021-03-02,RV5eyz2bPqMZsWQCNYvtoyaa4zv7RaDaE1,961.61 MH/s
2021-03-02,RW5r9iXUiSjnX9ntp8rLgFrxMjm514x2QD,959.22 MH/s
2021-03-02,RLvBaLF4GU67yWch5Yxow8SkSnsiJbUcpA,959.22 MH/s
2021-03-02,R9bvBsQDBxutpujwFLSLsZJwmD1pKkbwoX,958.18 MH/s
2021-03-02,RKRsqcKFEGjZMzTKGLJ4omoiVWkYRyKskp,952.07 MH/s
2021-03-02,RRVyeLYJc3TbHLbqy9xN2MuK6iw7A13TRQ,949.68 MH/s
2021-03-02,RNY5BV1PJcFnhkLVhEttWfeJXq4mhp2i4V,949.68 MH/s
2021-03-02,RDZBtJ4PEtDBZhvFUJuXXVKtyvvvTDbY2n,944.91 MH/s
2021-03-02,RKsMANe9c839RnRSmgNNqD3CBYvqtuW32n,935.36 MH/s
2021-03-02,RCKQGdG6hApZbqM538X5r9gMJULJWpd6eu,931.63 MH/s
2021-03-02,RVEZHp1ajKkSrwemXx1uWayi1yiYqYwv46,928.72 MH/s
2021-03-02,RUWEnraYoSQqgsBWHw7fdCo6vSHukoEQ5q,928.20 MH/s
2021-03-02,RVFesxsU5xbLh4QXZg1NnzUPM3kAewEYy9,926.85 MH/s
2021-03-02,RE9UFvMr7EP3tgkJXwnBiFg4AqMTQ8ikyN,923.43 MH/s
2021-03-02,RF1FbV1etpgx76CzUenpH9NpE13QPGhBSF,921.05 MH/s
2021-03-02,RGdK2k5ZXH3YFuxpr2SevmViFmrgDcAhYz,918.83 MH/s
2021-03-02,RNq1Xj9PXLGNQUqKQTPtBxgFtsSDEbwKme,916.27 MH/s
2021-03-02,RKE8fvMqA2xniVNoMcm5t9rPDt2MUwgzDB,914.55 MH/s
2021-03-02,RLP2duLB5kZNeVWs65nd4BAqi18rYbc6nM,913.89 MH/s
2021-03-02,RERGkQkmVeKWHqYCufcMxGH1MeowTkm4ew,906.73 MH/s
2021-03-02,RJkjKroFUJ96cT7o4AXcPeer4Ar15MRddH,906.62 MH/s
2021-03-02,RMJMp2ecKJomGZbctWvmJpTqou8sWxTFnN,904.34 MH/s
2021-03-02,RFSfoZfjJxy4QSED4AP2dohsZ9zdoghkrB,903.46 MH/s
2021-03-02,RTKHDASP8dTcqvouMjogBX4wsri6yufWez,900.07 MH/s
2021-03-02,RLaZUjaR4ECUBwbNEuqqugGJ8LWRcMzMxo,890.52 MH/s
2021-03-02,RFcCtjiqkgSwEhHXPP983sWfJswUBxhLXq,887.64 MH/s
2021-03-02,RQw4eBu3tkwfYEbQL8FNoDhStVvZjVRHBr,887.23 MH/s
2021-03-02,RRL9m4Z1TqHiBeXqhXMziF8MwuVhoRMryH,887.04 MH/s
2021-03-02,RFnU4e62pJRcnGCUvJ88AFhGPrTPDwEb2d,883.36 MH/s
2021-03-02,RAzoBQemuyn5q2kr1WJpFBgaQ84gAUkFzj,883.00 MH/s
2021-03-02,RUGJc7NYghAzmQW6btVDAd5ya1YyDPtKjv,882.28 MH/s
2021-03-02,RTg6UG8sMqpw3LmABws7q8QYCwUWwJBVhu,874.29 MH/s
2021-03-02,RRaYqeYpQWepwrC9SJFNd3vGtXJJ4iVAPh,873.32 MH/s
2021-03-02,RNLZeHtZgzuG2vX4hDbJ7f5tDe9ssVrcv3,873.32 MH/s
2021-03-02,RRwctNNVeK1gbNpStA8Ksbq7cTPxnn3wxU,871.42 MH/s
2021-03-02,RP1RpzQ3oKNYd5KQzDiFrZGVC6wTZvAYS9,867.61 MH/s
2021-03-02,RGN4oPq5QzofLEJS3XHfj5tnW6TkyicVdG,867.13 MH/s
2021-03-02,RBrD3HzAjC8NEZaNdfWyhCWLnBHc1PKsmy,866.16 MH/s
2021-03-02,RBwDTLc7ZxETTinUQk889mvfzwb19NPj6P,861.39 MH/s
2021-03-02,RVo3eAbV337ZjuG3WdEkNk7aJqz5Ux8SiB,857.10 MH/s
2021-03-02,RCcmDunQb7hHBMJKP9XomKuiKrXek1Hg6m,856.62 MH/s
2021-03-02,RAKpjNQCFCbbXb3guJA7gunMVN64mWTmPw,855.18 MH/s
2021-03-02,RL8s5uF9D8vn7e8YZTaqQ3mPzXBRQwaQdd,852.32 MH/s
2021-03-02,RQstF2WPrqki3CsNfnjhSdoTUJNuhQL9ze,849.46 MH/s
2021-03-02,RLcmuZgyHGE9eud175qn5n8yMiYcvFnooj,849.46 MH/s
2021-03-02,RD3Ga8dsGmamuQrH9kyHzHVVdiXKTgmPUh,849.46 MH/s
2021-03-02,RFd2vpWzmugCxWyamn2LMoaffoUKLVqfb5,847.08 MH/s
2021-03-02,RViu1qHZPN98kVrFCDUYbFqVBWe6iYVD3m,844.69 MH/s
2021-03-02,RCKNEdN6d244Cw3Y9kWaZqg4ncGdvSNhPQ,838.00 MH/s
2021-03-02,REh1uvdbZUhxu3hKXHFQ9VPyuWftRYgd6H,837.53 MH/s
2021-03-02,RHkp9q5hWLWo7zWd6nqapiZSWPsonKnbVa,832.76 MH/s
2021-03-02,RKBrNQ4P6gkB7HCvmJ3JWoZDseNCKfavDL,830.83 MH/s
2021-03-02,RWUrPJQpmdhndnFrhmgwc5BVjBxRLsgKx2,829.83 MH/s
2021-03-02,RUh5pRDCYAo212eSFVYcNpjuoNavSETsXX,829.83 MH/s
2021-03-02,rN4iZHsJMHqFuYgsXyCtXzsVPbE1W4Fspt,828.45 MH/s
2021-03-02,RX7hLn8kAkiELowFjhL9v1ttZApFgJ6Y1k,827.99 MH/s
2021-03-02,RN3GLubNMTBzScBSBBcVCbJ1Mz4G1NFRb8,825.60 MH/s
2021-03-02,RH4HxFFGSdrhwoem2GhmjrV5NgeiZFsN9q,823.21 MH/s
2021-03-02,RVoPPAKpU2pwRG8EoaqMcmnioA9egneFkn,821.28 MH/s
2021-03-02,RVdLikmniNPHVSkSJyytAsjySLCosLPnvT,820.83 MH/s
2021-03-02,RBVPP9Z7Ys3QANYCMRZtU9h3jGUJEdDAUZ,820.83 MH/s
2021-03-02,RJvf13MegfJuhaC8Do3n75rbL3QAvsuYci,819.35 MH/s
2021-03-02,R9JghrY8uJ57jTw8iqP38f8o2B5DYUdifB,818.44 MH/s
2021-03-02,RM7PNvB2MLG8Eo54gmPLiE16Ja95KK5VVr,816.06 MH/s
2021-03-02,RQoTX3pQFGC2YborsgR1D9yLWss9L1irvR,813.67 MH/s
2021-03-02,RXX2sUr8PgMLud9E9TFqSswvUS22kJMNd6,813.54 MH/s
2021-03-02,RNMdKeWYJQvHkt3eTmsqnRn9AoToSbKfFL,812.64 MH/s
