Date,Miner,Hashrate
2021-03-01,R9pELUokEDsAzvMCpoDjHvfA3efMhv5khy,5.65 GH/s
2021-03-01,RN5nXtjgp7e7Rv92Zed4DmxZYnXHQ7aXco,5.54 GH/s
2021-03-01,RE98Ha5ybHPSAc2Nyn83uL9Dv6v4ShWg1R,5.39 GH/s
2021-03-01,RC64kmGa7WpLQHqNmooxrBmjirR2B7RwHF,5.38 GH/s
2021-03-01,RFY4srAgj7CBGUsKnfXucvX2EQAka9qt47,5.27 GH/s
2021-03-01,RPboLkx74FaK4dk6PYghNK9KBTEXTpouKc,5.22 GH/s
2021-03-01,RE8Ng16kUXuv7CNVeuRRBPe7j1UDxbuif8,5.19 GH/s
2021-03-01,RQwgrdRcFQVAzebRX5J5EH6bREpNG7WEfn,4.99 GH/s
2021-03-01,RCQAaUTuVJx9fsf8G6n3iaiSoeMUHUikeP,4.78 GH/s
2021-03-01,RNtjhKpnxvuCzjN3QasowSpoz3XLd99Yv2,4.77 GH/s
2021-03-01,RLTYcDQ51MWPfFgteBsPi4G97GjsnspMuF,4.77 GH/s
2021-03-01,RLGyujp8HbwhHnch1mhc8iKX4St9KN7u8G,4.72 GH/s
2021-03-01,RK6butmNBrDx8d6nuJvsSGF7FT4hmUDDRC,4.68 GH/s
2021-03-01,RSnDSAJfLraQK3rjQpbEC12D8RaA3aieCA,4.58 GH/s
2021-03-01,RWMeSdZgM4Wocb9JMb4wg2McTWHQfscpav,4.54 GH/s
2021-03-01,RExT4MqqGbSajH3xUCQZqdbKk8YS1r98Sb,4.35 GH/s
2021-03-01,RMFmdvBuYSSmJSWaJ7kQtmCXaS2AjvMYZB,4.25 GH/s
2021-03-01,RMQxfLGtSvL2feSE4w1pyHawaebxeTbcV6,4.14 GH/s
2021-03-01,REbLURJAaxYt2fV4kSi18ohw5tnfU2macT,4.01 GH/s
2021-03-01,RPMkqaX2Te2zd3tpjiyyxF2smiY84yq35X,3.95 GH/s
2021-03-01,RReQNrmpR8RUYxXZLFcK2SKGXKvuFzpBse,3.91 GH/s
2021-03-01,RY9fxa63g153zYhn6jEFxj1sWCAYkSbGBs,3.83 GH/s
2021-03-01,RAVmr9RoB2cmZ99Gs9qAPS7mHBmzUHtocU,3.73 GH/s
2021-03-01,RGMzgCvyjkcKNcHK11ayXPifoQZAiGUnZp,3.72 GH/s
2021-03-01,RH2swPipTDBBNxEBdzWuNa4roBu6kFzoTz,3.72 GH/s
2021-03-01,RCRKTFimNjJczyawY9sZDTVk1BgGvjm8c6,3.67 GH/s
2021-03-01,RLzf2AsjmE7P5G1rquK8TXNLbPrkAXt4ag,3.60 GH/s
2021-03-01,RG3PBFuT34YDHSBu1TYXWwGvcyFMyE27aN,3.40 GH/s
2021-03-01,RKNXqWmZo8vUBqRkuDoorxyhm4cU5yKyq7,3.36 GH/s
2021-03-01,RM85ULtQ3AGMrZxKigget7bVfHdVBgLx7q,3.30 GH/s
2021-03-01,REmPJrAdfvxNNZbXFEQWVdqx56LyGoLzFG,3.25 GH/s
2021-03-01,RStwutjnoTTUy3YMzQRMiAGfXqNTgRcGyv,3.24 GH/s
2021-03-01,RGQRMBiBzqUCtDqYcZk6pEhtE2jWYKXLbB,3.18 GH/s
2021-03-01,RVSfXgzFrHu5oedgDBy7ZXVBdA8eK54ynX,3.16 GH/s
2021-03-01,RRjMDDBMDfkGV8Q4kY9VBRCBBXUHqGB8es,3.15 GH/s
2021-03-01,RDgfEVC7meJgyczu9zgtnPXmYcPH1LJHLW,3.12 GH/s
2021-03-01,RRkoQ2MgVxwPh54hPdpQ4q97XsiwHheytS,3.09 GH/s
2021-03-01,RTbkBP4Ev4BJ5HJAtdc3qTigBcY3L5jmVB,3.05 GH/s
2021-03-01,REUrXGqFPfrUSpTZVtiiw9q2xy1D13AZFz,2.97 GH/s
2021-03-01,RDdLsBnAcuYCLEadyZp7xhQMwtFf8KbkAr,2.96 GH/s
2021-03-01,RMA5hR5R7UFn5TaKdF78JB5zPyAYtRziQH,2.95 GH/s
2021-03-01,RH4zvrxetqwo5mSgrkKAHRBfJUrzHwAoNb,2.93 GH/s
2021-03-01,R9NyMvLC81wo6FCmMV6gteD6ADh6gezGUc,2.91 GH/s
2021-03-01,R9yEacuF7DDMhvRzdLWhAzdhuypEjNGufT,2.90 GH/s
2021-03-01,RVZA1yeNbPJ5FykPXkPcF4nqMT428FwpT5,2.83 GH/s
2021-03-01,RCNUqhy15BsiMA6VJndSJK7PhYC5sX17ZV,2.76 GH/s
2021-03-01,RBRFFhfx2qqsWTyGxNxj9gAtBtnJ2ooJ83,2.75 GH/s
2021-03-01,RL8s5uF9D8vn7e8YZTaqQ3mPzXBRQwaQdd,2.73 GH/s
2021-03-01,RX9ZqYzrrYG1VJgLANeEZp1vvL9cAYoYdi,2.70 GH/s
2021-03-01,RXFwcbyuoe8E1hw1YooHRD92PzRa9Xzr2Z,2.69 GH/s
2021-03-01,RCa9ZLbAcqzU96Cdib5v2AWt3e8yBGg4AG,2.68 GH/s
2021-03-01,RB9VdeYVkwL3ZkhMb2b69UGvwsRaH4SYtu,2.67 GH/s
2021-03-01,RDXWETZWw3aAWz8Qcpvrk3HuSwkdS5U3Zs,2.65 GH/s
2021-03-01,RCdkywK6sa2qkGAkP4WuY55u2nkYu2fVC9,2.64 GH/s
2021-03-01,R9kks7qoNjEe8FBYzfqxtK6oyTcYz4mXTh,2.60 GH/s
2021-03-01,RLFdpaFmpcaQmmxW1VZy8WPTJcnARZxBSx,2.52 GH/s
2021-03-01,REKQL5mJSfsE1HLigMNWGqywYXZKrovE6w,2.50 GH/s
2021-03-01,RWTFEZnrA3khSVhNXuR2j8LAiK9vr3AdKw,2.47 GH/s
2021-03-01,RGTfex3vMM689EMFkw2fdfUnU4MKJvwd9E,2.46 GH/s
2021-03-01,RVZdLtJ2E82z2bPn2cehsfuxyyXfCUJ4oe,2.45 GH/s
2021-03-01,RHPXfpjmTff4hJwgAesQcFCUn1r61ag9jG,2.44 GH/s
2021-03-01,RCWLUngQx4qUsVRWnQ7DrEDb1aHoJ85V6y,2.42 GH/s
2021-03-01,RBwTgEPPkdDjMJ5iBKAoQoqzguXGciM4qa,2.41 GH/s
2021-03-01,RQuNrXFtkqGgtscKenUeMvwfmLTF3yQvmk,2.41 GH/s
2021-03-01,RWLPvbYAFCorRfB3ore6dMy5jwxSKBFs4y,2.40 GH/s
2021-03-01,RSQLa4mhXDLi6Q2F8gHg6c9oSADL5S2bKZ,2.32 GH/s
2021-03-01,RMQbnKXwcbPC5he3xXrH4jKNtpevZjHyuY,2.32 GH/s
2021-03-01,REwQ6UXHwzXKdbhQoUiwgPCt1uiaxW1J4Y,2.31 GH/s
2021-03-01,RNBNSGcwP8PCSWJZBQabTjrpdczjam8LeK,2.29 GH/s
2021-03-01,REoEqQzq4KHLF5FqCkqmtQQ3fxbLpEQuMo,2.27 GH/s
2021-03-01,RJ85uo3yK5zXnPSUGNKAC7aj1tZ1vMKeiH,2.25 GH/s
2021-03-01,RJocPhPNpjaVuzx9MbivR6qSvvaTLzTX9u,2.21 GH/s
2021-03-01,RVWqLdbY8GXQLV3xAVnpXi3Puscgt47xxt,2.15 GH/s
2021-03-01,RPreszMFCY4B8VdQfNrvhDr4nb736MBGYe,2.13 GH/s
2021-03-01,RAqGMNPgr2Pumhc7sjTzDbVHT4ykY6RGxK,2.01 GH/s
2021-03-01,RSVT4STfgdgbeWPfaPkyQMknfr6QZG8z57,1.99 GH/s
2021-03-01,RCcsFDXLTYRD5Y8GZYdxP5ryjF9bQkLpNy,1.98 GH/s
2021-03-01,RRyYBqEkoY4EogYNFNU82aBQYXD82LgHyx,1.98 GH/s
2021-03-01,RMwzNbnpjdKvEAJ8YRzoqbcAP6UMPvGKxL,1.98 GH/s
2021-03-01,RBbS34mAo8geq8ZHeGLMUYHu4qXtkrMFrj,1.96 GH/s
2021-03-01,RAhWAxDKhDZn7G578CkVfqFuiZRFnvNY5x,1.96 GH/s
2021-03-01,RM6j1AvUnxggYaqRjgu4FsWvLysRtYcKud,1.95 GH/s
2021-03-01,RRvEGWfPWTBMgVhNWUXpL7JwZaPTnWtPJ8,1.94 GH/s
2021-03-01,R9SMfQrJBd2EYH1s4Jg8BVmjzQkCJbzFgr,1.94 GH/s
2021-03-01,RT3fpoBbV3unQStdDye4wVJGgyLyv4FWVu,1.91 GH/s
2021-03-01,RXD8Mse1QGDkM3hbvdhw8xFFji4DZSz6jy,1.91 GH/s
2021-03-01,RVggK1AAkNNZhHCqx3dXNygcJx3kmnzD5q,1.91 GH/s
2021-03-01,RKiVd6PybX5tAAgmaPABmbK4i63TWa98hV,1.89 GH/s
2021-03-01,RBUNt57f2WmsgAu8CW74T28QEnWGgpCqmm,1.87 GH/s
2021-03-01,RHaZbd9JzHYw6vhs64iWnXK3uiUD9qmYkY,1.85 GH/s
2021-03-01,RP76V6hhBmHrXDGdPGEHZMmjSWXeGKxSd4,1.85 GH/s
2021-03-01,RUduMqbEJQayed6uv7hyxZiuEnu57To4wq,1.83 GH/s
2021-03-01,RQGB4i4i4XEGkdySCGK7uNgzCir9266NSF,1.82 GH/s
2021-03-01,RAkF1LMUftQsGaVZr7bbP8H9KpAqdyMxtb,1.80 GH/s
2021-03-01,RXAdjXHkD6sSHvENss9vhvJxNwTbd16TXt,1.79 GH/s
2021-03-01,RRbJcUiVgDDV6u5jshSH2DmQadggb21yp8,1.78 GH/s
2021-03-01,RPFXt6kf3ax3yYPPAde22ftCFmHg9hgWe2,1.74 GH/s
2021-03-01,RJS7hvgV2h5r1YwMiUZoDQFFWGYhseLAAr,1.74 GH/s
2021-03-01,RJVoPDjrdQrcLNxjSWxeFWx37riQ7tqryd,1.74 GH/s
2021-03-01,RDEBrrrsz8F8zrwm2r61mhe22RqZXnzVyZ,1.73 GH/s
2021-03-01,RSW7iHivwGvotXSzX3zeSt2CuSkStkudib,1.72 GH/s
2021-03-01,RKCCHh8MG8M7V9HD3G7P2zzSc7XSh3EzcM,1.70 GH/s
2021-03-01,RRGSk2WnmMDcNAWtTxu5j8pwzw8aAJAALp,1.70 GH/s
2021-03-01,RFqs1JfNYFDf2qvoZdGZN1jcm8QztZXGvK,1.69 GH/s
2021-03-01,RWVicXPwwPuxMSz2aHZ7EKcrjwfDDbYhpG,1.68 GH/s
2021-03-01,RSmPT1PHN2N3WVekef1CtWbVYK3LTe2N6s,1.68 GH/s
2021-03-01,RUo912LATLZumwG1UsPrEXA2knArQoAv3d,1.66 GH/s
2021-03-01,RFPUQhydMiKFM8b93xaAf26zV6hMHSqq5u,1.66 GH/s
2021-03-01,RQstF2WPrqki3CsNfnjhSdoTUJNuhQL9ze,1.65 GH/s
2021-03-01,REU6vcYroRtkyMYBHihG7gKEjcfCG1fFA4,1.64 GH/s
2021-03-01,RAaVHW7VGtCGaeWntAtzcaKDTxPkFvX4qF,1.63 GH/s
2021-03-01,RG7p2sUXnnUzkHJB87FH2iievRtUkgs379,1.62 GH/s
2021-03-01,RUSYdY5EwyTCSxfFLgEMoSBsyCAEHNNfJ6,1.61 GH/s
2021-03-01,RQEum8d9Pb2AtpDMi8Zv14onPU9yBcWqUS,1.61 GH/s
2021-03-01,RLLXphcoiqRt7jBmWy22HAjNNJj2DYHuEH,1.57 GH/s
2021-03-01,RTWVENnFi7SCf6pB1ncf1f7AfYB75VRefj,1.55 GH/s
2021-03-01,RRRmutYoNivnC3d1zvMRyCbk6vMAkLsXEu,1.55 GH/s
2021-03-01,RJXi5bADQiN2gN7hk6rqs8roi5nymAdigc,1.52 GH/s
2021-03-01,RAiSEpVNyLLt6FswxmGUz4dhcA4CHCN8UL,1.52 GH/s
2021-03-01,RKw84PJBnzq4QWx2DwjJonY9s3NYoPxT1P,1.51 GH/s
2021-03-01,RAuhXGvoA8Woq5cyxssLhz5QzengszTQn8,1.50 GH/s
2021-03-01,RAriAmwECJP2M5aAwJPn9g9ZTwdHEFHbTm,1.50 GH/s
2021-03-01,R9magyq6qn5V6RRvq7NmBxp6NUWdhqf25j,1.50 GH/s
2021-03-01,RKtHH8GcCHGDHhKm8xm7ooBDzgi5AWq2m6,1.49 GH/s
2021-03-01,R9iVtriZoeQfRzEjBZ71T2DFXqpFhBtHFq,1.49 GH/s
2021-03-01,RVVz1Mzs9p7eC7uez2avo3sKYDtKfh9Gcr,1.48 GH/s
2021-03-01,RGUx9Q4Yw9oGghYzVKyuWpA12kAQmh3dzJ,1.48 GH/s
2021-03-01,RUAfUytnBw1UxtyBuHUYmrLH2Ta2iC3kXZ,1.47 GH/s
2021-03-01,RQ4PdGDijUrTDDXUhgJaFTbCgEd4yvQVx6,1.47 GH/s
2021-03-01,RJoULkz8SQqfBKFHm1yAi5RtdNcPWWWjFu,1.42 GH/s
2021-03-01,RQQwWrdpZqrqhgQev6X3Sas8eFMDJ8Qd6M,1.41 GH/s
2021-03-01,RUSpv3mc7SgK87TYR7UefZ8NwYZ9nfEFms,1.40 GH/s
2021-03-01,RULo2nsuh9sKLxxW7spFhNUJHsur2WBxuH,1.39 GH/s
2021-03-01,RFgvkxzPQ3qPGikzzeicVQvcj3U8ovyWtS,1.39 GH/s
2021-03-01,rFEXFWnoUPWxJhc1YGacoPEncLSy2o55Jc,1.38 GH/s
2021-03-01,RXNgAFUVqUYw8E4pgWsKsiCUBizNaanPyg,1.38 GH/s
2021-03-01,RV1cgfq5usxYgrv8eiUTh6YKCMp4iXNMst,1.37 GH/s
2021-03-01,RFCsqLcgEkdrqgfT76BsTBPzPp97Ke4Kou,1.37 GH/s
2021-03-01,RDaoPLHx3LdbwbuhApzoQ5bNyTz1RRBpwR,1.36 GH/s
2021-03-01,RSsu2kd4zEAHpY4u8k7jgGyAQwmpXaFN1R,1.34 GH/s
2021-03-01,RRS7bLhVpG3yaZ5ewQjs7GgNpP6uXoF151,1.34 GH/s
2021-03-01,RTgqiSJN3jAKgprpkmLGr8upe7hHaN1fLy,1.33 GH/s
2021-03-01,RGQyd6aqW7ESqVfAwB3tqokkqitwCTcWiB,1.32 GH/s
2021-03-01,RWA2WYFbycjk6tDPVSbiVERPaEEpWpxAnY,1.32 GH/s
2021-03-01,RVPMz75AYWAeP8HnEUmWaQD9vSkkbz1J45,1.31 GH/s
2021-03-01,RLyZ4armPfkurBFEu9ZjK5pwaU1oiWUh8F,1.31 GH/s
2021-03-01,RQhaLb4xvYDGXyUM1GC9t6m7wDPCrVeA67,1.31 GH/s
2021-03-01,RHikX9J59rFYYjQn4xKWhNZNEKsRBkTzBM,1.30 GH/s
2021-03-01,RNprU3obAFkGKXL7DYGKA3LQt9ThBbBFpL,1.29 GH/s
2021-03-01,RXM8XtB3Wizu5uzgjdtnzKWYjadA9rBuaZ,1.27 GH/s
2021-03-01,RWgn3KMEQbj3ZhAvpwKygtJKU8LBW1ED8W,1.27 GH/s
2021-03-01,RLJzuixziJ3eRSPiE9TrRRkNzLAv55ihvc,1.25 GH/s
2021-03-01,RGN4oPq5QzofLEJS3XHfj5tnW6TkyicVdG,1.25 GH/s
2021-03-01,RT1jMZUxNNkt7GnL7gnZM2PRGaRps7h2mx,1.22 GH/s
2021-03-01,RGppwCSSvBzqNFz6ecmt9Z4zNgFXWmpCWZ,1.22 GH/s
2021-03-01,RUNY5qf7BmDbwQ83owZa3K1NRxrwjbBzXR,1.22 GH/s
2021-03-01,RLWNEnzK32hZ5K5Y6NrBK9JHw2wq5ynSCW,1.22 GH/s
2021-03-01,RV5vjfwJZv4PgdyEVs4drDj64x75fmMT3K,1.22 GH/s
2021-03-01,REJbA2Zk1ECgJZ1PYLFy41NXCvyTjJKSTs,1.21 GH/s
2021-03-01,RTbTUfr9gSEegLZscRqWqTwCSWTHEUjq4g,1.21 GH/s
2021-03-01,RNzdpZxTzTbKx9A4eVBmXFTvvmTiQuC5YT,1.21 GH/s
2021-03-01,RYZhcEyQLWHahcfTQdhRHbiroPJyxghFvi,1.20 GH/s
2021-03-01,RHmip9pCASwyXbuFKwNetEQV2SKvXLmi7V,1.19 GH/s
2021-03-01,RGRxoCHs1qPZGAriPHjm9fhWnP3H3V6KDw,1.18 GH/s
2021-03-01,RTye1Af6hW4Ac6UfiT334p627AG9UXZYNh,1.17 GH/s
2021-03-01,RMkBwB2RkjHGW8uZ7ucLBr7jbbPJ6bSLXH,1.16 GH/s
2021-03-01,RJ98h59dvAEX2HezeLXu5oichND7azGUzb,1.16 GH/s
2021-03-01,RW5r9iXUiSjnX9ntp8rLgFrxMjm514x2QD,1.16 GH/s
2021-03-01,RKB6PD6ZPFpTkAH8i1awfoxAVPi9xv2d7W,1.14 GH/s
2021-03-01,RMBxwTZTRvdoEumaLhfVZ19h5cAsM6FAQu,1.14 GH/s
2021-03-01,RDZBtJ4PEtDBZhvFUJuXXVKtyvvvTDbY2n,1.14 GH/s
2021-03-01,RWKrfUyFc4DAkrQnAX5pYxuCxtEPDjKFSZ,1.13 GH/s
2021-03-01,RQLiJxEyhvcFcsjEbj4dwXWcmQgB6XHiig,1.13 GH/s
2021-03-01,RRgtANUGQJMTkzJzrzaZ2x6NEFq1MVUP4X,1.12 GH/s
2021-03-01,RWNEuByxXpXFy6rBGcDPosyNZhAqmrGYQx,1.12 GH/s
2021-03-01,RSdkD9oAYjZpTYhjYneAMSEoe4d2KrZL5F,1.12 GH/s
2021-03-01,RQcBHWqx6nR4uqWw7HHzxzAFzZEEV14sgz,1.12 GH/s
2021-03-01,RPqGRSZuio9qU28BVVJuGBJwyocsHkWHPx,1.12 GH/s
2021-03-01,RMJMp2ecKJomGZbctWvmJpTqou8sWxTFnN,1.12 GH/s
2021-03-01,RKviRcm9YBDGjbkXNcAqRF3Bjg4Sk7jsqW,1.11 GH/s
2021-03-01,RERGkQkmVeKWHqYCufcMxGH1MeowTkm4ew,1.10 GH/s
2021-03-01,rN4iZHsJMHqFuYgsXyCtXzsVPbE1W4Fspt,1.10 GH/s
2021-03-01,RLaZUjaR4ECUBwbNEuqqugGJ8LWRcMzMxo,1.10 GH/s
2021-03-01,RWfWgjkYJYDKqF8KhPdAAj94kJMxqhtZ7N,1.10 GH/s
2021-03-01,RUZajAvMDXSRkf3dsUhq6tvCLrNMQoePDv,1.10 GH/s
2021-03-01,RRuiqwxN1yDYkY8dq3L9AnMckYxCMg7m6X,1.10 GH/s
2021-03-01,RRaYqeYpQWepwrC9SJFNd3vGtXJJ4iVAPh,1.10 GH/s
2021-03-01,RBrD3HzAjC8NEZaNdfWyhCWLnBHc1PKsmy,1.09 GH/s
2021-03-01,RM9ftawN78nAxfcGYsyZJqLJsPVANJn2jz,1.09 GH/s
2021-03-01,RRVyeLYJc3TbHLbqy9xN2MuK6iw7A13TRQ,1.08 GH/s
2021-03-01,RDXzfnKVBKF9uLWTCC5ao7CzWSYmh62NHN,1.08 GH/s
2021-03-01,RMwPVtYXHP9pMT2vpQDms6RqgRuaAKo9GD,1.07 GH/s
2021-03-01,RVmqbEL8hXUZcR8B2qDWmteEB7MNRZPaGe,1.07 GH/s
2021-03-01,RNq1Xj9PXLGNQUqKQTPtBxgFtsSDEbwKme,1.07 GH/s
2021-03-01,RAX979Ea69H6SBWowj2HehPdDY1yCa7R26,1.07 GH/s
2021-03-01,RNvdssxjJzxgcWtfbTNKMr82FxutAxbmBL,1.07 GH/s
2021-03-01,RE9UFvMr7EP3tgkJXwnBiFg4AqMTQ8ikyN,1.06 GH/s
2021-03-01,RVFesxsU5xbLh4QXZg1NnzUPM3kAewEYy9,1.06 GH/s
2021-03-01,RLP2duLB5kZNeVWs65nd4BAqi18rYbc6nM,1.06 GH/s
2021-03-01,RNaPL5BjwwLo1aokkPm8hQBMjsQEPqgU8B,1.06 GH/s
2021-03-01,RERiR99zY8hELcPUVQa5ZJNVJYht6bEJus,1.06 GH/s
2021-03-01,RKMyGPpeJLtLZaGHRf6UFaEmGH8Rp9htPZ,1.05 GH/s
2021-03-01,R9bvBsQDBxutpujwFLSLsZJwmD1pKkbwoX,1.05 GH/s
2021-03-01,RUh5pRDCYAo212eSFVYcNpjuoNavSETsXX,1.05 GH/s
2021-03-01,RGYWPK9cPwQximCvDsJpUYEaiy1MYfqpET,1.03 GH/s
2021-03-01,RKKxMj2fDsfFxFLgGYbWLyQdD9KDf2ERNq,1.03 GH/s
2021-03-01,RCKQGdG6hApZbqM538X5r9gMJULJWpd6eu,1.03 GH/s
2021-03-01,RFmYVw7ese6hf3rryyjz9RiDncTpzi751Z,1.02 GH/s
2021-03-01,RKAQKS634PaG7bbrmqRufK9FXi7PMGhbUc,1.01 GH/s
2021-03-01,RNY5BV1PJcFnhkLVhEttWfeJXq4mhp2i4V,1.01 GH/s
2021-03-01,RLvBaLF4GU67yWch5Yxow8SkSnsiJbUcpA,1.01 GH/s
2021-03-01,RDXQGsomXv6hSJw4o7anKSEPwa3WBaf3wU,1.01 GH/s
2021-03-01,RA7AxzCGNJxput6tnxDYPnLWH9JRmxzsJG,1.00 GH/s
2021-03-01,RD3Ga8dsGmamuQrH9kyHzHVVdiXKTgmPUh,988.77 MH/s
2021-03-01,REh1uvdbZUhxu3hKXHFQ9VPyuWftRYgd6H,985.98 MH/s
2021-03-01,RWUrPJQpmdhndnFrhmgwc5BVjBxRLsgKx2,985.47 MH/s
2021-03-01,RSoN4BwweaKfiMN63by7vt4xmjyVy2CyvU,983.63 MH/s
2021-03-01,REz3EMTHbWSvLzEqyUGrQ6gRAfEBcWPqid,980.70 MH/s
2021-03-01,RV5eyz2bPqMZsWQCNYvtoyaa4zv7RaDaE1,961.61 MH/s
2021-03-01,RUkLB6JxYKByPa3KEVimczhaLVaxxM2eiP,956.84 MH/s
2021-03-01,RLTBdj5vNg7YC6ZfBZx4UpkYAVRhn7EP9f,956.84 MH/s
2021-03-01,RAzoBQemuyn5q2kr1WJpFBgaQ84gAUkFzj,956.84 MH/s
2021-03-01,RUWEnraYoSQqgsBWHw7fdCo6vSHukoEQ5q,952.07 MH/s
2021-03-01,RAKpjNQCFCbbXb3guJA7gunMVN64mWTmPw,949.66 MH/s
2021-03-01,RP1RpzQ3oKNYd5KQzDiFrZGVC6wTZvAYS9,945.96 MH/s
2021-03-01,RKRsqcKFEGjZMzTKGLJ4omoiVWkYRyKskp,942.52 MH/s
2021-03-01,RNMdKeWYJQvHkt3eTmsqnRn9AoToSbKfFL,926.85 MH/s
2021-03-01,RVo3eAbV337ZjuG3WdEkNk7aJqz5Ux8SiB,925.82 MH/s
2021-03-01,RQjkUi7hBLDhT6AjMKmd1pYjYoaUwrqpax,923.95 MH/s
2021-03-01,RNm3CUtZpqW58m4QzfDEEDJcS3qimxKRxi,923.43 MH/s
2021-03-01,RFKt1n9VXqmn42jG11683WmUozDWvT7UFx,922.58 MH/s
2021-03-01,RX7hLn8kAkiELowFjhL9v1ttZApFgJ6Y1k,922.25 MH/s
2021-03-01,RBwDTLc7ZxETTinUQk889mvfzwb19NPj6P,922.07 MH/s
2021-03-01,RN3GLubNMTBzScBSBBcVCbJ1Mz4G1NFRb8,918.66 MH/s
2021-03-01,RPpnr3yDJEFULfhVidTYTT73V1d9jtZN36,916.27 MH/s
2021-03-01,RNLZeHtZgzuG2vX4hDbJ7f5tDe9ssVrcv3,913.89 MH/s
2021-03-01,RFSfoZfjJxy4QSED4AP2dohsZ9zdoghkrB,906.73 MH/s
2021-03-01,RCKNEdN6d244Cw3Y9kWaZqg4ncGdvSNhPQ,903.08 MH/s
2021-03-01,RVSuR2KvKDzw8ptqDjnhEpJnsPDKZ5bEAi,901.96 MH/s
2021-03-01,RCsxF9Y7RjBZ2TS6Ko6Wu8FG5mnhqaU2ZQ,901.96 MH/s
2021-03-01,RTKHDASP8dTcqvouMjogBX4wsri6yufWez,899.68 MH/s
2021-03-01,RU3jjSunWV1Sg8SHmUi71ee4eiWRPJDHpp,898.90 MH/s
2021-03-01,RF1FbV1etpgx76CzUenpH9NpE13QPGhBSF,897.18 MH/s
2021-03-01,RKE8fvMqA2xniVNoMcm5t9rPDt2MUwgzDB,891.11 MH/s
2021-03-01,RUEpjG2JH9KF7UxLMfzyyDepqg4RwygW3b,882.87 MH/s
2021-03-01,RGaNSqga4DrYU1CcU4akveapG6nW957Zgg,878.10 MH/s
2021-03-01,RH4HxFFGSdrhwoem2GhmjrV5NgeiZFsN9q,876.68 MH/s
2021-03-01,RQoTX3pQFGC2YborsgR1D9yLWss9L1irvR,875.71 MH/s
2021-03-01,RFnU4e62pJRcnGCUvJ88AFhGPrTPDwEb2d,875.71 MH/s
2021-03-01,RR6kp7TZndMZdn5rGBstaNftxktWcMKyeJ,873.81 MH/s
2021-03-01,RGAPoXfvKpGmxKt87yDakUPJNvt1iVPizA,873.32 MH/s
2021-03-01,RLcmuZgyHGE9eud175qn5n8yMiYcvFnooj,871.91 MH/s
2021-03-01,RGdK2k5ZXH3YFuxpr2SevmViFmrgDcAhYz,871.91 MH/s
2021-03-01,RDzqRRo8FaxGf5h59E6MPbRrvT4Rm45HGq,871.46 MH/s
2021-03-01,RVEZHp1ajKkSrwemXx1uWayi1yiYqYwv46,870.94 MH/s
2021-03-01,RP11LXmCtwMYrbDB6YwDGdLSSxYmfy5MyH,870.94 MH/s
2021-03-01,REdAXxgXvhiokhvEh4RHNGodbvgBMY8tMf,870.94 MH/s
2021-03-01,RC5zo7WkoamyvjPcBR2kauyiXCaUsNLHgz,868.55 MH/s
